"","state","date","symptom.x","finances_samplesize","finances_stderr","symptom.y","symptom_samplesize","symptoms_stderr","maskwearing","maskwearing_samplesize","maskwearing_stderr","admission","depression"
"183","ne",2021-05-04,33.6637314,1181.2327,1.3749564,0.724168,1384.1687,0.2309798,78.2458775,1193.2327,1.1943702,0,12.3137075
"184","nh",2021-05-04,29.6848371,1129.7766,1.3592381,0.9184194,1289.7766,0.3213592,88.0417478,1127.7766,0.9661991,0.0313679,11.3642273
"185","nj",2021-05-04,38.9784129,3882.999,0.7826547,0.896691,4656.9988,0.1604214,91.882151,3896.9989,0.4374928,0.0112583,9.7449129
"186","nm",2021-05-04,40.1513739,1675.5136,1.1975766,1.0131346,1916.8608,0.3058049,89.2204202,1669.5137,0.7589935,0,12.0907479
"187","nv",2021-05-04,41.8056353,1281.1028,1.3780529,0.9444822,1501.1028,0.3246279,87.1152366,1289.1028,0.9331286,0.0045521,11.646572
"188","ny",2021-05-04,42.2752607,8317.0005,0.5416775,0.6298447,9764.0006,0.0789281,91.5321448,8315.0003,0.305311,0.010343,10.9871995
"189","oh",2021-05-04,35.2679511,6619.0009,0.5872913,1.2449038,7643.0006,0.2389052,84.2924252,6622.0012,0.447151,0,12.3101389
"190","ok",2021-05-04,42.5188174,2085.9993,1.0824214,0.7855984,2455.9988,0.20417,72.7770238,2095.9991,0.9722309,0.021532,11.3824581
"191","or",2021-05-04,33.4703061,3103.1703,0.8471002,0.9311802,3504.6007,0.240433,88.2083891,3069.1692,0.5821449,0.0033681,14.0027675
"192","pa",2021-05-04,34.7713515,7353.0035,0.5553894,1.1265185,8499.004,0.1538578,84.8182718,7346.0032,0.4186776,0.0178805,10.8947223
"193","ri",2021-05-04,38.3301014,702.988,1.8337184,0.3775065,802.987,0.2359011,93.5838846,696.989,0.9281617,0,15.2530906
"194","sc",2021-05-04,36.9910306,2940.0032,0.8903802,1.1508914,3490.0035,0.2102774,78.7617396,2936.0032,0.7548121,0.0054755,8.3449497
"195","sd",2021-05-04,36.7159152,649.9417,1.8907636,1.6325282,723.9609,0.4434324,67.2416429,648.078,1.8435995,0.032005,10.8460612
"196","tn",2021-05-04,39.2966699,3549.2322,0.819817,1.3231236,4137.2323,0.26179,77.652244,3507.2325,0.7034151,0.0207435,11.1198309
"197","tx",2021-05-04,44.6924695,10555.0212,0.4839269,0.9888608,12463.0288,0.1063105,81.2403755,10551.0209,0.3800588,0.0155698,10.4824281
"198","ut",2021-05-04,34.2340878,1526.1454,1.214596,0.71004,1754.2401,0.1873291,78.9514845,1518.1454,1.0462469,0,14.3828091
"199","va",2021-05-04,35.4506278,4912.2367,0.6825246,0.6199897,5737.9068,0.1112297,89.0839509,4897.1829,0.4456145,0.0498886,10.6834032
"200","vt",2021-05-04,29.025988,566.0008,1.907808,0.3142908,639.0008,0.1884645,92.1910235,570.0008,1.1238378,0,14.2201465
"201","wa",2021-05-04,33.6654666,4874.9744,0.6768244,0.7696204,5507.9723,0.1432245,89.7218857,4834.9755,0.4367257,0.0037137,12.1533515
"202","wi",2021-05-04,29.8177816,3571.0048,0.765519,0.9966451,4040.0056,0.2070058,80.2171843,3547.0049,0.6688779,0.0097971,10.588136
"203","wv",2021-05-04,42.1425868,1370.0046,1.3340714,1.0322624,1581.0054,0.284468,83.0990371,1364.0048,1.0147189,0.0400208,12.1068672
"204","wy",2021-05-04,36.299861,412.7771,2.3668181,0.5604166,448.7819,0.3105032,52.8225549,406.7771,2.4751337,0.0245321,8.691363
"205","ak",2021-05-05,41.8421312,482,2.2469201,0.6847896,540,0.3680771,76.8866863,478,1.9281585,0.1367693,14.9356061
"206","al",2021-05-05,38.8154187,2111.0462,1.0606553,0.7751086,2539.0512,0.1682641,73.5412271,2117.0389,0.9587069,0.0435405,12.0930609
"207","ar",2021-05-05,41.2680906,1450.3638,1.2927239,0.8615268,1729.3638,0.2782855,75.3523009,1446.3638,1.1331768,0.0235697,13.2526709
"208","az",2021-05-05,35.4361243,3718.5329,0.7843901,0.7899726,4258.179,0.1740962,81.4168281,3702.4636,0.6392513,0.0134745,10.1984651
"209","ca",2021-05-05,41.0403069,14427.2048,0.4095357,0.6430911,16848.7756,0.0701344,90.9320249,14408.2047,0.2392262,0.0061689,9.9021238
"210","co",2021-05-05,33.9137945,3255.8733,0.8296785,0.8002679,3689.8719,0.1726942,86.7809314,3250.8733,0.5940357,0,9.1919519
"211","ct",2021-05-05,36.7164895,2397,0.9845592,0.7042093,2780,0.1985128,91.6730005,2390,0.565153,0.0040162,8.752739
"212","dc",2021-05-05,26.3416607,273,2.6659452,0.3093445,307,0.351024,92.1936173,277,1.6118902,0,7.9479057
"213","de",2021-05-05,40.8286387,705,1.8511588,0.4689902,810,0.2475049,91.9371284,717,1.0167888,0,11.9305198
"214","fl",2021-05-05,39.8731124,10757.9997,0.4720725,0.8601029,12596.9991,0.0879236,81.5110969,10782.9996,0.3738472,0.0249781,8.8958803
"215","ga",2021-05-05,39.4873238,3736.9629,0.7996366,0.7284692,4504.9641,0.1838017,78.3208462,3759.965,0.6719979,0.0253435,9.7887016
"216","hi",2021-05-05,42.3357928,724,1.836275,0.4941221,853,0.310182,92.0493777,723,1.0061016,0,7.8973874
"217","ia",2021-05-05,31.8787021,2308.6809,0.9698617,0.6358018,2595.5697,0.1689656,76.6171997,2293.6694,0.8837837,0.0135471,9.4200946
"218","id",2021-05-05,36.1706888,1158.8495,1.4114807,0.6307928,1291.8682,0.2087913,66.3074166,1151.8587,1.3926712,0,12.1881249
"219","il",2021-05-05,37.2238985,6782.0009,0.5869879,0.9827489,7926.0006,0.1478478,87.3395469,6781.0009,0.4038157,0.0011349,9.5223427
"220","in",2021-05-05,37.4392178,3654.0008,0.8006268,1.5030306,4218.0004,0.2420783,79.9689086,3650.0008,0.6624703,0.0126891,11.7418594
"221","ks",2021-05-05,33.8445889,1686.0865,1.1523579,0.7268019,1947.0862,0.1885993,76.4593159,1679.0864,1.0353525,0.0441249,11.471568
"222","ky",2021-05-05,40.3285317,2317.7649,1.0189547,1.225113,2711.4559,0.2370318,83.5817314,2315.4547,0.7698413,0.0127629,13.4429927
"223","la",2021-05-05,44.8478497,1970.9992,1.1202342,1.4997922,2396.9994,0.3202399,73.9234882,1966.9994,0.9899514,0.0123012,12.1601675
"224","ma",2021-05-05,33.6236624,3266.0115,0.8266474,0.6379406,3753.013,0.1906631,92.4831875,3263.0105,0.4615715,0.006217,10.8090502
"225","md",2021-05-05,35.7287609,2668.9984,0.9275624,0.7597383,3129.9983,0.2054284,92.028859,2673.9984,0.5237713,0.007077,7.8626145
"226","me",2021-05-05,34.742818,1323.2234,1.3089712,0.3848902,1494.2234,0.1516368,89.8615026,1317.2234,0.8316564,0.0105809,13.5431599
"227","mi",2021-05-05,34.824816,8103.9938,0.5292197,1.1884098,9305.994,0.1413638,89.0271142,8042.9942,0.348508,0.0043001,12.0163755
"228","mn",2021-05-05,29.0440097,2862.5905,0.8484831,0.7075432,3276.6314,0.151346,86.703037,2845.5939,0.6365125,0.0050503,9.4408075
"229","mo",2021-05-05,34.0188446,2985.732,0.8670504,0.8531409,3484.7316,0.2456652,75.5747846,2966.7325,0.7888028,0.0092892,12.7264507
"230","ms",2021-05-05,45.126598,1342.764,1.3579926,0.8071527,1634.1745,0.2672271,73.1185908,1347.7339,1.207641,0.0288913,10.8551317
"231","mt",2021-05-05,31.7341716,821.3406,1.6240658,0.8746251,921.3234,0.3471681,68.6950498,815.3314,1.6240603,0,8.356618
"232","nc",2021-05-05,36.1329659,5052.0056,0.6758624,0.8268681,5921.0067,0.1208766,85.4184084,5043.0057,0.4969738,0.0768134,9.6590671
"233","nd",2021-05-05,33.7491217,434.6823,2.2679897,1.6287581,491.8104,0.7687243,62.9228843,436.6823,2.3113967,0,10.6149628
"234","ne",2021-05-05,34.1848493,1129.5491,1.4113256,0.6865554,1335.485,0.2285329,78.0667332,1132.5491,1.2295782,0,12.6028533
"235","nh",2021-05-05,30.0490601,1117.7766,1.3713071,0.6943187,1272.7766,0.2715878,87.3920984,1120.7766,0.991512,0.0313679,11.5551244
"236","nj",2021-05-05,38.9176766,3858.9991,0.7848631,0.8547807,4625.9988,0.14317,91.5748715,3878.9991,0.4459812,0.0144749,9.6586435
"237","nm",2021-05-05,39.2137839,1587.4468,1.2253844,0.8800715,1820.7981,0.2749766,89.1972556,1581.5162,0.7805594,0,11.7848443
"238","nv",2021-05-05,41.7299185,1248.1028,1.3957942,0.6137823,1458.1028,0.240112,87.8028866,1255.1028,0.9237262,0.0045521,12.1328668
"239","ny",2021-05-05,42.1155111,8193.0003,0.5454823,0.5972667,9618.0004,0.0765404,91.7494548,8193.0002,0.3039636,0.010343,10.7858183
"240","oh",2021-05-05,35.0225304,6499.0017,0.5917412,1.3133505,7501.0019,0.2444603,84.225695,6507.002,0.4518632,0.0012217,12.1595011
"241","ok",2021-05-05,42.9040118,2026.9993,1.0993221,0.7967586,2396.999,0.1925615,72.4171887,2032.9992,0.9912233,0.021532,12.3738378
"242","or",2021-05-05,34.4044357,3022.169,0.8641419,0.8406371,3434.6012,0.2281101,88.6425695,3003.169,0.5789904,0.0033681,14.0043493
"243","pa",2021-05-05,35.065669,7303.0034,0.558377,1.0989585,8439.0037,0.1554876,84.8204843,7298.0031,0.4200271,0.016763,10.8080563
"244","ri",2021-05-05,39.7878979,690.9885,1.8620099,0.401159,789.987,0.2386155,93.1521724,684.9895,0.9650081,0,13.9103778
"245","sc",2021-05-05,37.332961,2920.0032,0.8951053,1.4617929,3467.0035,0.3175022,78.4244773,2920.0032,0.7612281,0.0082133,9.0020117
"246","sd",2021-05-05,34.6046528,629.8817,1.895445,1.806767,710.8716,0.4848472,65.7265336,628.8898,1.8926142,0.032005,8.5860929
"247","tn",2021-05-05,39.6434976,3518.2258,0.8246813,1.433125,4104.536,0.2678027,77.7230366,3485.5362,0.7048035,0.0248922,11.0332
"248","tx",2021-05-05,44.3223273,10342.0172,0.4884827,1.0147385,12218.021,0.1077978,81.4657325,10344.0173,0.3820591,0.0141102,10.2699297
"249","ut",2021-05-05,33.7762019,1501.1526,1.2206749,0.7470231,1724.155,0.2119883,78.7679561,1494.1526,1.0579697,0,13.4851486
"250","va",2021-05-05,34.9822866,4828.4272,0.6863365,0.6311644,5630.2207,0.1129713,89.2324026,4821.4091,0.4464098,0.0515516,10.1450285
"251","vt",2021-05-05,31.3985729,565.0005,1.9525273,0.3204896,643.0005,0.1896129,92.6373722,574.0005,1.0900675,0,14.65864
"252","wa",2021-05-05,33.471191,4826.9757,0.6792082,0.6601037,5449.9725,0.1367492,89.7863634,4792.9757,0.4374141,0.0037137,12.2661043
"253","wi",2021-05-05,29.9699912,3523.0047,0.7718427,0.7756772,3993.0055,0.1387159,79.9241925,3509.0048,0.6762132,0.0097971,10.7089226
"254","wv",2021-05-05,41.7400699,1342.0043,1.3461226,1.0809728,1552.0051,0.2916502,83.1984521,1334.0045,1.023655,0.0320166,11.8714656
"255","wy",2021-05-05,36.2305537,398.7662,2.4070474,0.5702096,434.7797,0.316085,53.1978787,394.7662,2.5113656,0.0245321,7.5267934
"256","ak",2021-05-06,40.8150998,493,2.2135658,0.7800584,559,0.3681966,77.8626528,491,1.8736421,0.1367693,13.5890077
"257","al",2021-05-06,36.5133004,2085.0478,1.0544085,0.6555303,2508.0546,0.1564463,74.454741,2092.0406,0.9534903,0.0377351,11.5589463
"258","ar",2021-05-06,41.7284433,1420.3639,1.3084122,0.9847921,1691.3636,0.3025228,75.3382862,1414.3638,1.1461433,0.0235697,13.4387713
"259","az",2021-05-06,35.5674818,3688.1932,0.7882651,0.7854235,4215.8393,0.1737271,80.7847837,3680.1239,0.6494657,0.0096247,9.5717543
"260","ca",2021-05-06,41.1188081,14428.199,0.4096401,0.6440276,16842.7698,0.0678314,90.9937739,14428.1989,0.2383259,0.0065318,9.6753392
"261","co",2021-05-06,33.8414432,3209.9009,0.8351638,0.7413429,3644.8995,0.1541914,86.8684523,3196.9009,0.5973439,0,9.1231387
"262","ct",2021-05-06,36.3001502,2382,0.9852638,0.7010683,2764,0.2011125,91.7891588,2377,0.5630863,0.0040162,8.8420985
"263","dc",2021-05-06,25.5332041,279,2.6105492,0.3037246,311,0.3450854,91.3144135,281,1.6800263,0,7.1344283
"264","de",2021-05-06,37.9389285,681,1.8594248,1.0149128,780,0.5906472,92.1141038,693,1.0238162,0,10.0849665
"265","fl",2021-05-06,39.9619251,10643.9998,0.474771,0.8599667,12474.9993,0.0942104,81.308473,10661.9997,0.3775469,0.0262928,9.4204716
"266","ga",2021-05-06,39.6151681,3738.9612,0.7998696,0.7855786,4516.9603,0.2082389,77.9416666,3757.9632,0.6763865,0.0293451,9.6654796
"267","hi",2021-05-06,42.4940084,713,1.851295,0.4949502,841,0.3105655,91.9893809,714,1.0159043,0,7.8830286
"268","ia",2021-05-06,31.0160924,2305.8014,0.9632887,0.6527392,2588.6787,0.1694662,77.7274323,2297.7899,0.8679948,0.0135471,9.7265392
"269","id",2021-05-06,35.8507921,1131.5765,1.4256177,0.5918566,1267.5858,0.2140142,65.769159,1132.5765,1.409893,0,12.0044542
"270","il",2021-05-06,37.2242655,6762.0228,0.5878556,0.9248284,7890.0228,0.1399698,87.237089,6774.0229,0.4054172,0.0011349,9.6118819
"271","in",2021-05-06,37.7988769,3630.0011,0.8047948,1.2399516,4186.0002,0.1978257,80.0507432,3623.001,0.663914,0.0105743,12.1814415
"272","ks",2021-05-06,33.783285,1702.087,1.1464203,0.6719695,1972.0866,0.1841299,77.7479974,1696.0869,1.0099622,0.0441249,10.4655476
"273","ky",2021-05-06,40.5056305,2321.0705,1.0189467,1.2270797,2709.762,0.2407588,83.2900381,2310.7607,0.7760805,0.0095722,13.1763073
"274","la",2021-05-06,44.0635699,1928.9992,1.1303715,1.3745328,2362.9993,0.3136743,75.014381,1930.9995,0.9852042,0.0123012,11.6419867
"275","ma",2021-05-06,33.5346873,3249.0105,0.8282646,0.6131341,3724.0115,0.1901154,92.1988956,3249.0095,0.4705063,0.006217,10.3567388
"276","md",2021-05-06,34.7904061,2665.9988,0.9224769,0.9147934,3107.9987,0.2213847,91.8671324,2671.9988,0.5287907,0.0094361,7.3535205
"277","me",2021-05-06,35.0086246,1333.2234,1.3063632,0.4564228,1496.2234,0.1603318,90.925009,1326.2234,0.788781,0.0105809,13.8353559
"278","mi",2021-05-06,34.9599817,8019.994,0.5324623,1.1566044,9228.9938,0.140362,89.104387,7965.9943,0.3491044,0.0043001,12.2403059
"279","mn",2021-05-06,28.8534716,2915.99,0.8390404,0.6924577,3346.0424,0.1422482,87.174706,2905.9934,0.6202712,0.0025252,9.2303702
"280","mo",2021-05-06,34.0972573,2956.6342,0.8717916,0.6492955,3457.6335,0.1757784,75.5627827,2936.6345,0.7929666,0.0069669,11.8687273
"281","ms",2021-05-06,45.7896022,1324.9842,1.368735,0.6090615,1608.395,0.2113907,74.3140044,1331.954,1.1971234,0.0385217,11.2002376
"282","mt",2021-05-06,32.7474181,836.1239,1.6229595,1.0826464,928.116,0.3845803,68.0242539,829.1239,1.6196923,0,8.5899411
"283","nc",2021-05-06,36.8551475,5008.0059,0.681688,0.8736443,5848.0068,0.1263764,85.6291614,4991.006,0.4965441,0.0592946,9.6647581
"284","nd",2021-05-06,32.9773973,443.8803,2.2314435,1.6872248,501.0084,0.7771051,62.0676462,441.8803,2.3082626,0,10.2490371
"285","ne",2021-05-06,35.3871959,1162.3703,1.4025234,0.6225735,1370.3062,0.2062979,77.7494062,1161.3703,1.2204893,0,13.1629456
"286","nh",2021-05-06,30.3911564,1098.7766,1.3875579,0.663228,1259.7766,0.2647664,87.4756634,1104.7766,0.9958267,0.0313679,13.5963911
"287","nj",2021-05-06,40.2867352,3856.9991,0.7897537,0.8325518,4575.9988,0.1426741,91.6007428,3864.9991,0.4461647,0.0160832,9.4059008
"288","nm",2021-05-06,40.6922046,1560.6499,1.2435371,0.7555396,1781.0036,0.2559323,90.1527169,1549.7194,0.7568696,0,11.5025778
"289","nv",2021-05-06,42.3631717,1199.5283,1.4267209,0.6486573,1408.5283,0.2460942,87.2996896,1215.5283,0.9550607,0.0045521,12.9665703
"290","ny",2021-05-06,42.301255,8140.0004,0.54758,0.5664553,9565.0005,0.0755237,91.7155518,8135.0003,0.3056149,0.0096042,10.8938742
"291","oh",2021-05-06,34.3736581,6446.0009,0.5915709,1.0953839,7442.001,0.2079293,84.7469135,6451.0015,0.4476383,0.0012217,12.1045669
"292","ok",2021-05-06,41.2170266,2005.9993,1.0990026,1.0011384,2373.999,0.2605059,71.7438934,2008.9992,1.0045204,0.032298,12.4809029
"293","or",2021-05-06,33.6698413,2957.0217,0.8690581,1.0678249,3361.4549,0.2507655,88.7269302,2943.0217,0.5829779,0.0033681,14.1193601
"294","pa",2021-05-06,35.0068883,7239.0027,0.5606232,0.9886611,8355.003,0.1435843,85.3007902,7227.0024,0.4165282,0.0178805,11.0095611
"295","ri",2021-05-06,37.8673795,690.9895,1.8452565,0.4409453,789.9885,0.2446878,92.612208,684.9905,0.9994226,0,13.4364672
"296","sc",2021-05-06,36.2214286,2960.0038,0.8834339,1.5050713,3496.004,0.3344707,77.7807903,2952.0038,0.765142,0.0082133,9.3067701
"297","sd",2021-05-06,32.3673148,620.6306,1.8780842,1.7286809,705.6205,0.4592045,65.1109397,616.6387,1.9193591,0.0480075,8.5337086
"298","tn",2021-05-06,40.03217,3442.9104,0.8350277,1.5352967,4021.2205,0.2776231,77.2533271,3409.2206,0.717943,0.0248922,10.9769563
"299","tx",2021-05-06,44.5703334,10255.0237,0.4908239,0.957576,12114.025,0.1043224,81.8849479,10239.0236,0.3806208,0.0145967,10.2625906
"300","ut",2021-05-06,33.9240517,1475.2528,1.2326573,0.6655288,1675.2552,0.2088762,78.7900802,1466.2528,1.0675811,0,13.0157823
"301","va",2021-05-06,35.3596559,4756.4123,0.693212,0.6690475,5533.2985,0.1193797,88.807456,4759.5995,0.4569871,0.0498886,10.2572774
"302","vt",2021-05-06,32.8700966,593.0005,1.9289944,0.3608155,682.0005,0.1901682,92.9880431,602.0005,1.040722,0,16.6067278
"303","wa",2021-05-06,34.0427764,4817.9769,0.6826708,0.5850322,5432.9726,0.1153945,89.9717442,4794.9769,0.433783,0.0037137,12.7519051
"304","wi",2021-05-06,30.1408724,3486.0042,0.777187,0.7495929,3947.0052,0.1393347,79.9323801,3473.0042,0.6796051,0.0024493,10.2932503
"305","wv",2021-05-06,42.5878117,1327.0041,1.3574023,1.1478798,1554.005,0.2993476,83.7070044,1324.0043,1.0149314,0.0240125,11.6352432
"306","wy",2021-05-06,34.0360969,372.7717,2.4541527,1.0438021,413.7852,0.4534407,53.3433958,370.7717,2.590858,0.0245321,7.852409
"307","ak",2021-05-07,39.3750306,489,2.2094378,0.784146,557,0.3701648,77.1354526,489,1.8991265,0.1367693,13.3110187
"308","al",2021-05-07,35.5914635,2063.047,1.0541201,0.6220699,2500.0539,0.1565966,73.7684121,2074.0416,0.9659147,0.0319297,10.9420344
"309","ar",2021-05-07,41.3064009,1413.3704,1.3097127,0.9784115,1683.3702,0.3038859,74.7174138,1404.3702,1.159794,0.0282837,12.8509251
"310","az",2021-05-07,35.5799771,3595.7249,0.7983991,0.9535589,4130.371,0.2528756,81.2138003,3599.6556,0.6510344,0.0115496,9.9129291
"311","ca",2021-05-07,41.4715317,14290.2612,0.4121341,0.6539756,16685.832,0.0823143,90.8683211,14281.2611,0.2410451,0.0061689,9.5456072
"312","co",2021-05-07,35.0960472,3163.9309,0.8484987,0.7656389,3606.9295,0.1565131,86.785577,3153.9309,0.6030062,0,9.1011204
"313","ct",2021-05-07,36.2778306,2335,0.9949986,0.6035171,2702,0.1898858,91.931869,2325,0.5648174,0.0040162,8.3108454
"314","dc",2021-05-07,24.7437675,285,2.5561228,0.2814586,321,0.3345717,91.1198525,286,1.6820294,0,7.2056923
"315","de",2021-05-07,37.8829124,691,1.8453902,0.7658595,791,0.5636567,90.0816116,706,1.1249579,0,10.5878998
"316","fl",2021-05-07,40.3042205,10482.9999,0.4790759,0.8833897,12281.9995,0.0981985,81.8205621,10495.9998,0.3764519,0.030894,9.3327847
"317","ga",2021-05-07,40.3460985,3733.9622,0.8028515,1.0066224,4485.9613,0.2300999,77.593993,3741.9624,0.6816267,0.0293451,9.878748
"318","hi",2021-05-07,43.2903283,693,1.8821637,0.4306084,817,0.3042219,92.1207493,698,1.0197494,0,6.4803695
"319","ia",2021-05-07,31.4959225,2261.7949,0.9766946,0.6765295,2558.6838,0.1840078,77.8629078,2252.795,0.8747113,0.0090314,9.952794
"320","id",2021-05-07,35.2060905,1112.5777,1.4318938,0.6452876,1248.5871,0.2212036,64.6825012,1118.5777,1.4290759,0,12.3543112
"321","il",2021-05-07,36.5301655,6720.0227,0.5873867,0.8355364,7840.0227,0.1340449,87.3359949,6737.0227,0.4051802,0.0011349,9.6112018
"322","in",2021-05-07,38.5803931,3576.9992,0.8139119,1.2290048,4110.9985,0.1988587,80.5565926,3569.9991,0.6623731,0.0063446,11.7937821
"323","ks",2021-05-07,33.62235,1699.0572,1.1460959,0.6440936,1954.0568,0.1840759,76.7806407,1692.0571,1.0264634,0.0490277,10.467203
"324","ky",2021-05-07,40.4210683,2296.0703,1.0241361,1.2095589,2697.7615,0.2401455,82.5780768,2290.7603,0.7924842,0.0095722,13.2577181
"325","la",2021-05-07,44.2658243,1905.9991,1.1377156,1.377865,2337.9991,0.3106984,75.8087151,1906.9993,0.9806494,0.0092259,11.9774696
"326","ma",2021-05-07,34.1652981,3207.0085,0.8374714,0.5037458,3687.01,0.1413534,92.9285876,3211.008,0.4523838,0.0041447,10.1247652
"327","md",2021-05-07,33.8295707,2647.9989,0.9194356,0.9805276,3076.9988,0.2270955,91.8807146,2645.9989,0.5309777,0.0117951,8.1048753
"328","me",2021-05-07,33.0844571,1310.2234,1.2998787,0.4078742,1469.2234,0.1573852,89.9481154,1309.2234,0.8310227,0.0105809,13.5656641
"329","mi",2021-05-07,35.1295107,7964.9942,0.534893,1.141189,9143.9939,0.140407,89.1912237,7899.9944,0.34933,0.0014334,12.4402549
"330","mn",2021-05-07,28.6380975,2867.9692,0.8441469,0.7045743,3309.01,0.143287,86.9818487,2872.9611,0.627804,0.0025252,9.3747368
"331","mo",2021-05-07,32.7184335,2912.6332,0.8693635,0.4996141,3405.632,0.1223693,74.9764978,2894.6334,0.8050815,0.0069669,10.9842279
"332","ms",2021-05-07,44.8127515,1266.2616,1.3975214,0.8853788,1559.5338,0.2934903,72.663882,1274.3026,1.2485083,0.0433369,10.9515301
"333","mt",2021-05-07,32.4852019,799.1753,1.6566137,1.1800852,888.1663,0.3960815,69.2729718,793.1753,1.6381648,0,8.6243518
"334","nc",2021-05-07,37.5303944,4952.0058,0.6880744,0.8361338,5763.0067,0.1244259,85.6400498,4932.0058,0.4993478,0.0471661,10.1183581
"335","nd",2021-05-07,33.3669557,428.8285,2.2769909,2.324608,484.9566,1.0215127,59.2710222,423.8285,2.3865904,0,10.82869
"336","ne",2021-05-07,35.2795096,1166.7638,1.398913,0.5722857,1368.6997,0.1971092,77.7478784,1163.7638,1.2192635,0,12.4088574
"337","nh",2021-05-07,30.7397136,1084.7766,1.4009476,0.5478409,1246.7766,0.2332321,86.3216568,1092.7766,1.0394676,0.0313679,13.5716452
"338","nj",2021-05-07,39.8044799,3798.9991,0.79417,0.7809581,4495.9989,0.1385368,90.4498188,3810.9992,0.4760913,0.0128666,8.5862089
"339","nm",2021-05-07,41.1415088,1554.0864,1.2482659,0.853595,1766.44,0.2771176,90.066323,1542.1558,0.7616792,0,11.6025981
"340","nv",2021-05-07,43.9344025,1197.466,1.4342306,0.5699162,1416.466,0.2262048,87.2200342,1209.466,0.9600108,0.0091042,13.4031089
"341","ny",2021-05-07,41.7297,8061.0009,0.5492269,0.5740493,9490.001,0.0794951,91.6064307,8071.0008,0.3086545,0.0088654,11.0542765
"342","oh",2021-05-07,34.3928204,6455.0031,0.5912367,1.3018784,7439.0032,0.2527354,84.1131853,6463.0037,0.4547087,0.0012217,12.5773688
"343","ok",2021-05-07,42.238498,1984.9989,1.1086471,1.002175,2339.9988,0.2560007,70.9483922,1989.9989,1.0177238,0.043064,12.8886324
"344","or",2021-05-07,33.9783592,2945.0182,0.8727711,1.1747055,3325.4514,0.2582867,88.7197148,2930.0181,0.5844333,0,14.014288
"345","pa",2021-05-07,35.1216367,7188.003,0.5630321,0.8643989,8289.0033,0.1319516,85.3162238,7164.0027,0.4181738,0.0212331,10.9789507
"346","ri",2021-05-07,36.2831073,651.9915,1.8830357,0.2850743,745.99,0.1881754,92.2705249,649.992,1.0474963,0,12.7594129
"347","sc",2021-05-07,36.4014315,2952.0037,0.8855732,1.3173221,3489.0039,0.3231605,79.1119068,2949.0036,0.7485704,0.0164265,10.057323
"348","sd",2021-05-07,32.2977271,589.2964,1.9262857,1.3587215,672.2863,0.4246422,64.5589658,585.3045,1.9771542,0.0480075,10.3192698
