"","state","date","admission","maskwearing","delphi_samplesize","maskwearing_stderr","symptom","symptoms_stderr"
"5037","al",2021-08-04,283.8571429,43.0687159,3063.0871,0.8946986,NA,NA
"5038","ar",2021-08-04,169.4285714,47.7897815,2309.1867,1.0394791,NA,NA
"5039","az",2021-08-04,164,49.2115311,3981.6086,0.7922946,NA,NA
"5040","ca",2021-08-04,693.8571429,69.0306639,16549.9524,0.3594087,NA,NA
"5041","co",2021-08-04,76,29.9056925,3362.843,0.7895234,NA,NA
"5042","ct",2021-08-04,30.4285714,48.2880771,2539,0.9917083,NA,NA
"5043","dc",2021-08-04,5.2857143,60.4463138,317,2.746305,NA,NA
"5044","de",2021-08-04,7.2857143,40.218724,753.0073,1.7868872,NA,NA
"5045","fl",2021-08-04,1922.1428571,55.0135797,13615,0.4263506,NA,NA
"5046","ga",2021-08-04,456,48.3791052,4789.9486,0.7220649,NA,NA
"5047","hi",2021-08-04,22.2857143,85.8183723,759,1.2662874,NA,NA
"5048","ia",2021-08-04,41,22.1531108,2477.4917,0.8343185,NA,NA
"5049","id",2021-08-04,25.7142857,23.8554771,1309.0651,1.177966,NA,NA
"5050","il",2021-08-04,167.7142857,44.1555453,7353.0011,0.5790957,NA,NA
"5051","in",2021-08-04,122.5714286,30.8558391,3915.0021,0.7382109,NA,NA
"5052","ks",2021-08-04,72.8571429,33.2387153,2088.9141,1.0306808,NA,NA
"5053","ky",2021-08-04,226.1428571,34.9879365,2913.1291,0.8836418,NA,NA
"5054","la",2021-08-04,384.8571429,55.6838039,3438.3678,0.847168,NA,NA
"5055","ma",2021-08-04,41.1428571,39.3731666,3297.007,0.8508886,NA,NA
"5056","md",2021-08-04,49.2857143,54.9417843,2790.9909,0.941801,NA,NA
"5057","me",2021-08-04,7.7142857,30.4162464,1230,1.3117594,NA,NA
"5058","mi",2021-08-04,68.4285714,31.2241473,6747.9943,0.5641258,NA,NA
"5059","mn",2021-08-04,33.8571429,22.6429614,3039.0844,0.7591807,NA,NA
"5060","mo",2021-08-04,252.5714286,45.1415124,4048.6035,0.7820911,NA,NA
"5061","ms",2021-08-04,146.7142857,48.5930533,1886.5995,1.1506895,NA,NA
"5062","mt",2021-08-04,28.5714286,19.226026,817.3389,1.3784131,NA,NA
"5063","nc",2021-08-04,192.2857143,43.8085068,6034.0067,0.6387216,NA,NA
"5064","nd",2021-08-04,3.5714286,15.779548,462.5406,1.6950446,NA,NA
"5065","ne",2021-08-04,20.2857143,24.4988462,1339.5372,1.1750929,NA,NA
"5066","nh",2021-08-04,4.4285714,29.3827665,1038,1.413849,NA,NA
"5067","nj",2021-08-04,85.1428571,51.3704605,3921.9989,0.7980922,NA,NA
"5068","nm",2021-08-04,30,48.4744493,1633.6025,1.2365013,NA,NA
"5069","nv",2021-08-04,127.7142857,64.8590589,1568.6185,1.205406,NA,NA
"5070","ny",2021-08-04,158.5714286,49.6907504,8218.0003,0.551542,NA,NA
"5071","oh",2021-08-04,140.7142857,25.4875306,6860.0002,0.5261581,NA,NA
"5072","ok",2021-08-04,213.1428571,37.6034761,2731.1119,0.926882,NA,NA
"5073","or",2021-08-04,50.2857143,41.5667031,3065.4598,0.8901336,NA,NA
"5074","pa",2021-08-04,86.8571429,31.8574277,7412.0032,0.5411863,NA,NA
"5075","pr",2021-08-04,21.2857143,NA,NA,NA,NA,NA
"5076","ri",2021-08-04,3.5714286,36.2270269,690.993,1.8285122,NA,NA
"5077","sc",2021-08-04,141.7142857,41.3565074,3543.0027,0.827363,NA,NA
"5078","sd",2021-08-04,6.8571429,17.1677133,633.7468,1.4979529,NA,NA
"5079","tn",2021-08-04,190.2857143,36.7003147,4020.863,0.7601093,NA,NA
"5080","tx",2021-08-04,1236.4285714,52.7093912,13392.9104,0.4314137,NA,NA
"5081","ut",2021-08-04,58,25.4842642,1762.0579,1.0381257,NA,NA
"5082","va",2021-08-04,82.1428571,46.6075897,5121.6023,0.697052,NA,NA
"5083","vi",2021-08-04,0.8571429,NA,NA,NA,NA,NA
"5084","vt",2021-08-04,1.1428571,24.7295453,539.0012,1.8583413,NA,NA
"5085","wa",2021-08-04,87.1428571,49.1536167,4760.9679,0.7245363,NA,NA
"5086","wi",2021-08-04,77.1428571,24.0029361,3687.0034,0.7033862,NA,NA
"5087","wv",2021-08-04,28.1428571,30.2363712,1372.0045,1.2399426,NA,NA
"5088","wy",2021-08-04,15,21.4254565,405.9838,2.0363462,NA,NA
"5089","ak",2021-08-05,12,46.3302475,518,2.1909488,NA,NA
"5090","al",2021-08-05,289.7142857,44.0791078,3090.0849,0.8931373,NA,NA
"5091","ar",2021-08-05,168.8571429,49.5640659,2279.2,1.0472787,NA,NA
"5092","az",2021-08-05,164.2857143,50.9163794,4034.6779,0.7870324,NA,NA
"5093","ca",2021-08-05,715.8571429,69.500825,16523.839,0.3581653,NA,NA
"5094","co",2021-08-05,79.2857143,30.3745639,3349.7792,0.7945677,NA,NA
"5095","ct",2021-08-05,32,48.6499947,2600,0.9802232,NA,NA
"5096","dc",2021-08-05,6.7142857,63.6621259,322,2.6803554,NA,NA
"5097","de",2021-08-05,8.2857143,44.7254764,758,1.8059486,NA,NA
"5098","fl",2021-08-05,1979.4285714,56.5616077,13800,0.4219473,NA,NA
"5099","ga",2021-08-05,468.7142857,49.752827,4883.9509,0.7154496,NA,NA
"5100","hi",2021-08-05,26,83.7935672,789,1.3119297,NA,NA
"5101","ia",2021-08-05,42.8571429,23.2476785,2547.2433,0.8369516,NA,NA
"5102","id",2021-08-05,27.2857143,25.0350133,1318.075,1.1932545,NA,NA
"5103","il",2021-08-05,175.4285714,44.4093835,7387.0008,0.5781014,NA,NA
"5104","in",2021-08-05,130.8571429,32.1364648,3999.0021,0.7384847,NA,NA
"5105","ks",2021-08-05,75.2857143,34.0664807,2094.9142,1.0354608,NA,NA
"5106","ky",2021-08-05,237.4285714,35.8303092,2909.8141,0.8889097,NA,NA
"5107","la",2021-08-05,404.2857143,58.19763,3451.3681,0.8395711,NA,NA
"5108","ma",2021-08-05,41.7142857,41.1343066,3303.0055,0.8562066,NA,NA
"5109","md",2021-08-05,51.8571429,55.7543033,2775.9983,0.9426818,NA,NA
"5110","me",2021-08-05,7.7142857,29.8920593,1265,1.2871118,NA,NA
"5111","mi",2021-08-05,74.8571429,32.1083143,6731.9954,0.5690431,NA,NA
"5112","mn",2021-08-05,35,23.4570667,3080.2055,0.7634833,NA,NA
"5113","mo",2021-08-05,252.5714286,47.2747479,4027.5845,0.7866863,NA,NA
"5114","ms",2021-08-05,154.4285714,50.0495902,1933.3786,1.1371332,NA,NA
"5115","mt",2021-08-05,29.2857143,21.2415801,808.3272,1.4386273,NA,NA
"5116","nc",2021-08-05,201,44.6641398,6140.0062,0.6344515,NA,NA
"5117","nd",2021-08-05,4.4285714,17.3678556,455.6055,1.7748152,NA,NA
"5118","ne",2021-08-05,21,26.1054873,1362.4709,1.1898943,NA,NA
"5119","nh",2021-08-05,5,30.1395395,1016,1.4395845,NA,NA
"5120","nj",2021-08-05,89.7142857,52.8692126,3970.9988,0.7921436,NA,NA
"5121","nm",2021-08-05,31,49.7099273,1616.559,1.2435605,NA,NA
"5122","nv",2021-08-05,129.8571429,67.4553483,1574.7319,1.180714,NA,NA
"5123","ny",2021-08-05,168.4285714,50.1543581,8292.0003,0.5490834,NA,NA
"5124","oh",2021-08-05,145.7142857,26.2281352,6906.0011,0.5293169,NA,NA
"5125","ok",2021-08-05,218.7142857,38.6553707,2775.1123,0.9243851,NA,NA
"5126","or",2021-08-05,56.8571429,42.2033269,3027.4615,0.8976054,NA,NA
"5127","pa",2021-08-05,93.7142857,31.5821288,7435.0034,0.5390945,NA,NA
"5128","pr",2021-08-05,23.4285714,NA,NA,NA,NA,NA
"5129","ri",2021-08-05,4.1428571,36.6812315,694.9945,1.8280897,NA,NA
"5130","sc",2021-08-05,146.4285714,42.3725144,3591.0029,0.8246109,NA,NA
"5131","sd",2021-08-05,7.5714286,18.3925366,612.8731,1.56495,NA,NA
"5132","tn",2021-08-05,203.7142857,37.2505243,4080.167,0.7568891,NA,NA
"5133","tx",2021-08-05,1285.5714286,53.9543763,13638.9147,0.4267933,NA,NA
"5134","ut",2021-08-05,60.5714286,26.3024671,1745.0918,1.0539393,NA,NA
"5135","va",2021-08-05,83.1428571,47.1591316,5193.3334,0.6926993,NA,NA
"5136","vi",2021-08-05,1.1428571,NA,NA,NA,NA,NA
"5137","vt",2021-08-05,1.4285714,24.9302049,548.0011,1.8480122,NA,NA
"5138","wa",2021-08-05,88.7142857,50.8808855,4786.9658,0.7225575,NA,NA
"5139","wi",2021-08-05,83.8571429,24.8627817,3725.0033,0.7081725,NA,NA
"5140","wv",2021-08-05,30.2857143,30.1143208,1382.0539,1.2340085,NA,NA
"5141","wy",2021-08-05,16.1428571,23.3310852,404.995,2.1016108,NA,NA
"5142","ak",2021-08-06,12.1428571,47.6516269,530,2.1694644,NA,NA
"5143","al",2021-08-06,296,45.2527187,3145.0892,0.8875384,NA,NA
"5144","ar",2021-08-06,169.4285714,49.7483415,2310.2296,1.0402481,NA,NA
"5145","az",2021-08-06,164,51.5591424,4095.4491,0.7809226,NA,NA
"5146","ca",2021-08-06,744.7142857,70.3514475,16791.755,0.3524441,NA,NA
"5147","co",2021-08-06,82.8571429,31.7651502,3362.81,0.8028371,NA,NA
"5148","ct",2021-08-06,32.2857143,50.7242648,2607,0.9791606,NA,NA
"5149","dc",2021-08-06,6.7142857,65.5493015,322,2.6482264,NA,NA
"5150","de",2021-08-06,9.2857143,46.8859591,783,1.7833853,NA,NA
"5151","fl",2021-08-06,2038.2857143,56.9693429,14030.9996,0.4179894,NA,NA
"5152","ga",2021-08-06,489,50.9399427,5003.9519,0.7067026,NA,NA
"5153","hi",2021-08-06,29.8571429,83.0735483,806,1.3208297,NA,NA
"5154","ia",2021-08-06,45.7142857,24.5833251,2616.2427,0.8418118,NA,NA
"5155","id",2021-08-06,28.5714286,23.6604857,1318.085,1.170617,NA,NA
"5156","il",2021-08-06,179.8571429,44.7882138,7527.0007,0.5731744,NA,NA
"5157","in",2021-08-06,136.4285714,32.9281733,4122.0049,0.7319807,NA,NA
"5158","ks",2021-08-06,81.7142857,34.8746221,2105.0007,1.0387326,NA,NA
"5159","ky",2021-08-06,246,36.2885814,2945.1142,0.886018,NA,NA
"5160","la",2021-08-06,412.1428571,60.2499562,3500.3684,0.8271615,NA,NA
"5161","ma",2021-08-06,43.5714286,42.3299216,3299.006,0.8602159,NA,NA
"5162","md",2021-08-06,54.5714286,56.9057494,2838.9983,0.9294054,NA,NA
"5163","me",2021-08-06,8,29.8467127,1259,1.289613,NA,NA
"5164","mi",2021-08-06,81.5714286,32.7590174,6860.9962,0.566616,NA,NA
"5165","mn",2021-08-06,36.1428571,24.9616633,3154.2051,0.7706078,NA,NA
"5166","mo",2021-08-06,243.2857143,48.3987915,4116.5778,0.7788952,NA,NA
"5167","ms",2021-08-06,158.7142857,51.3023496,1996.4194,1.1186565,NA,NA
"5168","mt",2021-08-06,28.5714286,19.4644868,878.3351,1.3359342,NA,NA
"5169","nc",2021-08-06,208.5714286,46.0338801,6294.0069,0.6282547,NA,NA
"5170","nd",2021-08-06,4.7142857,18.9206773,470.6039,1.8054923,NA,NA
"5171","ne",2021-08-06,21.8571429,25.8900183,1363.736,1.1861494,NA,NA
"5172","nh",2021-08-06,5.4285714,30.7784713,1061,1.4170541,NA,NA
"5173","nj",2021-08-06,89.8571429,53.8692641,4033.9986,0.7848702,NA,NA
"5174","nm",2021-08-06,33.1428571,50.7814307,1662.7556,1.2260347,NA,NA
"5175","nv",2021-08-06,129.8571429,71.2772715,1583.8159,1.136936,NA,NA
"5176","ny",2021-08-06,183.8571429,50.6093914,8414.9996,0.5450178,NA,NA
"5177","oh",2021-08-06,152.2857143,27.0834514,7030.9984,0.5299764,NA,NA
"5178","ok",2021-08-06,227.7142857,39.1193606,2815.0545,0.9197972,NA,NA
"5179","or",2021-08-06,61.7142857,44.2013144,3055.4589,0.8984447,NA,NA
"5180","pa",2021-08-06,99.2857143,31.7401829,7672.004,0.5314138,NA,NA
"5181","pr",2021-08-06,26.7142857,NA,NA,NA,NA,NA
"5182","ri",2021-08-06,5.4285714,39.3865097,699.994,1.8467633,NA,NA
"5183","sc",2021-08-06,153.8571429,43.8163276,3713.0034,0.8142549,NA,NA
"5184","sd",2021-08-06,7.4285714,20.3883741,596.5529,1.6495104,NA,NA
"5185","tn",2021-08-06,209.8571429,38.9612499,4168.867,0.7552839,NA,NA
"5186","tx",2021-08-06,1343.2857143,54.8031179,13881.8938,0.4224084,NA,NA
"5187","ut",2021-08-06,61.7142857,27.002672,1772.0942,1.0546624,NA,NA
"5188","va",2021-08-06,84.4285714,47.8955969,5253.699,0.6892113,NA,NA
"5189","vi",2021-08-06,1,NA,NA,NA,NA,NA
"5190","vt",2021-08-06,1.4285714,25.1179145,539.0009,1.8680393,NA,NA
"5191","wa",2021-08-06,89.4285714,51.5787113,4877.9682,0.71554,NA,NA
"5192","wi",2021-08-06,87.5714286,25.0632441,3766.0047,0.7061967,NA,NA
"5193","wv",2021-08-06,33.5714286,31.2937553,1404.0542,1.2374709,NA,NA
"5194","wy",2021-08-06,16.8571429,22.6036979,410.0013,2.0656524,NA,NA
"5195","ak",2021-08-07,12.7142857,48.5340628,559,2.1138656,NA,NA
"5196","al",2021-08-07,302.5714286,47.6344764,3255.0915,0.8753905,NA,NA
"5197","ar",2021-08-07,174.7142857,50.668558,2357.6764,1.0296487,NA,NA
"5198","az",2021-08-07,165,51.7905038,4165.2951,0.7742273,NA,NA
"5199","ca",2021-08-07,782.2857143,70.8667806,17190.8777,0.3465505,NA,NA
"5200","co",2021-08-07,85.8571429,32.2394002,3456.7802,0.7949617,NA,NA
"5201","ct",2021-08-07,34.8571429,52.395885,2702,0.9607893,NA,NA
"5202","dc",2021-08-07,6.7142857,66.6724161,318,2.6433913,NA,NA
"5203","de",2021-08-07,10.2857143,46.7149375,781,1.7852749,NA,NA
"5204","fl",2021-08-07,2080.1428571,58.2025406,14376.9993,0.4113503,NA,NA
"5205","ga",2021-08-07,510.7142857,51.8720141,5230.9492,0.6908363,NA,NA
"5206","hi",2021-08-07,33.1428571,82.0070262,823,1.3389892,NA,NA
"5207","ia",2021-08-07,46.4285714,25.6909495,2648.1319,0.8490654,NA,NA
"5208","id",2021-08-07,30.8571429,25.2302824,1347.076,1.18339,NA,NA
"5209","il",2021-08-07,190.2857143,46.2769337,7692.0009,0.5685164,NA,NA
"5210","in",2021-08-07,142.4285714,33.7729905,4168.0083,0.7325513,NA,NA
"5211","ks",2021-08-07,84.4285714,36.148063,2154.0009,1.0351579,NA,NA
"5212","ky",2021-08-07,255.4285714,37.1242006,3044.8095,0.8755687,NA,NA
"5213","la",2021-08-07,429.8571429,60.9671386,3601.553,0.8128646,NA,NA
"5214","ma",2021-08-07,45.5714286,42.3867861,3377.007,0.8503747,NA,NA
"5215","md",2021-08-07,57.7142857,58.3084822,2934.9985,0.910093,NA,NA
"5216","me",2021-08-07,8.1428571,30.4680503,1286,1.2834946,NA,NA
"5217","mi",2021-08-07,84.7142857,32.8505195,7123.0048,0.5564944,NA,NA
"5218","mn",2021-08-07,37.7142857,25.7114046,3213.1935,0.7710021,NA,NA
"5219","mo",2021-08-07,246.4285714,48.9931318,4224.0149,0.7691645,NA,NA
"5220","ms",2021-08-07,162.8571429,53.347641,2077.6291,1.0944865,NA,NA
"5221","mt",2021-08-07,29,20.2510113,896.5804,1.3421199,NA,NA
"5222","nc",2021-08-07,218.8571429,46.7020919,6478.0092,0.6198726,NA,NA
"5223","nd",2021-08-07,5,19.1198315,457.3726,1.8387724,NA,NA
"5224","ne",2021-08-07,22.5714286,25.8862708,1423.6916,1.16085,NA,NA
"5225","nh",2021-08-07,6.5714286,30.4948261,1112,1.3806044,NA,NA
"5226","nj",2021-08-07,88.1428571,53.9775383,4165.9985,0.7722037,NA,NA
"5227","nm",2021-08-07,34.1428571,52.6997514,1680.8497,1.2177876,NA,NA
"5228","nv",2021-08-07,129.2857143,72.4667295,1600.6932,1.1164626,NA,NA
"5229","ny",2021-08-07,193.2857143,50.6404849,8621.9997,0.5384314,NA,NA
"5230","oh",2021-08-07,161.5714286,27.4924639,7277.9948,0.5233504,NA,NA
"5231","ok",2021-08-07,235.1428571,40.0312712,2902.0546,0.9095139,NA,NA
"5232","or",2021-08-07,66.4285714,44.8989224,3125.4625,0.8896944,NA,NA
"5233","pa",2021-08-07,105.8571429,32.2432327,7820.0041,0.5285574,NA,NA
"5234","pr",2021-08-07,28.4285714,NA,NA,NA,NA,NA
"5235","ri",2021-08-07,6.1428571,40.0487465,742.993,1.7976338,NA,NA
"5236","sc",2021-08-07,161.2857143,45.1208024,3817.0037,0.8054359,NA,NA
"5237","sd",2021-08-07,7.7142857,19.6910736,602.6476,1.6198876,NA,NA
"5238","tn",2021-08-07,222.5714286,39.5463169,4308.1717,0.7449342,NA,NA
"5239","tx",2021-08-07,1410.4285714,55.2421878,14374.8906,0.414732,NA,NA
"5240","ut",2021-08-07,61.1428571,27.7874731,1802.1817,1.0551921,NA,NA
"5241","va",2021-08-07,88.8571429,48.4634094,5380.1114,0.6813483,NA,NA
"5242","vi",2021-08-07,0.8571429,NA,NA,NA,NA,NA
"5243","vt",2021-08-07,2,26.2793835,558.0009,1.8633079,NA,NA
"5244","wa",2021-08-07,90,51.8128065,4977.9649,0.7082041,NA,NA
"5245","wi",2021-08-07,94.1428571,26.2189118,3926.996,0.7018586,NA,NA
"5246","wv",2021-08-07,36.5714286,32.8323234,1438.0544,1.2383497,NA,NA
"5247","wy",2021-08-07,15.7142857,23.9823834,421.0041,2.0809428,NA,NA
"5248","ak",2021-08-08,13.8571429,51.505402,580,2.0751958,NA,NA
"5249","al",2021-08-08,312.1428571,49.6613017,3387.0918,0.8591056,NA,NA
"5250","ar",2021-08-08,178,51.5153229,2425.935,1.0146842,NA,NA
"5251","az",2021-08-08,170.5714286,51.4313166,4265.8968,0.7652209,NA,NA
"5252","ca",2021-08-08,808.1428571,71.3889799,17478.9502,0.3418413,NA,NA
"5253","co",2021-08-08,90.5714286,32.7966082,3517.78,0.7915452,NA,NA
"5254","ct",2021-08-08,34,54.0367773,2766,0.9475974,NA,NA
"5255","dc",2021-08-08,7.5714286,69.1658397,333,2.5306948,NA,NA
"5256","de",2021-08-08,11.2857143,48.5070996,790,1.778127,NA,NA
"5257","fl",2021-08-08,2134.5714286,59.1558013,14673.9997,0.405779,NA,NA
"5258","ga",2021-08-08,533.2857143,52.8485101,5422.9427,0.6778703,NA,NA
"5259","hi",2021-08-08,34,83.0755844,839,1.2945313,NA,NA
"5260","ia",2021-08-08,47.8571429,26.1130224,2721.4263,0.8420042,NA,NA
"5261","id",2021-08-08,31.2857143,25.218043,1345.0758,1.1840791,NA,NA
"5262","il",2021-08-08,198.2857143,47.4367129,7923.0449,0.5609866,NA,NA
"5263","in",2021-08-08,149.5714286,34.1894809,4264.0086,0.7264151,NA,NA
"5264","ks",2021-08-08,85.5714286,37.0277883,2203.0283,1.0287938,NA,NA
"5265","ky",2021-08-08,270.2857143,38.1007688,3139.8098,0.8666781,NA,NA
"5266","la",2021-08-08,429.7142857,63.7349094,3679.3677,0.7925861,NA,NA
"5267","ma",2021-08-08,47.1428571,42.6163542,3482.007,0.8380451,NA,NA
"5268","md",2021-08-08,60.2857143,58.1848317,3011.9986,0.8987614,NA,NA
"5269","me",2021-08-08,8.8571429,30.5231323,1301,1.276721,NA,NA
"5270","mi",2021-08-08,88.4285714,33.1212469,7414.022,0.5466011,NA,NA
"5271","mn",2021-08-08,40.5714286,27.3693032,3343.0162,0.7711214,NA,NA
"5272","mo",2021-08-08,255.5714286,49.4157985,4301.8224,0.7622793,NA,NA
"5273","ms",2021-08-08,165.1428571,55.4530324,2167.9474,1.0674495,NA,NA
"5274","mt",2021-08-08,29,20.7390461,919.5798,1.3369936,NA,NA
"5275","nc",2021-08-08,231.2857143,46.8919804,6637.0086,0.6125523,NA,NA
"5276","nd",2021-08-08,5.4285714,16.3264626,473.5614,1.6984469,NA,NA
"5277","ne",2021-08-08,25,25.9116459,1440.7243,1.1543354,NA,NA
"5278","nh",2021-08-08,6.7142857,31.0437179,1136,1.3727284,NA,NA
"5279","nj",2021-08-08,87.8571429,54.3980151,4255.9984,0.7634536,NA,NA
"5280","nm",2021-08-08,35.7142857,54.5963685,1696.152,1.2089123,NA,NA
"5281","nv",2021-08-08,133,74.830411,1694.6206,1.0542434,NA,NA
"5282","ny",2021-08-08,208.1428571,51.0956936,8929.9994,0.5289809,NA,NA
"5283","oh",2021-08-08,162.7142857,27.9899264,7512.9939,0.5179538,NA,NA
"5284","ok",2021-08-08,246.7142857,40.4900699,3033.9971,0.8911717,NA,NA
"5285","or",2021-08-08,70.7142857,45.1503977,3211.4644,0.8781445,NA,NA
"5286","pa",2021-08-08,107.1428571,32.8710839,8028.0044,0.5242736,NA,NA
"5287","pr",2021-08-08,30.1428571,NA,NA,NA,NA,NA
"5288","ri",2021-08-08,6.8571429,39.3616354,776.993,1.7526765,NA,NA
"5289","sc",2021-08-08,165.8571429,45.6598774,3970.0039,0.7905552,NA,NA
"5290","sd",2021-08-08,9,20.8774556,627.4038,1.6226144,NA,NA
"5291","tn",2021-08-08,233.2857143,40.161649,4406.1721,0.7385244,NA,NA
"5292","tx",2021-08-08,1461.2857143,55.5050814,14864.8854,0.4076062,NA,NA
"5293","ut",2021-08-08,59.2857143,28.7234121,1824.2819,1.0593647,NA,NA
"5294","va",2021-08-08,91.8571429,48.7361266,5550.5896,0.670906,NA,NA
"5295","vi",2021-08-08,1,NA,NA,NA,NA,NA
"5296","vt",2021-08-08,2.2857143,27.6606061,574.001,1.8670758,NA,NA
"5297","wa",2021-08-08,94.7142857,52.7860227,5132.9625,0.6968041,NA,NA
"5298","wi",2021-08-08,99,27.0269994,4090.9798,0.6943307,NA,NA
"5299","wv",2021-08-08,36.2857143,33.6261161,1468.0547,1.2330079,NA,NA
"5300","wy",2021-08-08,16,24.6106579,446.0133,2.0395891,NA,NA
"5301","ak",2021-08-09,13.4285714,54.4717433,597,2.0381633,NA,NA
"5302","al",2021-08-09,321.8571429,51.0610707,3435.077,0.8529115,NA,NA
"5303","ar",2021-08-09,184.1428571,52.1066309,2429.1267,1.0135825,NA,NA
"5304","az",2021-08-09,174.4285714,52.2950805,4300.7131,0.761626,NA,NA
"5305","ca",2021-08-09,838.7142857,72.3698356,17681.9424,0.3362835,NA,NA
"5306","co",2021-08-09,91.2857143,32.8393159,3504.8438,0.7932686,NA,NA
"5307","ct",2021-08-09,33.5714286,55.2187599,2757,0.9470502,NA,NA
"5308","dc",2021-08-09,9.2857143,70.8428006,322,2.5327529,NA,NA
"5309","de",2021-08-09,12.8571429,49.6587639,788,1.7811348,NA,NA
"5310","fl",2021-08-09,2163.7142857,59.8185883,14852.0001,0.402289,NA,NA
"5311","ga",2021-08-09,550.2857143,54.307414,5534.9428,0.6695698,NA,NA
"5312","hi",2021-08-09,35.7142857,84.1400163,871,1.2377804,NA,NA
"5313","ia",2021-08-09,51,27.4506363,2827.2902,0.8392818,NA,NA
"5314","id",2021-08-09,35.5714286,26.1793153,1352.0762,1.1955496,NA,NA
"5315","il",2021-08-09,203,48.3885453,8054.0448,0.5568488,NA,NA
"5316","in",2021-08-09,159.4285714,34.6390945,4342.0113,0.7220991,NA,NA
"5317","ks",2021-08-09,89.2857143,38.2686545,2261.9706,1.0219532,NA,NA
"5318","ky",2021-08-09,288.2857143,39.2154471,3200.1197,0.8630622,NA,NA
"5319","la",2021-08-09,426,66.9547557,3745.1826,0.7686147,NA,NA
"5320","ma",2021-08-09,48.1428571,43.281076,3509.0075,0.8364132,NA,NA
"5321","md",2021-08-09,63.1428571,60.2403506,3036.9988,0.8880608,NA,NA
"5322","me",2021-08-09,9.1428571,30.5513351,1332,1.2621034,NA,NA
"5323","mi",2021-08-09,91.7142857,33.7297753,7558.0217,0.5438284,NA,NA
"5324","mn",2021-08-09,42.4285714,29.1779818,3407.9489,0.7786911,NA,NA
"5325","mo",2021-08-09,257.8571429,50.9326759,4339.9082,0.7588469,NA,NA
"5326","ms",2021-08-09,174.2857143,56.4081084,2186.2762,1.0605255,NA,NA
"5327","mt",2021-08-09,29.4285714,22.3477911,935.6482,1.3618771,NA,NA
"5328","nc",2021-08-09,244.7142857,48.1943734,6749.0091,0.6082283,NA,NA
"5329","nd",2021-08-09,5.1428571,16.5262649,474.4923,1.7050915,NA,NA
"5330","ne",2021-08-09,25.8571429,26.442164,1449.7274,1.1582966,NA,NA
"5331","nh",2021-08-09,7,32.6421272,1166,1.3732011,NA,NA
"5332","nj",2021-08-09,90.4285714,55.1602712,4324.9984,0.7562262,NA,NA
"5333","nm",2021-08-09,36.5714286,55.4242956,1746.3035,1.1894312,NA,NA
"5334","nv",2021-08-09,139.1428571,76.0014333,1705.6284,1.0340971,NA,NA
"5335","ny",2021-08-09,217.5714286,51.8782834,9154.9994,0.5221968,NA,NA
"5336","oh",2021-08-09,167.5714286,28.4910835,7582.9925,0.5183395,NA,NA
"5337","ok",2021-08-09,258.1428571,41.4755941,3107.0543,0.8838741,NA,NA
"5338","or",2021-08-09,76.5714286,46.3826618,3223.4642,0.8783529,NA,NA
"5339","pa",2021-08-09,114.5714286,33.2888017,8144.0047,0.5221911,NA,NA
"5340","pr",2021-08-09,30.1428571,NA,NA,NA,NA,NA
"5341","ri",2021-08-09,8.5714286,39.5790293,762.9925,1.7703791,NA,NA
"5342","sc",2021-08-09,170.8571429,46.3974128,4010.0029,0.7875306,NA,NA
"5343","sd",2021-08-09,10.1428571,20.4390933,602.5063,1.6428574,NA,NA
"5344","tn",2021-08-09,244.8571429,41.4701154,4528.8623,0.7320857,NA,NA
"5345","tx",2021-08-09,1502.5714286,56.3310788,15146.8876,0.402994,NA,NA
"5346","ut",2021-08-09,60,30.3668969,1777.2432,1.0907737,NA,NA
"5347","va",2021-08-09,95.5714286,49.1312797,5704.2155,0.6619215,NA,NA
"5348","vi",2021-08-09,1.2857143,NA,NA,NA,NA,NA
"5349","vt",2021-08-09,3.1428571,27.8109158,578.001,1.8637134,NA,NA
"5350","wa",2021-08-09,95.8571429,54.111999,5248.9624,0.687796,NA,NA
"5351","wi",2021-08-09,106.4285714,28.2769608,4177.9801,0.6967268,NA,NA
"5352","wv",2021-08-09,38.7142857,34.5637164,1515.0546,1.2218148,NA,NA
"5353","wy",2021-08-09,16.7142857,21.2361249,460.0241,1.9068252,NA,NA
"5354","ak",2021-08-10,14.2857143,53.3874391,614,2.0131996,NA,NA
"5355","al",2021-08-10,336.4285714,51.8691367,3516.0809,0.84263,NA,NA
"5356","ar",2021-08-10,194.5714286,53.7345674,2491.1266,0.9989811,NA,NA
"5357","az",2021-08-10,176.7142857,53.7480921,4361.5987,0.7549592,NA,NA
"5358","ca",2021-08-10,851.1428571,72.9773085,17770.8889,0.3331223,NA,NA
"5359","co",2021-08-10,90,33.3152587,3546.8436,0.7914324,NA,NA
"5360","ct",2021-08-10,35.1428571,56.5515192,2785,0.9392838,NA,NA
"5361","dc",2021-08-10,10.4285714,72.5522782,316,2.510355,NA,NA
"5362","de",2021-08-10,13.1428571,49.6153563,811,1.7556855,NA,NA
"5363","fl",2021-08-10,2199.4285714,60.6020193,15065.9999,0.3980903,NA,NA
"5364","ga",2021-08-10,572.1428571,55.1476712,5581.9391,0.665677,NA,NA
"5365","hi",2021-08-10,39.1428571,84.610087,871,1.2227005,NA,NA
"5366","ia",2021-08-10,53.2857143,28.8828899,2881.2539,0.8443385,NA,NA
"5367","id",2021-08-10,37.5714286,26.6152298,1355.0668,1.2005707,NA,NA
