"","state","date","admission","maskwearing","delphi_samplesize","maskwearing_stderr","symptom","symptoms_stderr"
"18186","va",2022-04-04,29.4285714,44.1049011,2768.1757,0.9436989,NA,NA
"18187","vi",2022-04-04,0,NA,NA,NA,NA,NA
"18188","vt",2022-04-04,5,41.6352158,369.0007,2.5662104,NA,NA
"18189","wa",2022-04-04,26,42.447957,2737.9787,0.9445909,NA,NA
"18190","wi",2022-04-04,25.5714286,24.7640586,2132.984,0.9346086,NA,NA
"18191","wv",2022-04-04,15.2857143,30.589611,859.1018,1.5720882,NA,NA
"18192","wy",2022-04-04,2.5714286,9.9107429,243.8779,1.9133895,NA,NA
"18193","ak",2022-04-05,5,37.0335912,300,2.7879935,NA,NA
"18194","al",2022-04-05,17.2857143,27.3630196,1494.0368,1.1534008,NA,NA
"18195","ar",2022-04-05,23,28.014469,991.8174,1.4259291,NA,NA
"18196","as",2022-04-05,2.8571429,NA,NA,NA,NA,NA
"18197","az",2022-04-05,52,36.2872605,1991.601,1.07743,NA,NA
"18198","ca",2022-04-05,137.5714286,53.5820835,8517.2524,0.5403845,NA,NA
"18199","co",2022-04-05,15.4285714,26.3718894,1905.9075,1.0093494,NA,NA
"18200","ct",2022-04-05,23.8571429,46.5322901,1410,1.3283528,NA,NA
"18201","dc",2022-04-05,3.5714286,51.103481,152,4.0545477,NA,NA
"18202","de",2022-04-05,5,37.7660841,421,2.3627811,NA,NA
"18203","fl",2022-04-05,120.8571429,31.8252896,6695.9995,0.5692331,NA,NA
"18204","ga",2022-04-05,40.4285714,39.6517107,2448.9733,0.988488,NA,NA
"18205","hi",2022-04-05,7.2857143,59.0961769,367,2.5664252,NA,NA
"18206","ia",2022-04-05,12.8571429,22.3084864,1368.9061,1.1252137,NA,NA
"18207","id",2022-04-05,3.4285714,16.5931311,687.1414,1.4191948,NA,NA
"18208","il",2022-04-05,64.4285714,38.4243908,3941.9999,0.7747285,NA,NA
"18209","in",2022-04-05,20.2857143,25.1530479,2294.0032,0.9059106,NA,NA
"18210","ks",2022-04-05,15.7142857,23.21172,1106.0284,1.269457,NA,NA
"18211","ky",2022-04-05,29.2857143,28.2034717,1532.4422,1.1495052,NA,NA
"18212","la",2022-04-05,17.2857143,31.6606184,1248.1851,1.3166057,NA,NA
"18213","ma",2022-04-05,36.7142857,40.6197422,1881.0045,1.1323866,NA,NA
"18214","md",2022-04-05,22.8571429,47.5928009,1585.999,1.2540494,NA,NA
"18215","me",2022-04-05,9.2857143,37.1073037,796,1.712274,NA,NA
"18216","mi",2022-04-05,53.1428571,32.5946261,4213.0326,0.7221424,NA,NA
"18217","mn",2022-04-05,23.8571429,29.5692974,1790.0762,1.0786133,NA,NA
"18218","mo",2022-04-05,27.1428571,24.6865321,1981.0802,0.9687581,NA,NA
"18219","ms",2022-04-05,3.8571429,30.2118235,831.8356,1.5920644,NA,NA
"18220","mt",2022-04-05,3,20.5051252,490.8262,1.8223715,NA,NA
"18221","nc",2022-04-05,35,37.796219,3205.0043,0.856482,NA,NA
"18222","nd",2022-04-05,3,14.5384615,262.2162,2.1767814,NA,NA
"18223","ne",2022-04-05,6.4285714,19.7063916,722.1359,1.4802483,NA,NA
"18224","nh",2022-04-05,7.7142857,32.3627663,669,1.8088505,NA,NA
"18225","nj",2022-04-05,48.7142857,44.2641901,2103.9987,1.0828559,NA,NA
"18226","nm",2022-04-05,7.1428571,42.0131262,873.4808,1.6700546,NA,NA
"18227","nv",2022-04-05,12.4285714,33.9166119,833.7429,1.639594,NA,NA
"18228","ny",2022-04-05,140.4285714,45.7634725,5062.0011,0.7002358,NA,NA
"18229","oh",2022-04-05,42.1428571,23.8981282,3861.9985,0.6862361,NA,NA
"18230","ok",2022-04-05,14.8571429,24.2706607,1169.757,1.2535021,NA,NA
"18231","or",2022-04-05,13.1428571,33.8000298,1655.0213,1.1627481,NA,NA
"18232","pa",2022-04-05,47.5714286,30.9941482,4309.0022,0.7045218,NA,NA
"18233","pr",2022-04-05,8.4285714,NA,NA,NA,NA,NA
"18234","ri",2022-04-05,4.8571429,40.0702352,344.9955,2.6383081,NA,NA
"18235","sc",2022-04-05,11,29.6579424,1819.0023,1.0709308,NA,NA
"18236","sd",2022-04-05,4.4285714,23.6594652,356.6897,2.2502708,NA,NA
"18237","tn",2022-04-05,15,28.7177504,2095.5498,0.988364,NA,NA
"18238","tx",2022-04-05,136.2857143,36.8197804,6281.2497,0.6085666,NA,NA
"18239","ut",2022-04-05,11,21.7167627,961.0143,1.3300471,NA,NA
"18240","va",2022-04-05,27.5714286,42.7235911,2757.6872,0.9419964,NA,NA
"18241","vi",2022-04-05,0,NA,NA,NA,NA,NA
"18242","vt",2022-04-05,5.4285714,39.2771674,369.0004,2.5423344,NA,NA
"18243","wa",2022-04-05,26,41.8993892,2743.9833,0.9418971,NA,NA
"18244","wi",2022-04-05,24.5714286,24.6152561,2138.9668,0.9314121,NA,NA
"18245","wv",2022-04-05,12.8571429,31.7817443,850.1015,1.5969958,NA,NA
"18246","wy",2022-04-05,2.7142857,12.1074364,255.8842,2.0392968,NA,NA
"18247","ak",2022-04-06,5.2857143,36.7449916,283,2.8658491,NA,NA
"18248","al",2022-04-06,18.4285714,27.7784162,1528.0401,1.1458292,NA,NA
"18249","ar",2022-04-06,22.7142857,29.522788,965.8175,1.4677615,NA,NA
"18250","as",2022-04-06,2.4285714,NA,NA,NA,NA,NA
"18251","az",2022-04-06,58,35.2597427,1960.601,1.0790266,NA,NA
"18252","ca",2022-04-06,139.1428571,53.0387646,8413.2621,0.5441069,NA,NA
"18253","co",2022-04-06,14.5714286,25.7070235,1839.9083,1.0188299,NA,NA
"18254","ct",2022-04-06,25,46.7335645,1398,1.3344051,NA,NA
"18255","dc",2022-04-06,3.8571429,49.6032659,136,4.2873297,NA,NA
"18256","de",2022-04-06,5.5714286,33.2863368,427,2.280481,NA,NA
"18257","fl",2022-04-06,118,32.1586549,6695.9996,0.5708059,NA,NA
"18258","ga",2022-04-06,38,39.5573976,2424.9702,0.9929611,NA,NA
"18259","hi",2022-04-06,7.1428571,58.5067234,366,2.5754387,NA,NA
"18260","ia",2022-04-06,12.1428571,22.4360046,1370.8732,1.1266894,NA,NA
"18261","id",2022-04-06,3.5714286,15.0435896,686.0466,1.364888,NA,NA
"18262","il",2022-04-06,65.1428571,38.555838,3923.9994,0.7769998,NA,NA
"18263","in",2022-04-06,19.1428571,24.9912678,2255.9998,0.9115501,NA,NA
"18264","ks",2022-04-06,14.8571429,25.1376024,1106.0289,1.3043993,NA,NA
"18265","ky",2022-04-06,28,28.4880339,1567.7568,1.1399381,NA,NA
"18266","la",2022-04-06,16.4285714,30.4864676,1237.1852,1.3087927,NA,NA
"18267","ma",2022-04-06,38,39.5677762,1913.0035,1.118014,NA,NA
"18268","md",2022-04-06,24.5714286,47.5649939,1603.9989,1.2469595,NA,NA
"18269","me",2022-04-06,9.8571429,36.4437532,783,1.7199261,NA,NA
"18270","mi",2022-04-06,54.5714286,31.5253737,4206.0241,0.7164058,NA,NA
"18271","mn",2022-04-06,24.1428571,30.3342221,1785.0134,1.0880665,NA,NA
"18272","mo",2022-04-06,27.8571429,24.6524582,1927.0799,0.9817814,NA,NA
"18273","ms",2022-04-06,2.8571429,27.2865445,816.8356,1.558527,NA,NA
"18274","mt",2022-04-06,3.5714286,19.6472347,487.8173,1.7989642,NA,NA
"18275","nc",2022-04-06,34.4285714,37.9675068,3199.0039,0.8580415,NA,NA
"18276","nd",2022-04-06,2.7142857,15.7212041,263.2345,2.2435237,NA,NA
"18277","ne",2022-04-06,5.8571429,19.7208945,719.1996,1.4836787,NA,NA
"18278","nh",2022-04-06,8.2857143,29.9054412,659,1.7835059,NA,NA
"18279","nj",2022-04-06,52,44.5365559,2079.999,1.0897583,NA,NA
"18280","nm",2022-04-06,6.7142857,42.1636725,869.4807,1.6747099,NA,NA
"18281","nv",2022-04-06,12.5714286,32.2347953,839.7332,1.6128544,NA,NA
"18282","ny",2022-04-06,147.5714286,45.766676,5097.0007,0.6978313,NA,NA
"18283","oh",2022-04-06,39.5714286,24.008492,3858.0014,0.6876759,NA,NA
"18284","ok",2022-04-06,14.1428571,24.2857612,1157.757,1.2602478,NA,NA
"18285","or",2022-04-06,13.7142857,33.6572549,1602.018,1.1805989,NA,NA
"18286","pa",2022-04-06,47.2857143,30.0804914,4307.0023,0.6988019,NA,NA
"18287","pr",2022-04-06,8.1428571,NA,NA,NA,NA,NA
"18288","ri",2022-04-06,5.2857143,39.5162103,340.9965,2.6474769,NA,NA
"18289","sc",2022-04-06,10.8571429,28.145704,1805.0022,1.0585066,NA,NA
"18290","sd",2022-04-06,4.2857143,22.4167396,346.6879,2.239757,NA,NA
"18291","tn",2022-04-06,13.5714286,28.7651722,2097.2349,0.9884533,NA,NA
"18292","tx",2022-04-06,130.8571429,36.9744475,6142.2498,0.61595,NA,NA
"18293","ut",2022-04-06,10.8571429,21.21632,958.0143,1.3208916,NA,NA
"18294","va",2022-04-06,29,41.7247114,2752.013,0.9399693,NA,NA
"18295","vi",2022-04-06,0.1428571,NA,NA,NA,NA,NA
"18296","vt",2022-04-06,6,38.7164238,367.0004,2.5426489,NA,NA
"18297","wa",2022-04-06,25.2857143,41.5954009,2765.9867,0.937176,NA,NA
"18298","wi",2022-04-06,23.4285714,25.2540816,2085.9755,0.9512725,NA,NA
"18299","wv",2022-04-06,12.7142857,29.4424563,838.0521,1.5744296,NA,NA
"18300","wy",2022-04-06,2.7142857,12.3608612,259.0019,2.0451348,NA,NA
"18301","ak",2022-04-07,5.5714286,39.9199223,283,2.9111653,NA,NA
"18302","al",2022-04-07,17.2857143,27.6036064,1562.0471,1.1310826,NA,NA
"18303","ar",2022-04-07,23.2857143,29.1013327,962.0023,1.4644934,NA,NA
"18304","as",2022-04-07,1.7142857,NA,NA,NA,NA,NA
"18305","az",2022-04-07,62.8571429,35.847377,1968.3864,1.0808881,NA,NA
"18306","ca",2022-04-07,139,52.2489202,8255.2719,0.5497492,NA,NA
"18307","co",2022-04-07,15.5714286,25.5106285,1858.8785,1.0110723,NA,NA
"18308","ct",2022-04-07,25.2857143,45.4220033,1390,1.3354712,NA,NA
"18309","dc",2022-04-07,4.4285714,53.2822473,142,4.1868564,NA,NA
"18310","de",2022-04-07,5.4285714,35.2167808,436,2.2875092,NA,NA
"18311","fl",2022-04-07,118.5714286,32.2551693,6615.9999,0.5746984,NA,NA
"18312","ga",2022-04-07,36.1428571,38.0263518,2440.9685,0.9825729,NA,NA
"18313","hi",2022-04-07,6.4285714,56.9564656,369,2.5775808,NA,NA
"18314","ia",2022-04-07,10.7142857,22.5394779,1358.8796,1.1335003,NA,NA
"18315","id",2022-04-07,3.7142857,14.8082947,699.0466,1.3433776,NA,NA
"18316","il",2022-04-07,66,38.4361186,3908.9994,0.7780365,NA,NA
"18317","in",2022-04-07,19.8571429,25.0906742,2265.0002,0.9109405,NA,NA
"18318","ks",2022-04-07,14,25.7756554,1115.0292,1.3098903,NA,NA
"18319","ky",2022-04-07,28,28.5526772,1574.7641,1.138174,NA,NA
"18320","la",2022-04-07,16.5714286,30.6707531,1220,1.3202025,NA,NA
"18321","ma",2022-04-07,39.5714286,38.4623153,1951.002,1.1014364,NA,NA
"18322","md",2022-04-07,24.8571429,48.7466906,1597.9991,1.2503893,NA,NA
"18323","me",2022-04-07,10.1428571,37.3188011,788,1.7229369,NA,NA
"18324","mi",2022-04-07,54.7142857,30.9236156,4202.0246,0.7129854,NA,NA
"18325","mn",2022-04-07,24.8571429,30.1927367,1802.0215,1.0814876,NA,NA
"18326","mo",2022-04-07,27.2857143,23.4363476,1911.0732,0.9689863,NA,NA
"18327","ms",2022-04-07,2.7142857,29.4606478,798.1789,1.6135661,NA,NA
"18328","mt",2022-04-07,3,18.6606421,472.8163,1.7917089,NA,NA
"18329","nc",2022-04-07,33.4285714,37.6841493,3136.0031,0.8653472,NA,NA
"18330","nd",2022-04-07,2.5714286,18.6629175,256.2316,2.433984,NA,NA
"18331","ne",2022-04-07,5.2857143,19.6314972,712.2015,1.488395,NA,NA
"18332","nh",2022-04-07,9.4285714,29.1092527,645,1.7886709,NA,NA
"18333","nj",2022-04-07,50.8571429,43.364753,2129.9991,1.0737969,NA,NA
"18334","nm",2022-04-07,6.2857143,40.5458416,838.6251,1.6954319,NA,NA
"18335","nv",2022-04-07,12.7142857,32.4017493,829.7235,1.6247452,NA,NA
"18336","ny",2022-04-07,152,46.7566396,5137.0004,0.6961448,NA,NA
"18337","oh",2022-04-07,41.8571429,23.6928955,3858.0017,0.6845582,NA,NA
"18338","ok",2022-04-07,13.7142857,24.9271856,1139.7569,1.281362,NA,NA
"18339","or",2022-04-07,15,33.2942027,1575.0181,1.1874719,NA,NA
"18340","pa",2022-04-07,47.2857143,29.9231129,4333.0025,0.6956589,NA,NA
"18341","pr",2022-04-07,7.8571429,NA,NA,NA,NA,NA
"18342","ri",2022-04-07,4.8571429,38.3173884,343.998,2.6212073,NA,NA
"18343","sc",2022-04-07,10.4285714,28.137307,1799.0014,1.0601743,NA,NA
"18344","sd",2022-04-07,4.1428571,20.1895146,338.6952,2.1811644,NA,NA
"18345","tn",2022-04-07,14.5714286,28.8121587,2142.2275,0.9784937,NA,NA
"18346","tx",2022-04-07,132.2857143,36.3421832,6039.2503,0.6189276,NA,NA
"18347","ut",2022-04-07,10.1428571,22.5205783,957.1097,1.3502124,NA,NA
"18348","va",2022-04-07,26.2857143,40.9278704,2744.4958,0.9385763,NA,NA
"18349","vi",2022-04-07,0.2857143,NA,NA,NA,NA,NA
"18350","vt",2022-04-07,6.7142857,39.298748,367.0004,2.5494994,NA,NA
"18351","wa",2022-04-07,27.2857143,40.5578736,2780.9865,0.9310764,NA,NA
"18352","wi",2022-04-07,25.2857143,24.9107252,2074.9765,0.9494575,NA,NA
"18353","wv",2022-04-07,11.2857143,30.4865623,828.1012,1.5997308,NA,NA
"18354","wy",2022-04-07,2.8571429,12.1668812,256.9935,2.0391901,NA,NA
"18355","ak",2022-04-08,5.1428571,37.9335448,294,2.8298702,NA,NA
"18356","al",2022-04-08,17.2857143,27.2267333,1530.0487,1.1379707,NA,NA
"18357","ar",2022-04-08,23.1428571,30.0192107,985.0021,1.4603955,NA,NA
"18358","as",2022-04-08,1.2857143,NA,NA,NA,NA,NA
"18359","az",2022-04-08,64.1428571,36.2624643,1912.5008,1.0993234,NA,NA
"18360","ca",2022-04-08,138.2857143,51.7598663,8314.1924,0.5480129,NA,NA
"18361","co",2022-04-08,15.4285714,25.7904237,1817.8797,1.0260692,NA,NA
"18362","ct",2022-04-08,25.7142857,45.2556774,1392,1.3340941,NA,NA
"18363","dc",2022-04-08,4.1428571,57.661554,150,4.0342704,NA,NA
"18364","de",2022-04-08,6.4285714,37.6316106,446,2.2939885,NA,NA
"18365","fl",2022-04-08,119.8571429,31.8829041,6673.9997,0.5704452,NA,NA
"18366","ga",2022-04-08,34.8571429,36.3535453,2489.9672,0.9639704,NA,NA
"18367","hi",2022-04-08,6.4285714,54.6571202,383,2.5437741,NA,NA
"18368","ia",2022-04-08,11.4285714,22.4534689,1390.7128,1.1189333,NA,NA
"18369","id",2022-04-08,3.4285714,14.156413,719.3194,1.2997794,NA,NA
"18370","il",2022-04-08,66.7142857,37.3827471,3997.9992,0.7651759,NA,NA
"18371","in",2022-04-08,20,24.5898334,2285.9997,0.9006471,NA,NA
"18372","ks",2022-04-08,15.1428571,25.4564751,1133.9995,1.293593,NA,NA
"18373","ky",2022-04-08,25.5714286,28.8633617,1564.0699,1.1457558,NA,NA
"18374","la",2022-04-08,15.7142857,31.092482,1214.0001,1.3284697,NA,NA
"18375","ma",2022-04-08,40,38.4086141,1984.001,1.0919515,NA,NA
"18376","md",2022-04-08,24.1428571,48.579594,1622.9991,1.2406108,NA,NA
"18377","me",2022-04-08,9.8571429,37.7819374,819,1.6941755,NA,NA
"18378","mi",2022-04-08,54.2857143,30.3640205,4234.0153,0.7066759,NA,NA
"18379","mn",2022-04-08,25.2857143,29.2073038,1780.0566,1.0777625,NA,NA
"18380","mo",2022-04-08,25.5714286,23.581992,1971.0732,0.9561735,NA,NA
"18381","ms",2022-04-08,2.4285714,29.9088249,833.3636,1.5860398,NA,NA
"18382","mt",2022-04-08,3.8571429,17.6922347,451.8145,1.7952778,NA,NA
"18383","nc",2022-04-08,33.8571429,36.7724349,3147.0032,0.8595395,NA,NA
"18384","nd",2022-04-08,2.1428571,19.8940844,252.194,2.5137779,NA,NA
"18385","ne",2022-04-08,4.7142857,19.1584669,704.8851,1.4823081,NA,NA
"18386","nh",2022-04-08,9.2857143,28.1093351,660,1.7498047,NA,NA
"18387","nj",2022-04-08,50.4285714,43.3749854,2147.9989,1.0693178,NA,NA
"18388","nm",2022-04-08,6.4285714,39.1376467,822.5107,1.7017703,NA,NA
"18389","nv",2022-04-08,11.5714286,34.1885085,831.5299,1.6449474,NA,NA
"18390","ny",2022-04-08,156.5714286,47.0458812,5178.0001,0.6936328,NA,NA
"18391","oh",2022-04-08,44.5714286,23.4245927,3896.0022,0.6785332,NA,NA
"18392","ok",2022-04-08,12.2857143,24.6538336,1121.9999,1.2866973,NA,NA
"18393","or",2022-04-08,14.8571429,32.1398814,1604.019,1.1660702,NA,NA
"18394","pa",2022-04-08,46.5714286,28.9770105,4350.0027,0.6878306,NA,NA
"18395","pr",2022-04-08,9.1428571,NA,NA,NA,NA,NA
"18396","ri",2022-04-08,4.8571429,38.6012892,338.999,2.644121,NA,NA
"18397","sc",2022-04-08,10.4285714,27.0433197,1786.0012,1.0510458,NA,NA
"18398","sd",2022-04-08,3.7142857,20.8266266,328.2184,2.2413908,NA,NA
"18399","tn",2022-04-08,14,27.7192391,2161.9118,0.9626824,NA,NA
"18400","tx",2022-04-08,128.4285714,35.9199095,6058.008,0.6164023,NA,NA
"18401","ut",2022-04-08,11.4285714,21.8349457,962.1073,1.3318969,NA,NA
"18402","va",2022-04-08,25.2857143,40.7517006,2813.7875,0.9263288,NA,NA
"18403","vi",2022-04-08,0.2857143,NA,NA,NA,NA,NA
"18404","vt",2022-04-08,6.7142857,38.8761376,351.0004,2.6019152,NA,NA
"18405","wa",2022-04-08,26.5714286,39.3935717,2755.9854,0.9307511,NA,NA
"18406","wi",2022-04-08,24.7142857,24.6538998,2129.9858,0.9338666,NA,NA
"18407","wv",2022-04-08,10.2857143,28.7666405,827.1011,1.5740082,NA,NA
"18408","wy",2022-04-08,2.7142857,16.0789494,257.9892,2.2869861,NA,NA
"18409","ak",2022-04-09,4.7142857,39.8104006,288,2.8844483,NA,NA
"18410","al",2022-04-09,16.8571429,27.2040313,1527.0544,1.1387884,NA,NA
"18411","ar",2022-04-09,22.1428571,28.2079695,984.9954,1.4338606,NA,NA
"18412","as",2022-04-09,1,NA,NA,NA,NA,NA
"18413","az",2022-04-09,67.8571429,37.1816106,1917.3864,1.1037042,NA,NA
"18414","ca",2022-04-09,139.7142857,51.4166274,8312.245,0.5481967,NA,NA
"18415","co",2022-04-09,15.7142857,25.4486024,1793.9096,1.0283941,NA,NA
"18416","ct",2022-04-09,27.1428571,45.4433907,1370,1.3452369,NA,NA
"18417","dc",2022-04-09,4,54.6609928,152,4.0378759,NA,NA
"18418","de",2022-04-09,7,39.0776131,440,2.3260879,NA,NA
"18419","fl",2022-04-09,122.7142857,31.6504933,6580.0002,0.5733832,NA,NA
"18420","ga",2022-04-09,36.1428571,35.8677466,2504.9623,0.958274,NA,NA
"18421","hi",2022-04-09,6.1428571,53.1896845,388,2.533195,NA,NA
"18422","ia",2022-04-09,11.2857143,21.2885281,1397.7878,1.0948918,NA,NA
"18423","id",2022-04-09,3.8571429,14.1297071,708.3194,1.3088006,NA,NA
"18424","il",2022-04-09,68,36.1915107,4010.9995,0.7587807,NA,NA
"18425","in",2022-04-09,21.1428571,23.9680855,2266.9995,0.8965797,NA,NA
"18426","ks",2022-04-09,16.2857143,24.0388287,1105.9426,1.2849499,NA,NA
"18427","ky",2022-04-09,23.5714286,28.2996446,1568.7634,1.1372931,NA,NA
"18428","la",2022-04-09,16,30.4358341,1196.9999,1.3299593,NA,NA
"18429","ma",2022-04-09,41.5714286,38.0545233,1971.0015,1.093615,NA,NA
"18430","md",2022-04-09,24.7142857,49.3192939,1658.9992,1.2274581,NA,NA
"18431","me",2022-04-09,10.1428571,36.7599749,815,1.6889034,NA,NA
"18432","mi",2022-04-09,54.4285714,30.0386836,4259.0159,0.702449,NA,NA
"18433","mn",2022-04-09,24.7142857,28.5271009,1795.0272,1.0657713,NA,NA
"18434","mo",2022-04-09,24.2857143,23.1230173,1958.005,0.9528258,NA,NA
"18435","ms",2022-04-09,2.5714286,30.4118089,817.0149,1.6094367,NA,NA
"18436","mt",2022-04-09,4,17.6078185,471.7986,1.7535472,NA,NA
"18437","nc",2022-04-09,34.8571429,36.1735551,3145.0036,0.8568116,NA,NA
"18438","nd",2022-04-09,2,21.7577404,264.2113,2.5383523,NA,NA
"18439","ne",2022-04-09,4.4285714,17.2144044,697.82,1.429064,NA,NA
"18440","nh",2022-04-09,9.4285714,29.7535696,647,1.7973371,NA,NA
"18441","nj",2022-04-09,49.7142857,45.07411,2181.9989,1.0651846,NA,NA
"18442","nm",2022-04-09,6.7142857,37.5358136,827.5995,1.6831714,NA,NA
"18443","nv",2022-04-09,11.4285714,33.9120506,789.4773,1.6848775,NA,NA
"18444","ny",2022-04-09,162.8571429,45.9584135,5160.9997,0.6937127,NA,NA
"18445","oh",2022-04-09,46.8571429,24.0346071,3995.0024,0.676033,NA,NA
"18446","ok",2022-04-09,12.7142857,25.0278401,1128.0574,1.289722,NA,NA
"18447","or",2022-04-09,15.7142857,31.9107173,1605.0212,1.1635024,NA,NA
"18448","pa",2022-04-09,47.7142857,29.3256676,4420.0028,0.6847681,NA,NA
"18449","pr",2022-04-09,10,NA,NA,NA,NA,NA
"18450","ri",2022-04-09,4.1428571,37.3911122,351.9985,2.5788838,NA,NA
"18451","sc",2022-04-09,10.2857143,27.4226472,1786.0013,1.0556364,NA,NA
"18452","sd",2022-04-09,3.7142857,19.4179812,330.302,2.1765343,NA,NA
"18453","tn",2022-04-09,13.7142857,27.390328,2184.2185,0.9542185,NA,NA
"18454","tx",2022-04-09,125,36.370139,6043.0035,0.6188374,NA,NA
"18455","ut",2022-04-09,11,22.1151415,962.1121,1.3380075,NA,NA
"18456","va",2022-04-09,24,39.7904704,2810.4101,0.9232882,NA,NA
"18457","vi",2022-04-09,0.4285714,NA,NA,NA,NA,NA
"18458","vt",2022-04-09,7.1428571,37.5059215,357.0005,2.5623293,NA,NA
"18459","wa",2022-04-09,27.8571429,39.9257357,2786.9831,0.9276914,NA,NA
"18460","wi",2022-04-09,24.4285714,25.1724895,2125.9865,0.9412684,NA,NA
"18461","wv",2022-04-09,9.4285714,29.4214711,838.0516,1.5741029,NA,NA
"18462","wy",2022-04-09,2.1428571,14.7125105,266.9939,2.1678807,NA,NA
"18463","ak",2022-04-10,4.7142857,42.1370622,301,2.8460932,NA,NA
"18464","al",2022-04-10,16.2857143,26.9119173,1536.0629,1.1315952,NA,NA
"18465","ar",2022-04-10,21.7142857,26.0111302,1005.9943,1.3831365,NA,NA
"18466","as",2022-04-10,0.4285714,NA,NA,NA,NA,NA
"18467","az",2022-04-10,65.4285714,36.9197638,1943.272,1.0947358,NA,NA
"18468","ca",2022-04-10,135.5714286,51.2267636,8337.6867,0.5474147,NA,NA
"18469","co",2022-04-10,16.1428571,25.3548139,1766.8502,1.0349783,NA,NA
"18470","ct",2022-04-10,25.2857143,44.4386507,1329,1.3630266,NA,NA
"18471","dc",2022-04-10,4,55.2490292,165,3.8709859,NA,NA
"18472","de",2022-04-10,6.7142857,39.5145714,424,2.3742207,NA,NA
"18473","fl",2022-04-10,125.1428571,32.1294876,6536.0002,0.5776123,NA,NA
"18474","ga",2022-04-10,36.5714286,35.2686597,2495.9545,0.9563865,NA,NA
"18475","hi",2022-04-10,6.7142857,54.2591009,377,2.5657715,NA,NA
"18476","ia",2022-04-10,11,21.0495665,1404.7128,1.0876898,NA,NA
"18477","id",2022-04-10,3.8571429,15.1733554,732.5836,1.3254958,NA,NA
"18478","il",2022-04-10,67.7142857,35.7970304,4006.9995,0.7573409,NA,NA
"18479","in",2022-04-10,23.8571429,22.8813463,2226.9998,0.8901443,NA,NA
"18480","ks",2022-04-10,15.4285714,23.1747395,1091.9427,1.2769078,NA,NA
"18481","ky",2022-04-10,23.2857143,27.8174571,1568.0777,1.131595,NA,NA
"18482","la",2022-04-10,15.5714286,29.302212,1204.9999,1.3111718,NA,NA
"18483","ma",2022-04-10,42.1428571,38.9811831,2005.0015,1.089186,NA,NA
"18484","md",2022-04-10,23.4285714,48.4935329,1652.9993,1.2292394,NA,NA
"18485","me",2022-04-10,10.1428571,35.7520557,833,1.6605717,NA,NA
"18486","mi",2022-04-10,55.4285714,29.7670441,4251.0151,0.7012809,NA,NA
"18487","mn",2022-04-10,24.7142857,28.0723732,1773.1056,1.0671369,NA,NA
"18488","mo",2022-04-10,23.1428571,22.2187153,1969.08,0.9368398,NA,NA
"18489","ms",2022-04-10,2.5714286,29.5283614,831.0515,1.5823877,NA,NA
"18490","mt",2022-04-10,3.7142857,16.3245901,466.6851,1.7108349,NA,NA
"18491","nc",2022-04-10,34.5714286,36.7790634,3236.0043,0.8476689,NA,NA
"18492","nd",2022-04-10,2.4285714,22.151579,260.3365,2.5737106,NA,NA
"18493","ne",2022-04-10,4.1428571,16.1625723,681.8883,1.4096704,NA,NA
"18494","nh",2022-04-10,9.8571429,29.9122959,640,1.8099051,NA,NA
"18495","nj",2022-04-10,52.7142857,45.3705341,2166.9991,1.069476,NA,NA
"18496","nm",2022-04-10,6.8571429,37.6927178,827.7735,1.6843889,NA,NA
"18497","nv",2022-04-10,10.7142857,32.6321922,778.1917,1.6807613,NA,NA
"18498","ny",2022-04-10,169.2857143,45.9235434,5098.9998,0.6978777,NA,NA
"18499","oh",2022-04-10,47,23.7039288,3988.0026,0.6734162,NA,NA
"18500","ok",2022-04-10,12.7142857,24.1987635,1116.0571,1.2820103,NA,NA
"18501","or",2022-04-10,17,32.3981348,1634.5933,1.1575359,NA,NA
"18502","pa",2022-04-10,48.1428571,28.6408929,4374.0028,0.6835629,NA,NA
"18503","pr",2022-04-10,9.5714286,NA,NA,NA,NA,NA
"18504","ri",2022-04-10,4,37.9605943,359.9985,2.5577022,NA,NA
"18505","sc",2022-04-10,10.7142857,26.8135762,1813.0012,1.0403838,NA,NA
"18506","sd",2022-04-10,3.2857143,19.7007687,335.1605,2.1725554,NA,NA
"18507","tn",2022-04-10,14,26.7059791,2154.9042,0.9530694,NA,NA
"18508","tx",2022-04-10,126,36.6059243,6088.0032,0.6173943,NA,NA
"18509","ut",2022-04-10,10.8571429,20.6435607,935.1145,1.3235824,NA,NA
"18510","va",2022-04-10,24,39.2190089,2779.9653,0.9260032,NA,NA
"18511","vi",2022-04-10,0.4285714,NA,NA,NA,NA,NA
"18512","vt",2022-04-10,7.4285714,35.8887257,342.0007,2.5937775,NA,NA
"18513","wa",2022-04-10,25.1428571,38.649109,2770.9821,0.925046,NA,NA
"18514","wi",2022-04-10,24.7142857,24.5117357,2159.9868,0.9255528,NA,NA
"18515","wv",2022-04-10,9.2857143,31.2819102,845.0512,1.5949265,NA,NA
"18516","wy",2022-04-10,1.7142857,15.641513,274.9835,2.1905363,NA,NA
"18517","ak",2022-04-11,4.4285714,43.772419,290,2.9132381,NA,NA
"18518","al",2022-04-11,15.7142857,27.3700476,1528.0655,1.1405772,NA,NA
"18519","ar",2022-04-11,22.1428571,26.4147243,1022.9942,1.3784211,NA,NA
"18520","as",2022-04-11,0,NA,NA,NA,NA,NA
