"","state","state_full","date","finances_prop","symptom_prop","maskwearing_prop","admission_prop","depression_prop"
"1987","WI","District of Columbia",2021-06-08,29.1249428,0.7850129,43.3112931,0,11.31535
"1988","WV","District of Columbia",2021-06-08,37.221235,0.517867,53.8964567,0,12.9074404
"1989","WY","District of Columbia",2021-06-08,31.5696729,1.566213,23.7455743,0.0490641,10.8006789
"1990","AK","District of Columbia",2021-06-09,31.1659066,1.3087812,53.4669923,0.1367693,9.632431
"1991","AL","District of Columbia",2021-06-09,37.4755382,0.9093792,47.9154546,0.066762,12.9073078
"1992","AR","District of Columbia",2021-06-09,40.7944286,1.0470896,46.9035738,0.0282837,14.6306864
"1993","AZ","District of Columbia",2021-06-09,37.0809166,1.2204821,59.7777713,0.0192493,11.2222494
"1994","CA","District of Columbia",2021-06-09,40.8416342,0.7019621,83.720113,0.0018144,11.488465
"1995","CO","District of Columbia",2021-06-09,32.0732502,0.6697106,47.7063591,0,11.7615807
"1996","CT","District of Columbia",2021-06-09,37.7176068,0.5698701,67.3016,0,10.4184331
"1997","DC","District of Columbia",2021-06-09,36.8644214,0.5869345,58.7549292,0,11.6136536
"1998","DE","District of Columbia",2021-06-09,34.8153428,0.8412475,62.0091006,0,12.4934389
"1999","FL","District of Columbia",2021-06-09,39.331772,0.9462848,58.6808679,0.0138037,9.3837674
"2000","GA","District of Columbia",2021-06-09,35.9011913,0.8430983,54.5291194,0.0120048,10.4319862
"2001","HI","District of Columbia",2021-06-09,35.5731644,0.1739817,87.370452,0,9.7388431
"2002","IA","District of Columbia",2021-06-09,29.0254965,0.8086615,34.6647608,0.0045157,10.5418128
"2003","ID","District of Columbia",2021-06-09,32.4384503,1.1337541,33.5719244,0.0078196,14.6290979
"2004","IL","District of Columbia",2021-06-09,35.4755697,0.8175759,62.7809982,0.0022698,10.2850625
"2005","IN","District of Columbia",2021-06-09,35.0703533,1.1459681,49.9761812,0.014804,13.0730191
"2006","KS","District of Columbia",2021-06-09,34.5424876,0.8307556,40.7764661,0,12.411477
"2007","KY","District of Columbia",2021-06-09,38.0632854,0.6592922,51.6674761,0.0095722,14.0933258
"2008","LA","District of Columbia",2021-06-09,44.0779437,1.0866217,48.4928282,0.0276777,14.4159141
"2009","MA","District of Columbia",2021-06-09,33.4925059,0.8194679,58.8489511,0,10.3859015
"2010","MD","District of Columbia",2021-06-09,37.3671458,0.6408677,72.3993298,0.002359,9.5537001
"2011","ME","District of Columbia",2021-06-09,33.6268833,0.5849862,45.2642048,0,10.5871124
"2012","MI","District of Columbia",2021-06-09,33.7518545,0.7173693,57.3288447,0,11.7331509
"2013","MN","District of Columbia",2021-06-09,26.8374183,0.4563302,40.3844828,0,11.5449717
"2014","MO","District of Columbia",2021-06-09,33.7585117,1.0830913,42.2868256,0.0139338,12.339359
"2015","MS","District of Columbia",2021-06-09,38.3697804,1.0298162,48.1185374,0.0529674,13.5040083
"2016","MT","District of Columbia",2021-06-09,38.63588,0.7992962,31.2182326,0,10.8927093
"2017","NC","District of Columbia",2021-06-09,34.3511363,0.8072271,53.0710306,0.0148237,8.4744996
"2018","ND","District of Columbia",2021-06-09,35.8168345,1.6349398,30.031631,0,9.1983678
"2019","NE","District of Columbia",2021-06-09,31.47614,0.7105607,33.1679841,0,9.9007196
"2020","NH","District of Columbia",2021-06-09,31.775528,0.3464819,55.0179803,0,12.4339302
"2021","NJ","District of Columbia",2021-06-09,36.9829961,0.5600821,70.0573966,0.0096499,8.684012
"2022","NM","District of Columbia",2021-06-09,39.9858855,0.8195134,69.3140868,0.0474762,11.4770702
"2023","NV","District of Columbia",2021-06-09,38.8902938,0.4464512,58.6668332,0.0045521,13.4926015
"2024","NY","District of Columbia",2021-06-09,39.0802547,0.3560627,66.9138888,0.0066491,10.9176288
"2025","OH","District of Columbia",2021-06-09,33.0083733,0.7669206,47.7493315,0.0012217,13.2471449
"2026","OK","District of Columbia",2021-06-09,39.416124,0.920379,40.2371346,0.0394754,13.5486166
"2027","OR","District of Columbia",2021-06-09,33.5479966,0.7660431,76.9568271,0,14.5708364
"2028","PA","District of Columbia",2021-06-09,33.8065448,0.6223321,56.2845851,0.0212331,11.1507419
"2029","RI","District of Columbia",2021-06-09,37.8950008,0.4842611,57.3548585,0,10.7617335
"2030","SC","District of Columbia",2021-06-09,35.2042453,0.7798291,52.4197062,0.0301153,9.5246327
"2031","SD","District of Columbia",2021-06-09,33.1819903,0.5558272,31.4827784,0.0800126,6.602818
"2032","TN","District of Columbia",2021-06-09,37.7560334,0.9147555,42.8118388,0.0186692,12.3834734
"2033","TX","District of Columbia",2021-06-09,43.7378692,0.8478079,62.8992904,0.013137,10.8619441
"2034","UT","District of Columbia",2021-06-09,35.2381553,0.8244171,35.2697182,0,14.6745099
"2035","VA","District of Columbia",2021-06-09,34.9616979,0.8082559,58.5981604,0.0382479,10.0656
"2036","VT","District of Columbia",2021-06-09,30.6324366,0.4129467,61.6048013,0,11.1155194
"2037","WA","District of Columbia",2021-06-09,34.1629398,0.6593293,74.1970055,0,12.408506
"2038","WI","District of Columbia",2021-06-09,30.0596217,0.7901768,41.5085064,0,10.5414169
"2039","WV","District of Columbia",2021-06-09,36.5183565,0.5291767,53.3606078,0,12.7633712
"2040","WY","District of Columbia",2021-06-09,32.9516788,1.5122157,23.121818,0.0981283,11.3967544
"2041","AK","District of Columbia",2021-06-10,32.1041368,1.4535632,49.9384692,0.1367693,8.9819903
"2042","AL","District of Columbia",2021-06-10,36.4225492,0.8473492,46.0017941,0.066762,13.369577
"2043","AR","District of Columbia",2021-06-10,41.821872,1.1615706,45.4389664,0.0282837,15.3045876
"2044","AZ","District of Columbia",2021-06-10,37.1248218,1.2664414,60.1897383,0.0153995,12.2076213
"2045","CA","District of Columbia",2021-06-10,40.3810821,0.723413,83.6261777,0.0018144,12.0245178
"2046","CO","District of Columbia",2021-06-10,32.5046326,0.6413216,45.9640497,0,12.2372785
"2047","CT","District of Columbia",2021-06-10,36.9968035,0.5097734,65.9806686,0,9.4720472
"2048","DC","District of Columbia",2021-06-10,34.9248921,0,57.3913727,0,12.8213485
"2049","DE","District of Columbia",2021-06-10,33.9230946,0.5130442,60.932767,0,10.5021385
"2050","FL","District of Columbia",2021-06-10,39.6968529,0.9941399,57.5276475,0.0138037,9.9088596
"2051","GA","District of Columbia",2021-06-10,35.5464373,1.0177475,54.2894812,0.0093371,10.2538827
"2052","HI","District of Columbia",2021-06-10,36.7177433,0.1473811,87.1539322,0,8.7575946
"2053","IA","District of Columbia",2021-06-10,30.6640249,0.876471,35.3041838,0.0045157,10.0677943
"2054","ID","District of Columbia",2021-06-10,33.7727732,1.1208346,32.9213179,0.0078196,15.4940344
"2055","IL","District of Columbia",2021-06-10,35.3356398,0.7760943,61.5247423,0.0011349,10.6269074
"2056","IN","District of Columbia",2021-06-10,36.0903062,1.3669867,49.8509833,0.014804,13.4887737
"2057","KS","District of Columbia",2021-06-10,33.2938235,0.8648454,40.2016714,0,12.2922843
"2058","KY","District of Columbia",2021-06-10,38.0538941,0.5966261,50.6589316,0.0095722,13.8946825
"2059","LA","District of Columbia",2021-06-10,43.3072005,1.015495,48.4926061,0.0246024,14.7213797
"2060","MA","District of Columbia",2021-06-10,33.8913166,1.1278804,57.067339,0,10.099469
"2061","MD","District of Columbia",2021-06-10,38.9028867,0.5692828,70.7136987,0.002359,10.5715755
"2062","ME","District of Columbia",2021-06-10,35.3651309,0.5138284,45.365174,0,11.1611162
"2063","MI","District of Columbia",2021-06-10,32.8376302,0.6811673,56.6709367,0,11.9917699
"2064","MN","District of Columbia",2021-06-10,27.1757449,0.5588719,38.9136227,0,9.8060442
"2065","MO","District of Columbia",2021-06-10,33.8564065,1.1457202,41.3085487,0.0209007,12.0935979
"2066","MS","District of Columbia",2021-06-10,39.1713657,0.9590304,47.4317766,0.0577826,13.9829012
"2067","MT","District of Columbia",2021-06-10,37.3668921,0.8071248,29.0968215,0,10.2941692
"2068","NC","District of Columbia",2021-06-10,35.1113707,0.6711559,53.0685058,0.013476,8.790928
"2069","ND","District of Columbia",2021-06-10,36.9070587,1.9374664,29.0938733,0,8.1965089
"2070","NE","District of Columbia",2021-06-10,30.9703426,0.3352119,32.2862261,0,8.2416284
"2071","NH","District of Columbia",2021-06-10,31.2226093,0.3214285,52.6259395,0,11.358944
"2072","NJ","District of Columbia",2021-06-10,38.6015322,0.4218246,68.4674379,0.0128666,9.4214067
"2073","NM","District of Columbia",2021-06-10,39.659294,0.5455826,68.0405655,0.0474762,11.7806492
"2074","NV","District of Columbia",2021-06-10,42.0953283,0.4468651,58.9531444,0.0091042,12.46244
"2075","NY","District of Columbia",2021-06-10,38.5809957,0.3701535,65.5865296,0.0059103,10.6513332
"2076","OH","District of Columbia",2021-06-10,33.4903901,0.7110734,45.3222416,0.0024434,12.6723404
"2077","OK","District of Columbia",2021-06-10,40.0516748,0.8760198,38.8621174,0.0287094,14.1623097
"2078","OR","District of Columbia",2021-06-10,33.6778648,0.6301766,76.9690085,0,13.8046916
"2079","PA","District of Columbia",2021-06-10,34.109581,0.6439181,55.069738,0.0212331,11.6407754
"2080","RI","District of Columbia",2021-06-10,37.1769209,0.378824,53.4338055,0,12.2502293
"2081","SC","District of Columbia",2021-06-10,34.9902221,0.8351276,51.4508538,0.0246398,9.2137908
"2082","SD","District of Columbia",2021-06-10,34.6436554,0.7565069,28.9151798,0.0800126,7.869101
"2083","TN","District of Columbia",2021-06-10,38.5443011,0.9209465,41.5411158,0.0165948,12.7155884
"2084","TX","District of Columbia",2021-06-10,43.8862909,0.848049,61.9851955,0.0121639,11.0469622
"2085","UT","District of Columbia",2021-06-10,36.4411986,1.048546,34.5094665,0,15.8510277
"2086","VA","District of Columbia",2021-06-10,34.0447472,0.7447392,57.4125233,0.0415739,10.6160917
"2087","VT","District of Columbia",2021-06-10,31.8949852,0.3760097,60.8003052,0,12.7773918
"2088","WA","District of Columbia",2021-06-10,35.0720638,0.6653233,73.8717394,0,12.049338
"2089","WI","District of Columbia",2021-06-10,30.6443603,0.8005239,40.230865,0,9.9831174
"2090","WV","District of Columbia",2021-06-10,35.1022741,0.5938343,53.909552,0,12.5766382
"2091","WY","District of Columbia",2021-06-10,32.6829056,1.2279321,23.3297297,0.1471925,11.5141955
"2092","AK","District of Columbia",2021-06-11,34.0873915,1.451355,46.3099035,0.1367693,9.3529797
"2093","AL","District of Columbia",2021-06-11,36.6713137,0.8184566,45.6163131,0.0580539,13.475049
"2094","AR","District of Columbia",2021-06-11,39.2308482,1.3038301,44.7782937,0.0235697,15.1494873
"2095","AZ","District of Columbia",2021-06-11,35.6009487,0.9333113,59.8583066,0.0096247,12.2598197
"2096","CA","District of Columbia",2021-06-11,41.0142283,0.7954701,83.359511,0.0014515,11.9332204
"2097","CO","District of Columbia",2021-06-11,33.3951036,0.6300603,45.2266041,0,13.1827311
"2098","CT","District of Columbia",2021-06-11,37.9502876,0.531981,64.0829153,0,9.1924243
"2099","DC","District of Columbia",2021-06-11,32.5550094,0,53.8690103,0,10.3857886
"2100","DE","District of Columbia",2021-06-11,34.731777,0.6657766,61.3072837,0,10.0036596
"2101","FL","District of Columbia",2021-06-11,39.8499177,0.9639975,56.4624824,0.0124891,10.1922419
"2102","GA","District of Columbia",2021-06-11,35.6062438,0.9265429,53.1699402,0.0080032,10.6361782
"2103","HI","District of Columbia",2021-06-11,38.149873,0.2581464,87.9429248,0,10.0672914
"2104","IA","District of Columbia",2021-06-11,31.216136,0.9242208,34.2749485,0.0045157,10.2713277
"2105","ID","District of Columbia",2021-06-11,32.5948297,1.1076911,32.8386008,0.0078196,14.3432025
"2106","IL","District of Columbia",2021-06-11,34.3099076,0.7549489,60.5486504,0.0011349,10.3687988
"2107","IN","District of Columbia",2021-06-11,36.7625036,1.3043502,48.1841258,0.0105743,12.5623517
"2108","KS","District of Columbia",2021-06-11,33.570138,0.7323989,38.6615194,0,12.2441619
"2109","KY","District of Columbia",2021-06-11,39.7644456,0.6399062,50.5735065,0.0095722,14.7529199
"2110","LA","District of Columbia",2021-06-11,43.1592118,1.1797732,47.6452134,0.0246024,14.1462474
"2111","MA","District of Columbia",2021-06-11,34.5801374,0.9725581,54.920982,0,9.3237998
"2112","MD","District of Columbia",2021-06-11,37.600496,0.4719083,69.4319753,0.002359,10.382683
"2113","ME","District of Columbia",2021-06-11,38.1833362,0.6353303,41.9984114,0,12.517569
"2114","MI","District of Columbia",2021-06-11,32.6479765,0.6261123,54.5706949,0,11.7369616
"2115","MN","District of Columbia",2021-06-11,26.7548601,0.5209807,37.3093044,0,9.6083299
"2116","MO","District of Columbia",2021-06-11,33.1627369,1.1303047,39.5823738,0.0278675,12.1369809
"2117","MS","District of Columbia",2021-06-11,39.5382879,0.863239,48.0598027,0.0625978,13.4741893
"2118","MT","District of Columbia",2021-06-11,36.1754569,1.007118,29.4629491,0,9.8310237
"2119","NC","District of Columbia",2021-06-11,34.7014124,0.5832803,52.6467247,0.013476,8.6217759
"2120","ND","District of Columbia",2021-06-11,36.9862243,2.1331641,27.2230312,0,8.0339038
"2121","NE","District of Columbia",2021-06-11,31.391853,0.3364641,31.1169522,0,8.6672374
"2122","NH","District of Columbia",2021-06-11,31.7831399,0.4053935,51.7036846,0,9.6881175
"2123","NJ","District of Columbia",2021-06-11,37.9127203,0.3941677,67.6194907,0.0160832,9.4321748
"2124","NM","District of Columbia",2021-06-11,37.8640511,0.6277238,65.1498331,0.0474762,12.1589124
"2125","NV","District of Columbia",2021-06-11,41.7126101,0.4104543,57.4824844,0.0091042,10.9791668
"2126","NY","District of Columbia",2021-06-11,38.8779334,0.4190798,64.450237,0.0044327,10.2595168
"2127","OH","District of Columbia",2021-06-11,34.1186879,0.7825812,43.028571,0.0036651,12.3013321
"2128","OK","District of Columbia",2021-06-11,39.2592201,0.8079442,37.8266381,0.032298,13.6920464
"2129","OR","District of Columbia",2021-06-11,33.7302435,0.5871044,76.8232339,0,12.6283839
"2130","PA","District of Columbia",2021-06-11,34.2582582,0.6193336,53.9122853,0.0223507,12.1116669
"2131","RI","District of Columbia",2021-06-11,35.8758181,0.2944879,52.527981,0,12.986493
"2132","SC","District of Columbia",2021-06-11,35.2668606,1.0480022,51.0947751,0.0191643,9.2099613
"2133","SD","District of Columbia",2021-06-11,36.4715777,1.1893063,28.1323075,0.1280201,8.0611819
"2134","TN","District of Columbia",2021-06-11,37.6156369,0.9891028,40.7126671,0.0124461,12.6916008
"2135","TX","District of Columbia",2021-06-11,43.9545284,0.873221,61.4166471,0.0126505,11.1475444
"2136","UT","District of Columbia",2021-06-11,35.3173034,1.0276951,32.8050534,0,15.7663498
"2137","VA","District of Columbia",2021-06-11,34.4244418,0.5860743,56.2923161,0.0415739,11.052872
"2138","VT","District of Columbia",2021-06-11,29.6172382,0.204383,59.1417741,0,8.6541364
"2139","WA","District of Columbia",2021-06-11,36.3126785,0.7986076,73.2226269,0,12.3456444
"2140","WI","District of Columbia",2021-06-11,31.056574,0.9561561,39.1863158,0.0024493,10.6605353
"2141","WV","District of Columbia",2021-06-11,34.9434775,0.6127888,52.9567185,0,10.5865292
"2142","WY","District of Columbia",2021-06-11,30.4385338,1.649348,21.9104776,0.1962566,10.121642
"2143","AK","District of Columbia",2021-06-12,34.8134068,1.4540839,45.59905,0.1367693,9.1734053
"2144","AL","District of Columbia",2021-06-12,37.9553303,0.8046775,45.0897777,0.0551512,12.5354098
"2145","AR","District of Columbia",2021-06-12,38.5533099,1.2806002,42.4610188,0.0329976,14.5730811
"2146","AZ","District of Columbia",2021-06-12,35.5441835,0.8239732,59.6019272,0.0057748,11.9821849
"2147","CA","District of Columbia",2021-06-12,40.9580158,0.852905,83.3890335,0.0014515,11.8865135
"2148","CO","District of Columbia",2021-06-12,33.922078,0.5803637,45.749645,0,12.2355374
"2149","CT","District of Columbia",2021-06-12,38.7013026,0.6241385,62.4719861,0,9.0509841
"2150","DC","District of Columbia",2021-06-12,36.9426222,0.2414291,57.2490672,0,8.2525375
"2151","DE","District of Columbia",2021-06-12,35.0070751,0.512157,60.3426836,0,11.3357824
"2152","FL","District of Columbia",2021-06-12,39.9099764,1.0335739,56.2729842,0.0105171,10.5515576
"2153","GA","District of Columbia",2021-06-12,35.5624922,0.9932731,53.2035103,0.0080032,10.644354
"2154","HI","District of Columbia",2021-06-12,37.9198175,0.3097849,87.3526851,0,10.6307577
"2155","IA","District of Columbia",2021-06-12,31.5020633,0.7809604,33.4449027,0.0045157,11.3442589
"2156","ID","District of Columbia",2021-06-12,33.3312448,1.0784335,31.3446576,0,12.4779507
"2157","IL","District of Columbia",2021-06-12,34.2130428,0.6809281,59.1397907,0.0011349,9.7649168
"2158","IN","District of Columbia",2021-06-12,36.6757217,1.2729074,46.5493425,0.0105743,12.6291711
"2159","KS","District of Columbia",2021-06-12,33.2424082,0.7700728,38.2286409,0,12.3790585
"2160","KY","District of Columbia",2021-06-12,39.389495,0.6304121,49.1188473,0.0031907,14.515914
"2161","LA","District of Columbia",2021-06-12,42.8021987,1.2409996,46.9292092,0.0246024,13.4390016
"2162","MA","District of Columbia",2021-06-12,34.1901024,0.9961393,52.9357078,0,10.0030322
"2163","MD","District of Columbia",2021-06-12,37.755442,0.4062063,68.5932303,0.002359,10.5262483
"2164","ME","District of Columbia",2021-06-12,38.6022604,0.7276172,39.3081544,0,13.916098
"2165","MI","District of Columbia",2021-06-12,31.8688714,0.6620294,53.5016251,0,12.1266413
"2166","MN","District of Columbia",2021-06-12,28.5031371,0.6884998,36.2232878,0,10.7766338
"2167","MO","District of Columbia",2021-06-12,34.109412,1.1037433,38.9301123,0.0348344,11.9220306
"2168","MS","District of Columbia",2021-06-12,43.931666,0.9765261,47.7242777,0.0625978,13.6934469
"2169","MT","District of Columbia",2021-06-12,34.9413699,1.41888,27.3500386,0,9.5631036
"2170","NC","District of Columbia",2021-06-12,35.4995922,0.6130963,52.5948113,0.013476,9.265642
"2171","ND","District of Columbia",2021-06-12,40.2990416,2.1657373,24.4860489,0,7.9346361
"2172","NE","District of Columbia",2021-06-12,30.2416938,0.4170916,29.608664,0,7.5596265
"2173","NH","District of Columbia",2021-06-12,32.6992419,0.5868369,51.0473718,0,11.6539605
"2174","NJ","District of Columbia",2021-06-12,38.8286091,0.3884091,66.1600894,0.0176916,9.1611731
"2175","NM","District of Columbia",2021-06-12,37.4864438,0.6039437,66.1770725,0.0406939,12.4298082
"2176","NV","District of Columbia",2021-06-12,41.1552753,0.4007565,54.9447935,0.0091042,9.8732497
"2177","NY","District of Columbia",2021-06-12,38.859747,0.5646395,64.6433355,0.0036939,9.6703368
"2178","OH","District of Columbia",2021-06-12,34.332956,0.8560541,40.1100386,0.0048869,11.1553538
"2179","OK","District of Columbia",2021-06-12,37.277519,0.8629368,36.3467522,0.0394754,12.4899954
"2180","OR","District of Columbia",2021-06-12,34.7502126,0.4996372,76.6296767,0,13.1482747
"2181","PA","District of Columbia",2021-06-12,33.4866024,0.6454644,52.9851264,0.0245858,11.386528
"2182","RI","District of Columbia",2021-06-12,34.9858851,0.1954791,48.3962213,0,11.8151587
"2183","SC","District of Columbia",2021-06-12,34.489102,0.9665921,51.7973471,0.0136888,9.1406076
"2184","SD","District of Columbia",2021-06-12,31.7300835,1.1745039,28.515033,0.1440226,10.9482964
"2185","TN","District of Columbia",2021-06-12,36.8422452,1.0199551,40.9049316,0.0124461,13.2787532
"2186","TX","District of Columbia",2021-06-12,43.1808652,0.8735799,60.6360351,0.0136236,10.4464641
"2187","UT","District of Columbia",2021-06-12,34.3590451,0.6578248,32.5082188,0,14.898728
"2188","VA","District of Columbia",2021-06-12,35.7572801,0.651286,56.3273813,0.0465627,11.6211458
"2189","VT","District of Columbia",2021-06-12,31.8742405,0.3889319,57.9269155,0,9.3929223
"2190","WA","District of Columbia",2021-06-12,36.1378281,0.707058,72.9154445,0,12.8512487
"2191","WI","District of Columbia",2021-06-12,31.9113672,0.9375655,37.5410337,0.0024493,11.4052622
"2192","WV","District of Columbia",2021-06-12,36.1940917,0.6393346,53.2222034,0,11.6036269
"2193","WY","District of Columbia",2021-06-12,30.4481468,1.1025539,21.3108555,0.2453208,9.4535116
"2194","AK","District of Columbia",2021-06-13,35.3934302,2.4900888,45.9426155,0.1367693,9.9587829
"2195","AL","District of Columbia",2021-06-13,36.8867853,0.9679446,44.8346091,0.0551512,12.2468796
"2196","AR","District of Columbia",2021-06-13,38.1865482,1.421258,41.2494866,0.0377115,13.9148343
"2197","AZ","District of Columbia",2021-06-13,36.0349419,0.8596575,58.7509179,0.0057748,12.0952206
"2198","CA","District of Columbia",2021-06-13,41.0231174,0.8721707,83.6073534,0.0018144,11.5593021
"2199","CO","District of Columbia",2021-06-13,34.9557089,0.4524503,44.2060334,0,11.3743346
"2200","CT","District of Columbia",2021-06-13,38.3490225,0.6070461,60.2416037,0,8.9024604
"2201","DC","District of Columbia",2021-06-13,30.3737269,0.81621,52.9841712,0,7.0940787
"2202","DE","District of Columbia",2021-06-13,37.1094266,0.5297953,60.2351878,0,10.2116272
"2203","FL","District of Columbia",2021-06-13,38.5943782,1.0175653,56.0960317,0.0118317,10.4594912
"2204","GA","District of Columbia",2021-06-13,35.8032835,0.8993387,53.4217796,0.0066694,10.7678121
"2205","HI","District of Columbia",2021-06-13,34.7852227,0.330822,84.9243862,0,11.5814226
"2206","IA","District of Columbia",2021-06-13,30.696836,0.87874,33.9844311,0.0045157,11.1946069
"2207","ID","District of Columbia",2021-06-13,33.9920373,0.9060952,30.2647304,0,11.9539128
"2208","IL","District of Columbia",2021-06-13,34.4264497,0.6628947,58.5250833,0.0011349,9.633423
"2209","IN","District of Columbia",2021-06-13,36.5653541,1.1544167,47.0847046,0.0105743,13.3751067
"2210","KS","District of Columbia",2021-06-13,33.6421372,0.9200677,37.4757383,0,13.7740055
"2211","KY","District of Columbia",2021-06-13,38.8787887,0.9747693,48.3601789,0.0063815,15.1793165
"2212","LA","District of Columbia",2021-06-13,42.6565399,1.1742058,44.0114779,0.0215271,12.3440227
"2213","MA","District of Columbia",2021-06-13,33.3182382,0.9469404,51.1749869,0,9.3936628
"2214","MD","District of Columbia",2021-06-13,37.4150533,0.3711762,67.3230458,0,9.7579937
"2215","ME","District of Columbia",2021-06-13,39.2601791,0.6833361,40.0061679,0,13.3901173
"2216","MI","District of Columbia",2021-06-13,31.7010426,0.8431945,52.678961,0,12.4016014
"2217","MN","District of Columbia",2021-06-13,28.6818257,0.7165296,35.0084317,0,10.868213
"2218","MO","District of Columbia",2021-06-13,34.0404896,1.1832431,38.1219591,0.0348344,11.83742
"2219","MS","District of Columbia",2021-06-13,45.2258833,1.2536275,47.8690991,0.0625978,13.1137956
"2220","MT","District of Columbia",2021-06-13,33.3112213,1.4866522,24.8680904,0,9.8476565
"2221","NC","District of Columbia",2021-06-13,34.8705368,0.6037295,51.6947799,0.0121284,9.1738631
"2222","ND","District of Columbia",2021-06-13,38.4333479,1.8995075,23.4047918,0,6.1828851
"2223","NE","District of Columbia",2021-06-13,31.5534992,0.3363879,30.5782695,0,7.8287809
"2224","NH","District of Columbia",2021-06-13,31.5996295,0.5870551,49.5234306,0,9.6474287
"2225","NJ","District of Columbia",2021-06-13,40.8408586,0.333971,66.3972765,0.0160832,9.2608281
"2226","NM","District of Columbia",2021-06-13,38.3233142,0.487531,64.4911578,0.0339116,12.3974146
"2227","NV","District of Columbia",2021-06-13,40.2919056,0.379852,54.5313904,0.0091042,9.7195499
"2228","NY","District of Columbia",2021-06-13,39.5352795,0.5771612,63.7361158,0.0022164,9.9002463
"2229","OH","District of Columbia",2021-06-13,34.6450983,0.8879905,38.5995645,0.0048869,11.587195
"2230","OK","District of Columbia",2021-06-13,38.4311215,0.788165,37.1486747,0.0430641,13.5078816
"2231","OR","District of Columbia",2021-06-13,35.3506309,0.4504136,76.9250416,0,13.1723129
"2232","PA","District of Columbia",2021-06-13,32.9373007,0.7142004,51.856993,0.0279384,11.3688476
"2233","RI","District of Columbia",2021-06-13,36.4295025,0.1963254,46.6405189,0,11.9920286
"2234","SC","District of Columbia",2021-06-13,34.669139,0.9158161,50.6999177,0.0136888,9.6470366
"2235","SD","District of Columbia",2021-06-13,32.2537232,1.1031035,26.9650189,0.1120176,10.538619
"2236","TN","District of Columbia",2021-06-13,35.7646903,1.0305961,40.1277377,0.0082974,13.0649756
"2237","TX","District of Columbia",2021-06-13,43.1814753,0.8224724,59.7183178,0.0160564,10.7508755
"2238","UT","District of Columbia",2021-06-13,34.207916,0.6520766,32.8694977,0,15.6288914
"2239","VA","District of Columbia",2021-06-13,34.4874043,0.6935403,54.782267,0.0482257,11.3066059
"2240","VT","District of Columbia",2021-06-13,32.8609623,0.3822533,56.6684676,0,8.8915508
"2241","WA","District of Columbia",2021-06-13,35.8014153,0.7363463,71.1464756,0,12.9286098
"2242","WI","District of Columbia",2021-06-13,30.9652295,0.9786477,35.9271343,0.0024493,11.9491637
"2243","WV","District of Columbia",2021-06-13,37.0534073,1.6694256,52.4062727,0,12.4515609
"2244","WY","District of Columbia",2021-06-13,30.5799502,1.0671107,20.7862618,0.2698529,9.8670006
"2245","AK","District of Columbia",2021-06-14,34.6137942,1.492355,43.7103363,0.1367693,9.6142328
"2246","AL","District of Columbia",2021-06-14,36.2407577,0.9238429,43.7853411,0.0522486,11.381957
"2247","AR","District of Columbia",2021-06-14,38.1802135,1.7874829,39.395181,0.0377115,15.1658444
"2248","AZ","District of Columbia",2021-06-14,36.3748758,0.825643,58.6711219,0.0057748,13.6042592
"2249","CA","District of Columbia",2021-06-14,41.0252703,0.8324099,83.185333,0.0021772,11.0343932
"2250","CO","District of Columbia",2021-06-14,35.5320406,0.5247582,41.7240561,0,10.5267077
"2251","CT","District of Columbia",2021-06-14,37.716487,0.5640127,59.1162654,0,8.9233847
"2252","DC","District of Columbia",2021-06-14,28.273653,0.7997627,55.2071839,0,7.7702036
"2253","DE","District of Columbia",2021-06-14,33.96397,0.4883322,58.4111261,0,8.2563369
"2254","FL","District of Columbia",2021-06-14,38.3000511,0.9779097,54.8384393,0.0138037,10.2912827
"2255","GA","District of Columbia",2021-06-14,35.4335267,0.8483882,53.0328019,0.0093371,10.3976204
"2256","HI","District of Columbia",2021-06-14,34.2966034,0.3389863,83.9446544,0,12.5152136
"2257","IA","District of Columbia",2021-06-14,31.8202283,0.9658458,32.4731335,0,12.5904564
"2258","ID","District of Columbia",2021-06-14,35.0330975,0.866323,28.2291779,0,11.4324838
"2259","IL","District of Columbia",2021-06-14,34.3502053,0.5473692,57.7391354,0,9.7100707
"2260","IN","District of Columbia",2021-06-14,36.1852126,1.0552498,46.4338911,0.0105743,14.2026186
"2261","KS","District of Columbia",2021-06-14,32.3701519,0.7814492,36.4242461,0,13.3674642
"2262","KY","District of Columbia",2021-06-14,37.5011867,0.7844359,47.0263789,0.0063815,14.8374301
"2263","LA","District of Columbia",2021-06-14,43.3472515,1.075056,44.703036,0.0246024,11.0491833
"2264","MA","District of Columbia",2021-06-14,33.7685341,0.8414657,48.9888442,0,10.318493
"2265","MD","District of Columbia",2021-06-14,36.9493691,0.5898572,66.7318252,0.002359,10.1195737
"2266","ME","District of Columbia",2021-06-14,40.1877005,0.7055502,38.6325908,0,14.6831993
"2267","MI","District of Columbia",2021-06-14,31.6189748,0.8770386,51.4765554,0,12.5715594
"2268","MN","District of Columbia",2021-06-14,28.4629665,0.7060719,34.079128,0,10.2262009
"2269","MO","District of Columbia",2021-06-14,33.1841269,1.2896248,37.348153,0.0348344,12.5241537
"2270","MS","District of Columbia",2021-06-14,42.8550225,1.1202976,47.0165071,0.0577826,14.4238731
"2271","MT","District of Columbia",2021-06-14,32.0438557,1.4706403,24.9184542,0,7.7007844
