"","state","state_full","date","finances_prop","symptom_prop","maskwearing_prop","admission_prop","depression_prop"
"14401","LA","District of Columbia",2022-02-08,41.9710055,2.6049919,54.8615409,0.0461294,13.464613
"14402","MA","District of Columbia",2022-02-08,34.3813699,1.4526566,79.8678403,0.0683867,11.5735544
"14403","MD","District of Columbia",2022-02-08,34.0515045,1.3931991,81.5917985,0.0212311,10.2871896
"14404","ME","District of Columbia",2022-02-08,37.5922553,3.1845526,68.7695293,0.0423236,16.4424225
"14405","MI","District of Columbia",2022-02-08,34.3915318,1.8794667,57.3206746,0.0487344,13.5115126
"14406","MN","District of Columbia",2022-02-08,32.4756252,2.6121254,58.6799973,0.0555536,14.173105
"14407","MO","District of Columbia",2022-02-08,36.4006209,2.5521223,55.0482526,0.1300486,14.8095078
"14408","MS","District of Columbia",2022-02-08,44.6296391,3.1862827,55.1699064,0.1059347,13.1495906
"14409","MT","District of Columbia",2022-02-08,37.4165179,2.6797323,44.0004145,0.1850863,11.470029
"14410","NC","District of Columbia",2022-02-08,37.695169,2.8895396,68.3113564,0.0404281,13.6192689
"14411","ND","District of Columbia",2022-02-08,38.6615994,3.6819999,39.6401343,0.1679994,10.5512734
"14412","NE","District of Columbia",2022-02-08,34.8196663,3.1744182,57.8713746,0.2138192,14.6395105
"14413","NH","District of Columbia",2022-02-08,30.2675829,1.9593875,69.9286837,0.0731917,9.6586488
"14414","NJ","District of Columbia",2022-02-08,40.1339617,1.189213,71.4907058,0.045033,12.6850494
"14415","NM","District of Columbia",2022-02-08,40.8002439,2.4764563,82.9341633,0.0271293,18.0455289
"14416","NV","District of Columbia",2022-02-08,38.1318447,2.6978047,82.003955,0.0318648,15.0572553
"14417","NY","District of Columbia",2022-02-08,40.6295372,1.8651207,83.2839391,0.0162533,12.4795376
"14418","OH","District of Columbia",2022-02-08,35.7452445,1.7934759,54.8982797,0.029321,14.8611523
"14419","OK","District of Columbia",2022-02-08,43.3621437,3.2324015,51.6708715,0.2404409,17.2025898
"14420","OR","District of Columbia",2022-02-08,37.8710458,3.8853532,81.2491274,0.0067361,15.1349289
"14421","PA","District of Columbia",2022-02-08,37.2447044,1.6462591,59.2407365,0.0547591,12.8747695
"14422","RI","District of Columbia",2022-02-08,38.6104289,2.046812,79.1044622,0,13.4382434
"14423","SC","District of Columbia",2022-02-08,33.6396333,2.6103941,55.423298,0.0574929,10.6803493
"14424","SD","District of Columbia",2022-02-08,41.9193741,2.5470417,40.4107762,0.1920302,9.1924095
"14425","TN","District of Columbia",2022-02-08,35.3609393,3.4681023,52.1695711,0.0497844,11.4829984
"14426","TX","District of Columbia",2022-02-08,42.150422,2.434213,60.7938015,0.0695778,12.5535484
"14427","UT","District of Columbia",2022-02-08,37.1595618,2.4592049,55.9669263,0.0175831,16.8630066
"14428","VA","District of Columbia",2022-02-08,33.6832407,2.2788841,69.8938758,0.0764959,12.7072005
"14429","VT","District of Columbia",2022-02-08,34.0047785,2.7038021,83.2715445,0,9.9658181
"14430","WA","District of Columbia",2022-02-08,33.4349828,2.3880588,83.4463156,0.011141,13.6672925
"14431","WI","District of Columbia",2022-02-08,32.605273,2.0024081,54.706234,0.0612316,12.6146678
"14432","WV","District of Columbia",2022-02-08,40.2704808,3.7873335,58.8496492,0.0640333,17.1771395
"14433","WY","District of Columbia",2022-02-08,44.9410613,4.5919463,37.4950515,0.0245321,14.3216618
"14434","AK","District of Columbia",2022-02-09,36.5824909,4.5291788,62.1649957,0,21.4417882
"14435","AL","District of Columbia",2022-02-09,37.5012766,3.0421959,52.9294674,0.0435405,15.2211206
"14436","AR","District of Columbia",2022-02-09,44.2594365,3.0395877,50.9906921,0.1367044,14.0461319
"14437","AZ","District of Columbia",2022-02-09,37.0856578,2.7727466,61.1034891,0.1039465,13.5573259
"14438","CA","District of Columbia",2022-02-09,40.768419,2.3192766,82.8456359,0.0123378,12.337192
"14439","CO","District of Columbia",2022-02-09,38.343032,2.3941029,65.9524095,0.078713,14.1550704
"14440","CT","District of Columbia",2022-02-09,40.9275613,1.0433375,76.8163959,0.0040162,10.6054505
"14441","DC","District of Columbia",2022-02-09,32.2156586,0.8263591,89.2441987,0,7.4436055
"14442","DE","District of Columbia",2022-02-09,31.8447048,2.0165571,82.408918,0,7.250986
"14443","FL","District of Columbia",2022-02-09,39.2603947,2.8527559,56.5692764,0.0486416,11.2756261
"14444","GA","District of Columbia",2022-02-09,39.9004295,2.3000554,59.0399879,0.0546885,14.8663936
"14445","HI","District of Columbia",2022-02-09,42.433681,0.809826,83.9547984,0,8.1236436
"14446","IA","District of Columbia",2022-02-09,36.0873159,2.8747533,45.0381121,0.1715968,10.5831985
"14447","ID","District of Columbia",2022-02-09,35.1711683,3.6880964,46.5838019,0.0078196,11.0607442
"14448","IL","District of Columbia",2022-02-09,36.971479,2.1810491,75.8004462,0.0113491,12.6477414
"14449","IN","District of Columbia",2022-02-09,39.2814911,1.870526,52.3598905,0.0634455,14.5584419
"14450","KS","District of Columbia",2022-02-09,37.664574,3.0036226,53.9529572,0.0539305,13.388719
"14451","KY","District of Columbia",2022-02-09,41.4421882,3.6358501,57.2787339,0.0542425,17.5791372
"14452","LA","District of Columbia",2022-02-09,41.5958639,2.6174194,53.9183655,0.0369036,13.5172614
"14453","MA","District of Columbia",2022-02-09,34.3737745,1.53294,79.5962138,0.070459,11.6691549
"14454","MD","District of Columbia",2022-02-09,33.5247621,1.2907869,81.1174836,0.0188721,10.8986631
"14455","ME","District of Columbia",2022-02-09,37.3073774,2.7554937,67.6231382,0.0529045,16.6888944
"14456","MI","District of Columbia",2022-02-09,34.3480557,1.8365587,57.2573541,0.0559012,13.5242747
"14457","MN","District of Columbia",2022-02-09,32.3608139,2.4843809,57.6123778,0.0479781,14.4818119
"14458","MO","District of Columbia",2022-02-09,38.1045158,2.3500415,55.7370191,0.1068256,15.88322
"14459","MS","District of Columbia",2022-02-09,42.9845233,3.4173847,54.9404888,0.1011195,12.3727816
"14460","MT","District of Columbia",2022-02-09,36.918383,2.6335201,42.5364806,0.1586454,11.4636854
"14461","NC","District of Columbia",2022-02-09,37.335055,2.7819939,67.7358861,0.0471661,14.2143371
"14462","ND","District of Columbia",2022-02-09,43.8675761,3.3190578,44.3379644,0.186666,12.2498687
"14463","NE","District of Columbia",2022-02-09,35.0402344,2.8360876,56.2115294,0.2211922,15.9336116
"14464","NH","District of Columbia",2022-02-09,30.6910273,1.9999626,70.4358957,0.0731917,9.7649172
"14465","NJ","District of Columbia",2022-02-09,40.652015,1.1586969,71.1303192,0.045033,13.3252598
"14466","NM","District of Columbia",2022-02-09,40.2739841,2.478032,82.6077542,0.0135646,17.2313652
"14467","NV","District of Columbia",2022-02-09,38.1615707,2.2801788,81.0854597,0.0318648,14.5468769
"14468","NY","District of Columbia",2022-02-09,41.2293648,2.0021591,83.24795,0.0192084,12.8420816
"14469","OH","District of Columbia",2022-02-09,36.3369389,1.7113135,55.0452041,0.0268776,15.7290216
"14470","OK","District of Columbia",2022-02-09,42.7107583,2.8819804,50.8961739,0.2655615,15.0907497
"14471","OR","District of Columbia",2022-02-09,36.4580918,4.0277438,81.2832009,0.0067361,15.4521975
"14472","PA","District of Columbia",2022-02-09,36.7939902,1.7123931,58.1534738,0.0603468,13.0919139
"14473","RI","District of Columbia",2022-02-09,38.2348059,1.8621098,80.3046958,0,12.0514443
"14474","SC","District of Columbia",2022-02-09,32.6064052,2.6641979,55.7849576,0.0520174,11.0909036
"14475","SD","District of Columbia",2022-02-09,42.0586619,2.5058454,42.7301363,0.2240352,8.4455799
"14476","TN","District of Columbia",2022-02-09,35.256057,3.3179901,52.6587512,0.0518588,11.9778298
"14477","TX","District of Columbia",2022-02-09,41.8238007,2.289103,60.5816763,0.0695778,11.792671
"14478","UT","District of Columbia",2022-02-09,37.9815627,2.4311865,54.587585,0.0219789,15.5656597
"14479","VA","District of Columbia",2022-02-09,33.3950748,2.1219424,69.4409711,0.0681811,12.6458623
"14480","VT","District of Columbia",2022-02-09,34.0214827,2.0469045,81.900751,0,9.2053691
"14481","WA","District of Columbia",2022-02-09,33.5763902,2.5187567,83.4510866,0.011141,13.3153306
"14482","WI","District of Columbia",2022-02-09,33.0425431,1.9532912,54.3485851,0.0636809,12.8737959
"14483","WV","District of Columbia",2022-02-09,39.9592788,3.44927,58.065575,0.0480249,19.1249674
"14484","WY","District of Columbia",2022-02-09,42.5319078,4.1230719,37.1514781,0.0490641,11.6181602
"14485","AK","District of Columbia",2022-02-10,30.1583488,3.0697258,56.8866665,0,15.9440174
"14486","AL","District of Columbia",2022-02-10,37.7346978,2.9176947,52.1475992,0.0377351,15.2224153
"14487","AR","District of Columbia",2022-02-10,44.2788646,3.1626286,51.8549166,0.1319905,13.8585882
"14488","AZ","District of Columbia",2022-02-10,36.4766233,2.2826704,60.6976755,0.1116462,13.4955607
"14489","CA","District of Columbia",2022-02-10,41.258869,2.3513157,82.8093687,0.0141521,12.2871218
"14490","CO","District of Columbia",2022-02-10,38.0631336,2.233888,65.2390139,0.0762532,13.6333884
"14491","CT","District of Columbia",2022-02-10,40.0999216,1.1943694,76.3777414,0.0040162,10.553048
"14492","DC","District of Columbia",2022-02-10,34.8740132,0.3516954,88.4848261,0,7.7429815
"14493","DE","District of Columbia",2022-02-10,36.9015467,2.0800913,80.1182861,0.0144767,10.2673223
"14494","FL","District of Columbia",2022-02-10,40.0036679,2.6704414,55.9534513,0.0473269,11.8944146
"14495","GA","District of Columbia",2022-02-10,38.4819962,2.1200779,58.8805942,0.0466853,15.1276311
"14496","HI","District of Columbia",2022-02-10,39.2943417,0.9115508,84.7496867,0,7.9561264
"14497","IA","District of Columbia",2022-02-10,37.8266745,2.8369249,43.7651122,0.185144,10.4253214
"14498","ID","District of Columbia",2022-02-10,34.5020863,3.0950119,45.2986212,0.0078196,9.6830399
"14499","IL","District of Columbia",2022-02-10,36.962659,2.1271503,75.4556705,0.0113491,12.9613336
"14500","IN","District of Columbia",2022-02-10,38.2954692,1.7756591,52.1125269,0.0697901,15.3455994
"14501","KS","District of Columbia",2022-02-10,34.7250855,2.5512116,52.9142683,0.063736,11.4750092
"14502","KY","District of Columbia",2022-02-10,41.0302175,3.9266257,56.1095769,0.0542425,16.8055249
"14503","LA","District of Columbia",2022-02-10,40.7757585,2.412736,56.0172001,0.0461294,13.0111351
"14504","MA","District of Columbia",2022-02-10,33.9449499,1.4928219,79.0970482,0.0663144,10.8941934
"14505","MD","District of Columbia",2022-02-10,33.6605542,1.1895925,80.5496556,0.0188721,10.806846
"14506","ME","District of Columbia",2022-02-10,37.3581076,2.930292,68.668988,0.0529045,16.5156732
"14507","MI","District of Columbia",2022-02-10,34.8028649,1.9950859,56.257548,0.0573346,13.7397912
"14508","MN","District of Columbia",2022-02-10,32.5407573,2.4849355,57.0195959,0.0479781,13.6967048
"14509","MO","District of Columbia",2022-02-10,38.1433594,2.5163271,55.0566196,0.0998587,15.7914197
"14510","MS","District of Columbia",2022-02-10,42.8534276,3.4524427,54.1242164,0.1107499,11.7174121
"14511","MT","District of Columbia",2022-02-10,39.8298448,2.9759779,42.7411533,0.145425,12.1868872
"14512","NC","District of Columbia",2022-02-10,36.6710732,2.6525149,67.7416832,0.0471661,13.6103363
"14513","ND","District of Columbia",2022-02-10,41.6111124,2.9402422,40.5860603,0.1493328,10.3412476
"14514","NE","District of Columbia",2022-02-10,35.1373752,3.4126473,57.3403445,0.2138192,16.1752712
"14515","NH","District of Columbia",2022-02-10,30.8820527,1.8317522,68.9499045,0.0836477,10.6992387
"14516","NJ","District of Columbia",2022-02-10,40.827446,1.0747364,71.3427479,0.0385997,14.1895487
"14517","NM","District of Columbia",2022-02-10,40.9316434,2.3114753,82.3395511,0.0203469,17.596513
"14518","NV","District of Columbia",2022-02-10,39.8230078,2.1963892,80.7980278,0.0227606,13.3738293
"14519","NY","District of Columbia",2022-02-10,40.732764,1.9682991,82.2374318,0.020686,12.7338616
"14520","OH","District of Columbia",2022-02-10,37.009983,1.7842197,54.5470337,0.029321,16.6918956
"14521","OK","District of Columbia",2022-02-10,41.1745406,2.7274332,49.1427852,0.2942709,15.5855523
"14522","OR","District of Columbia",2022-02-10,34.7374244,3.7313988,80.5173356,0.0067361,14.5628215
"14523","PA","District of Columbia",2022-02-10,36.7216296,1.6986646,57.5889064,0.0614643,13.2295465
"14524","RI","District of Columbia",2022-02-10,33.738866,1.4487472,82.554109,0,9.6573908
"14525","SC","District of Columbia",2022-02-10,32.8279679,2.5648333,55.3058476,0.0520174,11.8658931
"14526","SD","District of Columbia",2022-02-10,39.64654,3.2542555,41.4433797,0.2560402,8.0565749
"14527","TN","District of Columbia",2022-02-10,36.8846248,4.1391749,52.9367713,0.0477101,12.6255791
"14528","TX","District of Columbia",2022-02-10,42.3673575,2.0829578,60.6094918,0.0763896,11.8304853
"14529","UT","District of Columbia",2022-02-10,37.3738485,2.397608,54.3658959,0.0219789,16.6461712
"14530","VA","District of Columbia",2022-02-10,32.4496316,1.9595488,68.6314439,0.0698441,12.6314714
"14531","VT","District of Columbia",2022-02-10,35.4895018,2.0866813,79.5873186,0,10.7688372
"14532","WA","District of Columbia",2022-02-10,33.6764824,2.2783692,82.179272,0.0129978,14.0246337
"14533","WI","District of Columbia",2022-02-10,32.228393,1.8964005,52.8546209,0.0636809,13.6052669
"14534","WV","District of Columbia",2022-02-10,41.2708666,3.2422893,57.2276498,0.0480249,20.4351728
"14535","WY","District of Columbia",2022-02-10,37.7583409,5.0666569,33.6742909,0.0735962,11.9540268
"14536","AK","District of Columbia",2022-02-11,29.683529,2.3658592,58.1062405,0,14.4557811
"14537","AL","District of Columbia",2022-02-11,36.5953894,2.6946319,52.2514234,0.029027,13.7826756
"14538","AR","District of Columbia",2022-02-11,44.6566821,2.6772866,50.4296801,0.1367044,13.3565073
"14539","AZ","District of Columbia",2022-02-11,35.4258177,2.3988337,59.3368246,0.1231958,13.4901566
"14540","CA","District of Columbia",2022-02-11,42.0502594,2.3378419,82.4445439,0.0130635,12.1343125
"14541","CO","District of Columbia",2022-02-11,36.805733,1.9317591,64.3507767,0.0713336,12.7894812
"14542","CT","District of Columbia",2022-02-11,39.0653852,1.0556546,76.2732069,0,9.5524646
"14543","DE","District of Columbia",2022-02-11,36.9463038,1.6359934,79.8451013,0.0289533,11.9610604
"14544","FL","District of Columbia",2022-02-11,40.123705,2.4425085,56.0562966,0.0446977,11.6475641
"14545","GA","District of Columbia",2022-02-11,37.8713922,2.0870843,57.8334897,0.0480191,14.3216044
"14546","HI","District of Columbia",2022-02-11,37.9046211,1.1917969,86.2431684,0,9.0564832
"14547","IA","District of Columbia",2022-02-11,38.1237888,3.1477485,43.6149287,0.2077225,10.6747425
"14548","ID","District of Columbia",2022-02-11,34.5252534,2.8723767,45.7445411,0.0078196,10.2303662
"14549","IL","District of Columbia",2022-02-11,38.0546845,1.7438404,75.283795,0.0102142,12.7748657
"14550","IN","District of Columbia",2022-02-11,38.5476362,1.6368994,51.1025992,0.0697901,14.1848115
"14551","KS","District of Columbia",2022-02-11,34.7575645,1.9034935,51.5302256,0.0686388,12.0614935
"14552","KY","District of Columbia",2022-02-11,42.5993121,3.8268899,55.9768946,0.047861,17.8687965
"14553","LA","District of Columbia",2022-02-11,42.2897164,2.2919173,56.245596,0.0615059,12.1978304
"14554","MA","District of Columbia",2022-02-11,33.165144,1.5671497,79.2283169,0.0683867,11.9017876
"14555","MD","District of Columbia",2022-02-11,33.3320044,1.6687212,80.3697428,0.0165131,10.2751373
"14556","ME","District of Columbia",2022-02-11,38.8325881,2.8126897,68.509512,0.0634854,17.8927899
"14557","MI","District of Columbia",2022-02-11,34.3479995,2.1437549,56.1831957,0.0616347,13.5264622
"14558","MN","District of Columbia",2022-02-11,29.7409897,1.7987461,56.0826766,0.0505033,10.8409285
"14559","MO","District of Columbia",2022-02-11,37.069994,2.4630049,54.5788561,0.1091479,15.6646574
"14560","MS","District of Columbia",2022-02-11,44.9310191,2.9430372,54.1289208,0.1011195,12.3053609
"14561","MT","District of Columbia",2022-02-11,35.8944118,2.6062871,42.6658184,0.1718659,10.4857515
"14562","NC","District of Columbia",2022-02-11,36.4204228,2.4953535,67.654149,0.0404281,14.2313321
"14563","ND","District of Columbia",2022-02-11,38.8045709,3.2151349,37.8152927,0.1119996,8.5877169
"14564","NE","District of Columbia",2022-02-11,33.7141171,3.0702401,56.8363272,0.2138192,18.9136101
"14565","NH","District of Columbia",2022-02-11,31.1594949,1.7086759,68.0300414,0.1045596,13.1236094
"14566","NJ","District of Columbia",2022-02-11,38.9948186,0.9174515,71.5312006,0.0369914,12.5225019
"14567","NM","District of Columbia",2022-02-11,39.4512698,2.0968824,83.553176,0.0474762,17.5712668
"14568","NV","District of Columbia",2022-02-11,40.0228195,2.1241692,80.563145,0.0273127,12.9904055
"14569","NY","District of Columbia",2022-02-11,40.6813854,1.8690998,81.8986422,0.0199472,12.9368278
"14570","OH","District of Columbia",2022-02-11,37.4450835,1.8540843,53.652965,0.0342079,15.2764699
"14571","OK","District of Columbia",2022-02-11,43.0262703,2.7596853,48.3508125,0.2619729,15.9351228
"14572","OR","District of Columbia",2022-02-11,34.173019,3.3620494,79.6677512,0.0067361,14.3079317
"14573","PA","District of Columbia",2022-02-11,37.3088824,1.5710371,57.0280425,0.0625819,13.4865162
"14574","RI","District of Columbia",2022-02-11,32.5844026,1.629261,81.1671562,0,7.9968949
"14575","SC","District of Columbia",2022-02-11,33.6009494,2.7182226,55.3846894,0.0574929,11.2250047
"14576","SD","District of Columbia",2022-02-11,41.1541725,3.3031003,39.0112568,0.3040477,9.063178
"14577","TN","District of Columbia",2022-02-11,38.7829951,4.0391116,51.4601591,0.0539331,13.1385586
"14578","TX","District of Columbia",2022-02-11,41.8589216,1.9578934,60.4419777,0.0797955,11.7475535
"14579","UT","District of Columbia",2022-02-11,37.0938123,2.69769,53.7314585,0.0263746,15.4078977
"14580","VA","District of Columbia",2022-02-11,32.8431923,1.7720039,67.3486694,0.0665182,12.4537859
"14581","VT","District of Columbia",2022-02-11,30.2695959,1.9832613,75.6433288,0,11.4889288
"14582","WA","District of Columbia",2022-02-11,34.5987988,1.9822052,81.8738595,0.0148546,14.4982491
"14583","WI","District of Columbia",2022-02-11,31.9458587,1.6562012,52.3670391,0.0710287,13.4551346
"14584","WV","District of Columbia",2022-02-11,41.2936143,2.8630921,56.5580185,0.0400208,22.3459161
"14585","WY","District of Columbia",2022-02-11,36.1858738,5.1590728,33.4844511,0.0490641,11.9336242
"14586","AK","District of Columbia",2022-02-12,28.0000835,2.0330635,58.615978,0,13.7166666
"14587","AL","District of Columbia",2022-02-12,35.6910815,2.2732978,50.8275048,0.0348324,13.3968865
"14588","AR","District of Columbia",2022-02-12,44.5648164,2.6423516,51.1544103,0.1131347,13.9612599
"14589","AZ","District of Columbia",2022-02-12,35.1767865,2.6246641,59.4345158,0.1212709,13.8391017
"14590","CA","District of Columbia",2022-02-12,42.3707126,2.3955096,82.1007156,0.0123378,12.1834052
"14591","CO","District of Columbia",2022-02-12,36.8530148,1.8093312,63.0193851,0.0664141,13.2130115
"14592","CT","District of Columbia",2022-02-12,39.8626302,1.0354321,76.338331,0,9.4434064
"14593","DE","District of Columbia",2022-02-12,37.655468,1.931276,79.7167796,0.0289533,12.386229
"14594","FL","District of Columbia",2022-02-12,39.8651077,2.2068759,55.6578685,0.0420684,11.6121404
"14595","GA","District of Columbia",2022-02-12,38.3004783,1.952696,57.580373,0.0506869,14.0863961
"14596","HI","District of Columbia",2022-02-12,39.0658595,1.4093613,87.8104465,0,8.6430171
"14597","IA","District of Columbia",2022-02-12,37.8477941,3.3257933,43.4499477,0.2348167,10.4529684
"14598","ID","District of Columbia",2022-02-12,35.2018155,2.662261,45.0870894,0.0078196,10.8303534
"14599","IL","District of Columbia",2022-02-12,38.1632989,1.5549659,74.9345286,0.0102142,13.387474
"14600","IN","District of Columbia",2022-02-12,38.1935986,1.6170216,51.2810943,0.0719049,14.8858965
"14601","KS","District of Columbia",2022-02-12,36.327648,1.8642284,50.5273254,0.0980554,13.2593242
"14602","KY","District of Columbia",2022-02-12,43.553467,3.9830337,55.1356921,0.047861,18.8701395
"14603","LA","District of Columbia",2022-02-12,41.6637025,2.4428011,57.187448,0.0676565,14.8014015
"14604","MA","District of Columbia",2022-02-12,34.0763925,1.7238927,78.7901076,0.076676,12.3855998
"14605","MD","District of Columbia",2022-02-12,33.4506225,1.7296179,79.2861208,0.0188721,10.0741163
"14606","ME","District of Columbia",2022-02-12,37.181591,2.881251,68.2926396,0.0740663,16.9631721
"14607","MI","District of Columbia",2022-02-12,35.2090616,2.1611508,56.1719323,0.0573346,14.1278783
"14608","MN","District of Columbia",2022-02-12,29.08247,1.6038788,56.8380695,0.0479781,10.0110128
"14609","MO","District of Columbia",2022-02-12,37.125289,2.3772976,54.8641874,0.0975364,14.2040036
"14610","MS","District of Columbia",2022-02-12,44.5450786,2.4764893,53.3221919,0.1059347,13.8932985
"14611","MT","District of Columbia",2022-02-12,36.6597748,2.7470267,40.8585733,0.1718659,11.0775672
"14612","NC","District of Columbia",2022-02-12,37.1132188,2.2509133,67.0457072,0.0431233,13.5953425
"14613","ND","District of Columbia",2022-02-12,38.5028038,2.6487771,35.5107824,0.093333,10.5972258
"14614","NE","District of Columbia",2022-02-12,32.6970336,3.0194793,57.0734796,0.2138192,17.6340014
"14615","NH","District of Columbia",2022-02-12,31.5619785,1.6898616,67.5516209,0.1150155,13.9969861
"14616","NJ","District of Columbia",2022-02-12,38.78802,0.854994,70.4861752,0.0402081,11.9204054
"14617","NM","District of Columbia",2022-02-12,40.7318367,2.024008,82.9836265,0.0474762,16.6251851
"14618","NV","District of Columbia",2022-02-12,42.3781171,2.1192566,77.4652349,0.0273127,12.8830305
"14619","NY","District of Columbia",2022-02-12,40.0336807,1.8455545,81.3778459,0.0251187,12.8176301
"14620","OH","District of Columbia",2022-02-12,38.0986438,2.1517163,52.772771,0.0354296,16.737108
"14621","OK","District of Columbia",2022-02-12,40.1801119,2.4127928,46.2426924,0.2512069,16.2458914
"14622","OR","District of Columbia",2022-02-12,35.5626244,2.8907055,79.1485522,0.0067361,14.7610551
"14623","PA","District of Columbia",2022-02-12,37.4270637,1.4651603,57.5290567,0.067052,13.3345109
"14624","RI","District of Columbia",2022-02-12,32.1945324,1.4121745,80.4892169,0,8.3955664
"14625","SC","District of Columbia",2022-02-12,35.0208877,2.5116699,55.6456745,0.0547551,12.2482451
"14626","SD","District of Columbia",2022-02-12,42.9775311,2.890336,39.9918432,0.3040477,10.962934
"14627","TN","District of Columbia",2022-02-12,38.738726,3.743941,50.7066136,0.0497844,13.1354099
"14628","TX","District of Columbia",2022-02-12,42.0041234,1.9389171,60.1461925,0.0841745,12.0817481
"14629","UT","District of Columbia",2022-02-12,35.9768188,2.7045548,52.1553811,0.0175831,15.2451083
"14630","VA","District of Columbia",2022-02-12,34.3504689,1.7205737,67.001376,0.0648552,12.5286342
"14631","VT","District of Columbia",2022-02-12,28.0074035,1.6419399,76.1455364,0,14.691223
"14632","WA","District of Columbia",2022-02-12,35.4818902,1.7357264,82.0686775,0.0148546,14.8736346
"14633","WI","District of Columbia",2022-02-12,31.4585109,1.5974434,51.2747349,0.0685794,12.8134914
"14634","WV","District of Columbia",2022-02-12,43.8125651,3.114671,56.3729301,0.0400208,21.4571452
"14635","WY","District of Columbia",2022-02-12,34.8770258,5.0885702,34.2635392,0.0490641,11.3503082
"14636","AK","District of Columbia",2022-02-13,30.6095378,3.1634515,58.7144686,0,14.5554816
"14637","AL","District of Columbia",2022-02-13,38.2292533,2.4065532,50.2154704,0.0348324,13.2926688
"14638","AR","District of Columbia",2022-02-13,44.0112294,2.3221869,51.3314686,0.0801371,14.7465378
"14639","AZ","District of Columbia",2022-02-13,35.4197374,2.107611,58.1114039,0.117421,13.7348035
"14640","CA","District of Columbia",2022-02-13,42.9432947,2.4476897,81.8529096,0.0123378,12.7378423
"14641","CO","District of Columbia",2022-02-13,35.7110314,2.1280502,63.2958506,0.0491956,13.7632498
"14642","CT","District of Columbia",2022-02-13,40.5071116,0.8613679,75.1908686,0,10.9130997
"14643","DE","District of Columbia",2022-02-13,38.5199086,1.670867,78.9096319,0.0289533,14.7692376
"14644","FL","District of Columbia",2022-02-13,40.369765,2.1465848,54.9087352,0.0420684,11.5926806
"14645","GA","District of Columbia",2022-02-13,37.6355402,1.637735,56.7738746,0.0546885,13.8187046
"14646","HI","District of Columbia",2022-02-13,40.2330746,1.3625635,88.9907416,0,11.4951243
"14647","IA","District of Columbia",2022-02-13,37.8154522,3.3629754,42.8543923,0.2438482,12.394162
"14648","ID","District of Columbia",2022-02-13,35.1574715,2.5018036,44.0667228,0.0078196,10.9266573
"14649","IL","District of Columbia",2022-02-13,37.5645526,1.692542,74.9316545,0.0079444,14.0073115
"14650","IN","District of Columbia",2022-02-13,36.2966829,1.4643379,50.4422942,0.0761346,15.1506628
"14651","KS","District of Columbia",2022-02-13,37.2608998,1.8842567,48.4820155,0.1127637,12.9621824
"14652","KY","District of Columbia",2022-02-13,43.0028626,4.1338276,54.944109,0.0542425,20.1719072
"14653","LA","District of Columbia",2022-02-13,42.716709,2.5577972,57.030988,0.0707318,15.6723485
"14654","MA","District of Columbia",2022-02-13,34.7236544,1.4188871,78.9764392,0.076676,11.3889463
"14655","MD","District of Columbia",2022-02-13,32.7468353,1.8054203,78.3577925,0.0165131,10.4638477
"14656","ME","District of Columbia",2022-02-13,40.7030731,2.4731605,66.2426246,0.0634854,17.0192053
"14657","MI","District of Columbia",2022-02-13,36.2677631,2.0716238,55.5158169,0.0516011,14.5517671
"14658","MN","District of Columbia",2022-02-13,29.8976626,1.7235253,55.4478931,0.0580787,10.9659279
"14659","MO","District of Columbia",2022-02-13,38.2961955,2.4383868,54.7431367,0.0905695,14.027597
"14660","MS","District of Columbia",2022-02-13,44.8353256,2.5952409,54.229922,0.1203804,14.9578188
"14661","MT","District of Columbia",2022-02-13,36.2439019,3.0346235,39.270512,0.1057636,12.1401349
"14662","NC","District of Columbia",2022-02-13,37.0352244,2.0163548,66.0259255,0.0444709,14.0171391
"14663","ND","District of Columbia",2022-02-13,40.8132175,2.4552282,32.8901108,0.1119996,11.1651671
"14664","NE","District of Columbia",2022-02-13,31.6762721,3.0130906,57.2114138,0.2211922,17.5194968
"14665","NH","District of Columbia",2022-02-13,31.1170933,1.8764282,66.1735224,0.0941036,13.9412934
"14666","NJ","District of Columbia",2022-02-13,38.4789244,0.9697234,70.2401314,0.045033,11.5906224
"14667","NM","District of Columbia",2022-02-13,42.28245,1.9932997,83.3824402,0.0542585,17.1769721
"14668","NV","District of Columbia",2022-02-13,40.9712028,1.9042603,75.7271483,0.0182085,11.3406985
"14669","NY","District of Columbia",2022-02-13,39.4290578,1.7232383,79.8006909,0.0273351,12.2912318
"14670","OH","District of Columbia",2022-02-13,36.9397204,2.2358879,52.6381597,0.0342079,15.9873858
"14671","OK","District of Columbia",2022-02-13,40.5451828,2.4969686,45.1397138,0.2404409,16.568045
"14672","OR","District of Columbia",2022-02-13,35.3523662,2.6207413,78.7091424,0.0067361,15.3762935
"14673","PA","District of Columbia",2022-02-13,37.5262897,1.483367,58.2769629,0.0704046,12.9057822
"14674","RI","District of Columbia",2022-02-13,31.3727604,1.3453245,79.8598844,0.0135137,8.3055124
"14675","SC","District of Columbia",2022-02-13,35.8296026,2.3485975,54.5653315,0.0465418,12.4993477
"14676","SD","District of Columbia",2022-02-13,44.732045,2.9728722,37.1573445,0.3200502,14.5609332
"14677","TN","District of Columbia",2022-02-13,38.7782776,3.6866615,50.7427398,0.0518588,14.0675477
"14678","TX","District of Columbia",2022-02-13,41.8524449,2.0131189,59.3325699,0.0890401,12.3509642
