,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
5573,mi,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.1711799,0.5228724,3910.0142,state,fb-survey
5574,mn,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,11.8292519,0.7569909,1820.1221,state,fb-survey
5575,mo,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.7685658,0.7143232,2182.8587,state,fb-survey
5576,ms,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.8452973,0.9475065,1247.0119,state,fb-survey
5577,mt,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,11.2686813,1.3841412,521.9023,state,fb-survey
5578,nc,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,11.5574968,0.5247569,3712.0047,state,fb-survey
5579,nd,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.481262,1.9707593,281.2499,state,fb-survey
5580,ne,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,11.6183695,1.1387521,791.8608,state,fb-survey
5581,nh,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,11.9309823,1.312456,610.0,state,fb-survey
5582,nj,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,9.7949675,0.6139573,2343.999,state,fb-survey
5583,nm,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,14.6668846,1.1358226,970.1402,state,fb-survey
5584,nv,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,11.735097,1.1265003,816.2292,state,fb-survey
5585,ny,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,10.856933,0.440709,4983.0001,state,fb-survey
5586,oh,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.7579933,0.5271065,4006.0031,state,fb-survey
5587,ok,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.9541226,0.8256774,1653.9996,state,fb-survey
5588,or,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,13.164533,0.7509678,2027.0292,state,fb-survey
5589,pa,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.9251302,0.5132727,4272.0023,state,fb-survey
5590,ri,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,14.394609,1.7913788,383.9955,state,fb-survey
5591,sc,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,10.0684814,0.6375,2228.0014,state,fb-survey
5592,sd,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,10.402633,1.6245958,353.1408,state,fb-survey
5593,tn,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.897562,0.6564904,2606.641,state,fb-survey
5594,tx,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.4396827,0.3646834,8190.0132,state,fb-survey
5595,ut,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,14.2639805,1.0761395,1056.0072,state,fb-survey
5596,va,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.0230236,0.5892113,3046.7765,state,fb-survey
5597,vt,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,11.477368,1.7493593,332.0004,state,fb-survey
5598,wa,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.4119707,0.6026861,2992.975,state,fb-survey
5599,wi,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,8.7744014,0.6065115,2175.9861,state,fb-survey
5600,wv,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,12.8742231,1.1360851,869.0524,state,fb-survey
5601,wy,smoothed_wdepressed_7d,2021-08-18,2021-08-23,5,17.1253706,2.284378,271.9729,state,fb-survey
5602,ak,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,14.6627638,1.9867699,317.0,state,fb-survey
5603,al,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,14.6848972,0.7962519,1976.0405,state,fb-survey
5604,ar,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.1692564,0.9429245,1286.1183,state,fb-survey
5605,az,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.0594321,0.6952724,2193.846,state,fb-survey
5606,ca,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.2477084,0.3298299,9176.2131,state,fb-survey
5607,co,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.0316044,0.7174123,1906.939,state,fb-survey
5608,ct,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,9.9751718,0.8011844,1399.0,state,fb-survey
5609,dc,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,10.771469,2.4509212,160.0,state,fb-survey
5610,de,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,14.9573796,1.7279902,426.0,state,fb-survey
5611,fl,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.403364,0.3688954,7983.9998,state,fb-survey
5612,ga,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.5497253,0.5919555,3131.9675,state,fb-survey
5613,hi,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,9.5322566,1.3054778,506.0,state,fb-survey
5614,ia,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.0023428,0.8431917,1485.5404,state,fb-survey
5615,id,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,10.9289813,1.1254267,768.5669,state,fb-survey
5616,il,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,10.9335458,0.4955812,3965.0218,state,fb-survey
5617,in,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.9778641,0.7263624,2278.9998,state,fb-survey
5618,ks,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.6231351,0.9923116,1195.0289,state,fb-survey
5619,ky,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,14.3626516,0.8061376,1892.6898,state,fb-survey
5620,la,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,14.1629329,0.8024019,1888.1833,state,fb-survey
5621,ma,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,14.1288535,0.7976297,1907.004,state,fb-survey
5622,md,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.3876498,0.7929152,1604.9993,state,fb-survey
5623,me,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.4668639,1.1728624,738.0,state,fb-survey
5624,mi,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.7796011,0.5170609,3887.0145,state,fb-survey
5625,mn,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.5941822,0.7566971,1790.0983,state,fb-survey
5626,mo,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.222241,0.7393624,2098.9337,state,fb-survey
5627,ms,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.4439424,0.9563938,1272.1861,state,fb-survey
5628,mt,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,10.6992579,1.3701835,508.922,state,fb-survey
5629,nc,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.7421529,0.5314671,3669.0051,state,fb-survey
5630,nd,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.3705861,1.8958693,280.378,state,fb-survey
5631,ne,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.6569874,1.1418367,789.8607,state,fb-survey
5632,nh,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.2632864,1.3346754,604.0,state,fb-survey
5633,nj,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,9.9923969,0.6189071,2347.999,state,fb-survey
5634,nm,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,16.4468847,1.1763171,993.1102,state,fb-survey
5635,nv,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.0737265,1.1503472,802.236,state,fb-survey
5636,ny,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.2350263,0.4459803,5013.9996,state,fb-survey
5637,oh,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.936416,0.5308331,3997.0031,state,fb-survey
5638,ok,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.3068909,0.8053419,1663.9998,state,fb-survey
5639,or,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.0875396,0.7461614,2043.029,state,fb-survey
5640,pa,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.9723,0.5138887,4275.0026,state,fb-survey
5641,ri,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.0757129,1.7027953,391.996,state,fb-survey
5642,sc,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,10.289508,0.6409398,2247.0016,state,fb-survey
5643,sd,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,10.3620895,1.6363137,346.9013,state,fb-survey
5644,tn,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.5472069,0.6473656,2618.3127,state,fb-survey
5645,tx,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,12.368735,0.3641451,8174.0137,state,fb-survey
5646,ut,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,15.1083476,1.0841973,1091.1019,state,fb-survey
5647,va,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,11.5081676,0.5749961,3080.2049,state,fb-survey
5648,vt,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,10.4144383,1.6663534,336.0003,state,fb-survey
5649,wa,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,13.4561686,0.6217003,3012.9739,state,fb-survey
5650,wi,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,9.0283531,0.6147929,2172.9858,state,fb-survey
5651,wv,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,14.7712382,1.2076971,863.1515,state,fb-survey
5652,wy,smoothed_wdepressed_7d,2021-08-19,2021-08-24,5,15.9352705,2.1757454,282.9809,state,fb-survey
5653,ak,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.0204456,1.8207731,319.0,state,fb-survey
5654,al,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,15.6308698,0.8161033,1980.0512,state,fb-survey
5655,ar,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,14.8773632,0.9873274,1299.1181,state,fb-survey
5656,az,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.7931393,0.7094264,2216.7316,state,fb-survey
5657,ca,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.7249153,0.3353912,9201.2006,state,fb-survey
5658,co,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.8294085,0.7476504,1865.9053,state,fb-survey
5659,ct,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,10.5613092,0.8258415,1385.0,state,fb-survey
5660,dc,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.1542334,2.5044346,158.0,state,fb-survey
5661,de,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.2170751,1.614576,440.0,state,fb-survey
5662,fl,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.646896,0.3711916,8018.0001,state,fb-survey
5663,ga,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.9740381,0.5987002,3149.9614,state,fb-survey
5664,hi,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,8.5977013,1.2425413,509.0,state,fb-survey
5665,ia,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.9700097,0.8484897,1463.6325,state,fb-survey
5666,id,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.715169,1.1777922,745.5852,state,fb-survey
5667,il,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.1110257,0.4982091,3979.0436,state,fb-survey
5668,in,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,14.1525646,0.7328836,2261.9995,state,fb-survey
5669,ks,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.1050382,0.9729226,1203.0296,state,fb-survey
5670,ky,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,14.0598718,0.8032593,1872.6898,state,fb-survey
5671,la,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,14.1284644,0.8043595,1875.1835,state,fb-survey
5672,ma,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.9416004,0.7954876,1896.003,state,fb-survey
5673,md,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.6163664,0.793647,1629.9992,state,fb-survey
5674,me,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.9284053,1.1882906,744.0,state,fb-survey
5675,mi,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.6685421,0.5301763,3936.0145,state,fb-survey
5676,mn,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.4186907,0.7480104,1807.7698,state,fb-survey
5677,mo,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.3775497,0.7507771,2055.8197,state,fb-survey
5678,ms,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.9258626,0.9695561,1275.1136,state,fb-survey
5679,mt,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.2821986,1.3915471,516.9026,state,fb-survey
5680,nc,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.1427959,0.5416713,3636.0049,state,fb-survey
5681,nd,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.469561,1.8830602,286.3591,state,fb-survey
5682,ne,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,10.8879178,1.1054773,793.9292,state,fb-survey
5683,nh,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.2389763,1.2694898,619.0,state,fb-survey
5684,nj,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,9.9968779,0.6220848,2324.999,state,fb-survey
5685,nm,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,15.9248552,1.156334,1001.3283,state,fb-survey
5686,nv,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.7851973,1.1752903,807.2486,state,fb-survey
5687,ny,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.6378818,0.4536442,4996.9996,state,fb-survey
5688,oh,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.0863014,0.5275981,4086.0029,state,fb-survey
5689,ok,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.6989235,0.8167883,1661.7568,state,fb-survey
5690,or,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.1758013,0.7401858,2088.0278,state,fb-survey
5691,pa,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.1224755,0.5176208,4255.0028,state,fb-survey
5692,ri,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,15.7764329,1.8899552,371.997,state,fb-survey
5693,sc,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,10.7980021,0.6484049,2291.002,state,fb-survey
5694,sd,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,7.8894332,1.4447037,348.1751,state,fb-survey
5695,tn,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.1129076,0.6415733,2586.3124,state,fb-survey
5696,tx,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,12.2440631,0.3634725,8133.1518,state,fb-survey
5697,ut,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,14.8760313,1.0955061,1055.1382,state,fb-survey
5698,va,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.1902108,0.5690488,3069.0221,state,fb-survey
5699,vt,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,11.1574482,1.7305288,331.0002,state,fb-survey
5700,wa,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,13.5632152,0.6259673,2991.975,state,fb-survey
5701,wi,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,8.8253118,0.6165144,2116.9856,state,fb-survey
5702,wv,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,16.2826005,1.2603406,858.1508,state,fb-survey
5703,wy,smoothed_wdepressed_7d,2021-08-20,2021-08-25,5,15.2140659,2.1127441,288.985,state,fb-survey
5704,ak,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,16.1793449,2.0522396,322.0,state,fb-survey
5705,al,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,14.7865306,0.8001464,1968.0477,state,fb-survey
5706,ar,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,14.4159075,0.9813479,1281.1177,state,fb-survey
5707,az,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.9292345,0.7160329,2195.7316,state,fb-survey
5708,ca,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.9038909,0.3383707,9159.2543,state,fb-survey
5709,co,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.0310561,0.7604991,1829.9351,state,fb-survey
5710,ct,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,10.6470475,0.8354513,1363.0,state,fb-survey
5711,dc,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.8155889,2.6714507,146.0,state,fb-survey
5712,de,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,14.3780147,1.688108,432.0,state,fb-survey
5713,fl,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.5385302,0.3692059,8044.9998,state,fb-survey
5714,ga,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.655441,0.6086315,3182.9651,state,fb-survey
5715,hi,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.1591215,1.3928713,511.0,state,fb-survey
5716,ia,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.8101463,0.842642,1466.8566,state,fb-survey
5717,id,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.3902395,1.2106696,740.5952,state,fb-survey
5718,il,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,10.9805478,0.4955141,3981.044,state,fb-survey
5719,in,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.0049373,0.6992297,2313.9985,state,fb-survey
5720,ks,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.6036026,0.943624,1237.0587,state,fb-survey
5721,ky,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,14.1863455,0.8011527,1896.6901,state,fb-survey
5722,la,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,14.4372841,0.8094838,1885.184,state,fb-survey
5723,ma,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.4549014,0.795738,1839.0045,state,fb-survey
5724,md,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.0026383,0.7666543,1665.9993,state,fb-survey
5725,me,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.0752651,1.2109734,724.0,state,fb-survey
5726,mi,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.3269541,0.5379111,3992.0321,state,fb-survey
5727,mn,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.0284397,0.7691279,1788.7697,state,fb-survey
5728,mo,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.1955743,0.7424901,2077.7285,state,fb-survey
5729,ms,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.687666,0.9760828,1240.0208,state,fb-survey
5730,mt,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,10.5456921,1.3548839,513.8924,state,fb-survey
5731,nc,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.8644444,0.5370134,3626.0046,state,fb-survey
5732,nd,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.1672209,2.0087239,283.3592,state,fb-survey
5733,ne,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,10.9977151,1.1103721,793.9013,state,fb-survey
5734,nh,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.3028222,1.3096941,629.0,state,fb-survey
5735,nj,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,10.0102544,0.6271933,2289.999,state,fb-survey
5736,nm,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,15.1687211,1.1164772,1032.2984,state,fb-survey
5737,nv,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,14.3731177,1.2272067,817.195,state,fb-survey
5738,ny,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.1834383,0.4466013,4979.9997,state,fb-survey
5739,oh,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.297799,0.527785,4139.0035,state,fb-survey
5740,ok,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.1349914,0.827185,1667.5137,state,fb-survey
5741,or,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.8814344,0.7562926,2090.0249,state,fb-survey
5742,pa,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.725077,0.5140379,4203.0029,state,fb-survey
5743,ri,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.8183571,1.7594536,360.9955,state,fb-survey
5744,sc,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,10.7442836,0.6433445,2317.0013,state,fb-survey
5745,sd,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,8.4091415,1.4687729,357.0216,state,fb-survey
5746,tn,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.9432301,0.662625,2566.313,state,fb-survey
5747,tx,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.5941184,0.3688211,8092.3938,state,fb-survey
5748,ut,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,14.5290776,1.0884762,1048.1382,state,fb-survey
5749,va,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,11.4821065,0.5740097,3084.7092,state,fb-survey
5750,vt,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,12.0334635,1.7775897,335.0002,state,fb-survey
5751,wa,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,13.4788854,0.6236974,2997.9768,state,fb-survey
5752,wi,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,10.2472867,0.6467236,2198.9688,state,fb-survey
5753,wv,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,15.4039065,1.229416,862.1512,state,fb-survey
5754,wy,smoothed_wdepressed_7d,2021-08-21,2021-08-26,5,16.1113564,2.1477296,293.0057,state,fb-survey
5755,ak,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,16.1690783,2.051714,322.0,state,fb-survey
5756,al,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,15.4999529,0.8166151,1964.05,state,fb-survey
5757,ar,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,16.1292614,1.0269323,1282.748,state,fb-survey
5758,az,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.6705115,0.7263819,2236.7316,state,fb-survey
5759,ca,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.7558049,0.3384236,9057.6834,state,fb-survey
5760,co,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.9292498,0.7519814,1857.9356,state,fb-survey
5761,ct,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,10.5522807,0.8300371,1370.0,state,fb-survey
5762,dc,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.5743245,2.9479059,135.0,state,fb-survey
5763,de,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,14.4809952,1.6834096,437.0,state,fb-survey
5764,fl,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.5964045,0.3724195,7937.9998,state,fb-survey
5765,ga,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,14.1094846,0.6152059,3201.9562,state,fb-survey
5766,hi,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,10.5664154,1.3802995,496.0,state,fb-survey
5767,ia,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.1057314,0.8482249,1478.8684,state,fb-survey
5768,id,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.1605842,1.2339367,750.5961,state,fb-survey
5769,il,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,10.6471828,0.4867728,4015.0438,state,fb-survey
5770,in,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.6124962,0.7070913,2352.0019,state,fb-survey
5771,ks,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.4390258,0.9720998,1231.0288,state,fb-survey
5772,ky,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,14.4135873,0.8059016,1899.3846,state,fb-survey
5773,la,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,14.2829723,0.8092334,1869.5543,state,fb-survey
5774,ma,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.3495004,0.7701404,1825.0045,state,fb-survey
5775,md,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,10.4110526,0.7576139,1624.9993,state,fb-survey
5776,me,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.9497105,1.2005566,730.0,state,fb-survey
5777,mi,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.6368481,0.5227465,4040.032,state,fb-survey
5778,mn,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.0085356,0.7724942,1770.6801,state,fb-survey
5779,mo,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.5618994,0.7295445,2063.7282,state,fb-survey
5780,ms,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.2900275,0.9728686,1217.5493,state,fb-survey
5781,mt,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,9.9368447,1.3145524,517.8928,state,fb-survey
5782,nc,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.9532298,0.5393427,3618.0048,state,fb-survey
5783,nd,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.6640202,1.923935,278.3589,state,fb-survey
5784,ne,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.0716272,1.1171843,788.864,state,fb-survey
5785,nh,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.9835974,1.2817635,642.0,state,fb-survey
5786,nj,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,9.3517258,0.6069703,2300.9989,state,fb-survey
5787,nm,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,15.159565,1.1129695,1038.3005,state,fb-survey
5788,nv,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.5183751,1.2087215,800.195,state,fb-survey
5789,ny,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.5047094,0.4492731,5043.9993,state,fb-survey
5790,oh,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.2967365,0.5265601,4158.0009,state,fb-survey
5791,ok,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.735825,0.8422658,1670.2707,state,fb-survey
5792,or,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,14.1496111,0.7646506,2077.5941,state,fb-survey
5793,pa,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,13.2443438,0.5216808,4222.0027,state,fb-survey
5794,ri,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.6484672,1.7518853,359.9955,state,fb-survey
5795,sc,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,10.633553,0.6394525,2324.0011,state,fb-survey
5796,sd,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,8.751724,1.4952898,357.1639,state,fb-survey
5797,tn,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.4537128,0.6499908,2580.6085,state,fb-survey
5798,tx,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,12.8132512,0.3711312,8110.6342,state,fb-survey
5799,ut,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,14.0955389,1.0900142,1019.1382,state,fb-survey
5800,va,smoothed_wdepressed_7d,2021-08-22,2021-08-26,4,11.0053036,0.5623139,3097.4799,state,fb-survey
