,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
4911,mn,smoothed_wworried_finances,2021-08-05,2021-08-10,5,29.7233456,0.9605126,2264.1368,state,fb-survey
4912,mo,smoothed_wworried_finances,2021-08-05,2021-08-10,5,36.3317738,0.8995243,2858.7984,state,fb-survey
4913,ms,smoothed_wworried_finances,2021-08-05,2021-08-10,5,43.9676455,1.3465063,1358.7993,state,fb-survey
4914,mt,smoothed_wworried_finances,2021-08-05,2021-08-10,5,35.0816066,1.9856637,577.6115,state,fb-survey
4915,nc,smoothed_wworried_finances,2021-08-05,2021-08-10,5,35.9834542,0.7215887,4424.0049,state,fb-survey
4916,nd,smoothed_wworried_finances,2021-08-05,2021-08-10,5,31.5594431,2.608663,317.4,state,fb-survey
4917,ne,smoothed_wworried_finances,2021-08-05,2021-08-10,5,32.7655711,1.5167233,957.6278,state,fb-survey
4918,nh,smoothed_wworried_finances,2021-08-05,2021-08-10,5,28.3319793,1.6735248,725.0,state,fb-survey
4919,nj,smoothed_wworried_finances,2021-08-05,2021-08-10,5,36.7678352,0.9176349,2760.9989,state,fb-survey
4920,nm,smoothed_wworried_finances,2021-08-05,2021-08-10,5,43.0655736,1.470635,1133.6928,state,fb-survey
4921,nv,smoothed_wworried_finances,2021-08-05,2021-08-10,5,46.9997529,1.5202424,1077.8239,state,fb-survey
4922,ny,smoothed_wworried_finances,2021-08-05,2021-08-10,5,40.3332067,0.6393677,5887.0005,state,fb-survey
4923,oh,smoothed_wworried_finances,2021-08-05,2021-08-10,5,35.0623194,0.6815949,4901.0008,state,fb-survey
4924,ok,smoothed_wworried_finances,2021-08-05,2021-08-10,5,41.6784332,1.108243,1979.113,state,fb-survey
4925,or,smoothed_wworried_finances,2021-08-05,2021-08-10,5,33.5379431,1.0076122,2195.449,state,fb-survey
4926,pa,smoothed_wworried_finances,2021-08-05,2021-08-10,5,33.8812038,0.651489,5278.0023,state,fb-survey
4927,ri,smoothed_wworried_finances,2021-08-05,2021-08-10,5,32.9951818,2.1306648,486.997,state,fb-survey
4928,sc,smoothed_wworried_finances,2021-08-05,2021-08-10,5,35.7982896,0.9438315,2580.0015,state,fb-survey
4929,sd,smoothed_wworried_finances,2021-08-05,2021-08-10,5,31.461068,2.2200548,437.5054,state,fb-survey
4930,tn,smoothed_wworried_finances,2021-08-05,2021-08-10,5,37.4718885,0.8930454,2937.8785,state,fb-survey
4931,tx,smoothed_wworried_finances,2021-08-05,2021-08-10,5,44.8720641,0.5082548,9576.0137,state,fb-survey
4932,ut,smoothed_wworried_finances,2021-08-05,2021-08-10,5,35.4242565,1.356548,1243.0822,state,fb-survey
4933,va,smoothed_wworried_finances,2021-08-05,2021-08-10,5,35.3373812,0.7797322,3758.3455,state,fb-survey
4934,vt,smoothed_wworried_finances,2021-08-05,2021-08-10,5,32.8042185,2.2909243,420.0009,state,fb-survey
4935,wa,smoothed_wworried_finances,2021-08-05,2021-08-10,5,35.6697923,0.8277545,3348.979,state,fb-survey
4936,wi,smoothed_wworried_finances,2021-08-05,2021-08-10,5,31.6207706,0.9044813,2643.0018,state,fb-survey
4937,wv,smoothed_wworried_finances,2021-08-05,2021-08-10,5,40.0653552,1.5395988,1013.0521,state,fb-survey
4938,wy,smoothed_wworried_finances,2021-08-05,2021-08-10,5,36.576,2.8835412,278.9957,state,fb-survey
4939,ak,smoothed_wworried_finances,2021-08-06,2021-08-11,5,37.4330963,2.5831323,351.0,state,fb-survey
4940,al,smoothed_wworried_finances,2021-08-06,2021-08-11,5,41.183697,1.0812126,2072.0529,state,fb-survey
4941,ar,smoothed_wworried_finances,2021-08-06,2021-08-11,5,42.2664416,1.2674594,1518.9935,state,fb-survey
4942,az,smoothed_wworried_finances,2021-08-06,2021-08-11,5,35.3036279,0.921236,2691.2713,state,fb-survey
4943,ca,smoothed_wworried_finances,2021-08-06,2021-08-11,5,42.0129823,0.4765459,10727.6533,state,fb-survey
4944,co,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.2786528,1.009675,2209.8714,state,fb-survey
4945,ct,smoothed_wworried_finances,2021-08-06,2021-08-11,5,37.7936918,1.1766791,1698.0,state,fb-survey
4946,dc,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.1318848,3.3444116,201.0,state,fb-survey
4947,de,smoothed_wworried_finances,2021-08-06,2021-08-11,5,30.6904831,2.0667294,498.0,state,fb-survey
4948,fl,smoothed_wworried_finances,2021-08-06,2021-08-11,5,40.4794515,0.5105295,9243.9998,state,fb-survey
4949,ga,smoothed_wworried_finances,2021-08-06,2021-08-11,5,39.1754945,0.8571859,3242.9705,state,fb-survey
4950,hi,smoothed_wworried_finances,2021-08-06,2021-08-11,5,39.9684687,2.1797304,505.0,state,fb-survey
4951,ia,smoothed_wworried_finances,2021-08-06,2021-08-11,5,33.6151028,1.1475645,1694.5309,state,fb-survey
4952,id,smoothed_wworried_finances,2021-08-06,2021-08-11,5,32.28129,1.6074145,846.0651,state,fb-survey
4953,il,smoothed_wworried_finances,2021-08-06,2021-08-11,5,35.4168134,0.6789473,4962.0,state,fb-survey
4954,in,smoothed_wworried_finances,2021-08-06,2021-08-11,5,37.2445081,0.9324857,2688.0021,state,fb-survey
4955,ks,smoothed_wworried_finances,2021-08-06,2021-08-11,5,39.0687286,1.3110491,1384.942,state,fb-survey
4956,ky,smoothed_wworried_finances,2021-08-06,2021-08-11,5,40.3157004,1.1213985,1913.4379,state,fb-survey
4957,la,smoothed_wworried_finances,2021-08-06,2021-08-11,5,43.8052073,1.0419571,2267.3686,state,fb-survey
4958,ma,smoothed_wworried_finances,2021-08-06,2021-08-11,5,35.7783545,1.048271,2091.003,state,fb-survey
4959,md,smoothed_wworried_finances,2021-08-06,2021-08-11,5,37.4952252,1.1222032,1860.9991,state,fb-survey
4960,me,smoothed_wworried_finances,2021-08-06,2021-08-11,5,33.52806,1.62886,840.0,state,fb-survey
4961,mi,smoothed_wworried_finances,2021-08-06,2021-08-11,5,32.2347329,0.7018881,4433.9974,state,fb-survey
4962,mn,smoothed_wworried_finances,2021-08-06,2021-08-11,5,29.3457777,0.9971825,2085.1364,state,fb-survey
4963,mo,smoothed_wworried_finances,2021-08-06,2021-08-11,5,36.2620205,0.929392,2675.7925,state,fb-survey
4964,ms,smoothed_wworried_finances,2021-08-06,2021-08-11,5,43.4636612,1.3892728,1273.1481,state,fb-survey
4965,mt,smoothed_wworried_finances,2021-08-06,2021-08-11,5,36.490523,2.01705,569.6201,state,fb-survey
4966,nc,smoothed_wworried_finances,2021-08-06,2021-08-11,5,36.3768263,0.7467853,4150.0051,state,fb-survey
4967,nd,smoothed_wworried_finances,2021-08-06,2021-08-11,5,33.7759399,2.7611783,293.3826,state,fb-survey
4968,ne,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.2417157,1.5968918,882.9884,state,fb-survey
4969,nh,smoothed_wworried_finances,2021-08-06,2021-08-11,5,28.210433,1.7181991,686.0,state,fb-survey
4970,nj,smoothed_wworried_finances,2021-08-06,2021-08-11,5,37.4188313,0.95829,2549.9987,state,fb-survey
4971,nm,smoothed_wworried_finances,2021-08-06,2021-08-11,5,42.7284787,1.5159997,1064.7752,state,fb-survey
4972,nv,smoothed_wworried_finances,2021-08-06,2021-08-11,5,47.0757213,1.5792873,998.9176,state,fb-survey
4973,ny,smoothed_wworried_finances,2021-08-06,2021-08-11,5,39.9919132,0.662486,5468.0004,state,fb-survey
4974,oh,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.8159335,0.7061652,4551.0004,state,fb-survey
4975,ok,smoothed_wworried_finances,2021-08-06,2021-08-11,5,40.6281129,1.1418561,1850.0554,state,fb-survey
4976,or,smoothed_wworried_finances,2021-08-06,2021-08-11,5,32.6481852,1.0375972,2042.4469,state,fb-survey
4977,pa,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.3568408,0.6739716,4965.0022,state,fb-survey
4978,ri,smoothed_wworried_finances,2021-08-06,2021-08-11,5,38.1175514,2.2869645,450.997,state,fb-survey
4979,sc,smoothed_wworried_finances,2021-08-06,2021-08-11,5,35.8041383,0.9695731,2445.0014,state,fb-survey
4980,sd,smoothed_wworried_finances,2021-08-06,2021-08-11,5,28.8238265,2.3021286,387.1035,state,fb-survey
4981,tn,smoothed_wworried_finances,2021-08-06,2021-08-11,5,37.4413899,0.926006,2731.5646,state,fb-survey
4982,tx,smoothed_wworried_finances,2021-08-06,2021-08-11,5,44.283354,0.5263161,8907.0157,state,fb-survey
4983,ut,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.431465,1.3908323,1167.0822,state,fb-survey
4984,va,smoothed_wworried_finances,2021-08-06,2021-08-11,5,35.3744249,0.8102968,3481.8137,state,fb-survey
4985,vt,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.1304117,2.4484836,375.0007,state,fb-survey
4986,wa,smoothed_wworried_finances,2021-08-06,2021-08-11,5,34.3518561,0.8516816,3108.9814,state,fb-survey
4987,wi,smoothed_wworried_finances,2021-08-06,2021-08-11,5,30.9345828,0.9363204,2437.0021,state,fb-survey
4988,wv,smoothed_wworried_finances,2021-08-06,2021-08-11,5,38.2100961,1.5755987,951.0523,state,fb-survey
4989,wy,smoothed_wworried_finances,2021-08-06,2021-08-11,5,37.153841,3.037929,253.0039,state,fb-survey
4990,ak,smoothed_wworried_finances,2021-08-07,2021-08-12,5,35.2250101,2.6059111,336.0,state,fb-survey
4991,al,smoothed_wworried_finances,2021-08-07,2021-08-12,5,41.4397771,1.1251054,1917.0511,state,fb-survey
4992,ar,smoothed_wworried_finances,2021-08-07,2021-08-12,5,40.9162698,1.3301074,1366.4398,state,fb-survey
4993,az,smoothed_wworried_finances,2021-08-07,2021-08-12,5,35.9444483,0.9744192,2424.9174,state,fb-survey
4994,ca,smoothed_wworried_finances,2021-08-07,2021-08-12,5,41.9694424,0.4981216,9815.6533,state,fb-survey
4995,co,smoothed_wworried_finances,2021-08-07,2021-08-12,5,34.2961521,1.0497481,2044.8713,state,fb-survey
4996,ct,smoothed_wworried_finances,2021-08-07,2021-08-12,5,36.8599141,1.2129042,1582.0,state,fb-survey
4997,dc,smoothed_wworried_finances,2021-08-07,2021-08-12,5,39.1069966,3.6783631,176.0,state,fb-survey
4998,de,smoothed_wworried_finances,2021-08-07,2021-08-12,5,31.5848429,2.1986787,447.0,state,fb-survey
4999,fl,smoothed_wworried_finances,2021-08-07,2021-08-12,5,39.7424673,0.5311662,8487.9995,state,fb-survey
5000,ga,smoothed_wworried_finances,2021-08-07,2021-08-12,5,38.4395184,0.8788151,3063.9726,state,fb-survey
5001,hi,smoothed_wworried_finances,2021-08-07,2021-08-12,5,38.0603714,2.251616,465.0,state,fb-survey
5002,ia,smoothed_wworried_finances,2021-08-07,2021-08-12,5,33.3958041,1.2015796,1540.5947,state,fb-survey
5003,id,smoothed_wworried_finances,2021-08-07,2021-08-12,5,32.1551725,1.6820581,771.0554,state,fb-survey
5004,il,smoothed_wworried_finances,2021-08-07,2021-08-12,5,34.9676434,0.7078899,4537.9999,state,fb-survey
5005,in,smoothed_wworried_finances,2021-08-07,2021-08-12,5,37.9923262,0.9799895,2453.0051,state,fb-survey
5006,ks,smoothed_wworried_finances,2021-08-07,2021-08-12,5,37.9748755,1.359744,1273.9421,state,fb-survey
5007,ky,smoothed_wworried_finances,2021-08-07,2021-08-12,5,39.6905156,1.1661744,1760.1323,state,fb-survey
5008,la,smoothed_wworried_finances,2021-08-07,2021-08-12,5,43.3729507,1.0818359,2098.5537,state,fb-survey
5009,ma,smoothed_wworried_finances,2021-08-07,2021-08-12,5,36.6470348,1.1022298,1911.0035,state,fb-survey
5010,md,smoothed_wworried_finances,2021-08-07,2021-08-12,5,37.2806736,1.1629075,1728.9993,state,fb-survey
5011,me,smoothed_wworried_finances,2021-08-07,2021-08-12,5,32.2387141,1.6876485,767.0,state,fb-survey
5012,mi,smoothed_wworried_finances,2021-08-07,2021-08-12,5,32.3941249,0.7280234,4131.9976,state,fb-survey
5013,mn,smoothed_wworried_finances,2021-08-07,2021-08-12,5,28.8570643,1.0359059,1913.125,state,fb-survey
5014,mo,smoothed_wworried_finances,2021-08-07,2021-08-12,5,36.5509139,0.9673811,2478.1545,state,fb-survey
5015,ms,smoothed_wworried_finances,2021-08-07,2021-08-12,5,43.1814721,1.439409,1184.1835,state,fb-survey
5016,mt,smoothed_wworried_finances,2021-08-07,2021-08-12,5,35.9056281,2.1141572,514.8822,state,fb-survey
5017,nc,smoothed_wworried_finances,2021-08-07,2021-08-12,5,36.5628079,0.7780998,3831.0065,state,fb-survey
5018,nd,smoothed_wworried_finances,2021-08-07,2021-08-12,5,35.4636702,3.0188478,251.134,state,fb-survey
5019,ne,smoothed_wworried_finances,2021-08-07,2021-08-12,5,34.4966458,1.6500466,829.9425,state,fb-survey
5020,nh,smoothed_wworried_finances,2021-08-07,2021-08-12,5,28.3142401,1.7992236,627.0,state,fb-survey
5021,nj,smoothed_wworried_finances,2021-08-07,2021-08-12,5,37.8520802,0.9927321,2386.9988,state,fb-survey
5022,nm,smoothed_wworried_finances,2021-08-07,2021-08-12,5,42.6316976,1.5960147,960.1318,state,fb-survey
5023,nv,smoothed_wworried_finances,2021-08-07,2021-08-12,5,46.76737,1.6810971,880.9176,state,fb-survey
5024,ny,smoothed_wworried_finances,2021-08-07,2021-08-12,5,40.0449273,0.6893742,5052.0004,state,fb-survey
5025,oh,smoothed_wworried_finances,2021-08-07,2021-08-12,5,34.3596299,0.7302828,4228.9966,state,fb-survey
5026,ok,smoothed_wworried_finances,2021-08-07,2021-08-12,5,40.9087295,1.1910439,1704.0557,state,fb-survey
5027,or,smoothed_wworried_finances,2021-08-07,2021-08-12,5,33.6952785,1.092325,1872.4478,state,fb-survey
5028,pa,smoothed_wworried_finances,2021-08-07,2021-08-12,5,34.1201397,0.7047326,4526.0021,state,fb-survey
5029,ri,smoothed_wworried_finances,2021-08-07,2021-08-12,5,38.7834103,2.3335444,435.9965,state,fb-survey
5030,sc,smoothed_wworried_finances,2021-08-07,2021-08-12,5,36.4608905,1.0153892,2247.0014,state,fb-survey
5031,sd,smoothed_wworried_finances,2021-08-07,2021-08-12,5,28.7556513,2.4294565,347.1006,state,fb-survey
5032,tn,smoothed_wworried_finances,2021-08-07,2021-08-12,5,36.9945046,0.9610022,2523.8694,state,fb-survey
5033,tx,smoothed_wworried_finances,2021-08-07,2021-08-12,5,44.0835021,0.543624,8341.0133,state,fb-survey
5034,ut,smoothed_wworried_finances,2021-08-07,2021-08-12,5,32.2657131,1.4284482,1071.0774,state,fb-survey
5035,va,smoothed_wworried_finances,2021-08-07,2021-08-12,5,33.9729368,0.8390495,3186.2505,state,fb-survey
5036,vt,smoothed_wworried_finances,2021-08-07,2021-08-12,5,37.3531272,2.5783477,352.0006,state,fb-survey
5037,wa,smoothed_wworried_finances,2021-08-07,2021-08-12,5,34.080192,0.8887827,2843.9815,state,fb-survey
5038,wi,smoothed_wworried_finances,2021-08-07,2021-08-12,5,31.1636192,0.9682885,2288.0017,state,fb-survey
5039,wv,smoothed_wworried_finances,2021-08-07,2021-08-12,5,36.7539964,1.6160734,890.0522,state,fb-survey
5040,wy,smoothed_wworried_finances,2021-08-07,2021-08-12,5,34.5316054,3.1082048,234.0072,state,fb-survey
5041,ak,smoothed_wworried_finances,2021-08-08,2021-08-13,5,36.5537086,2.7177157,314.0,state,fb-survey
5042,al,smoothed_wworried_finances,2021-08-08,2021-08-13,5,41.2220278,1.1709757,1767.0474,state,fb-survey
5043,ar,smoothed_wworried_finances,2021-08-08,2021-08-13,5,40.5737447,1.4008419,1228.6981,state,fb-survey
5044,az,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.9528556,1.0270485,2182.9874,state,fb-survey
5045,ca,smoothed_wworried_finances,2021-08-08,2021-08-13,5,41.0540087,0.5221887,8874.7258,state,fb-survey
5046,co,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.4396992,1.1181949,1829.8712,state,fb-survey
5047,ct,smoothed_wworried_finances,2021-08-08,2021-08-13,5,39.0602566,1.2979166,1413.0,state,fb-survey
5048,dc,smoothed_wworried_finances,2021-08-08,2021-08-13,5,44.5306195,3.8809147,164.0,state,fb-survey
5049,de,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.0301502,2.3973384,396.0,state,fb-survey
5050,fl,smoothed_wworried_finances,2021-08-08,2021-08-13,5,39.1995915,0.5583484,7644.9994,state,fb-survey
5051,ga,smoothed_wworried_finances,2021-08-08,2021-08-13,5,37.5899659,0.9083998,2842.9702,state,fb-survey
5052,hi,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.4958096,2.3129201,428.0,state,fb-survey
5053,ia,smoothed_wworried_finances,2021-08-08,2021-08-13,5,31.9114051,1.2503114,1389.9011,state,fb-survey
5054,id,smoothed_wworried_finances,2021-08-08,2021-08-13,5,31.6036381,1.7854818,678.0461,state,fb-survey
5055,il,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.8247919,0.7432282,4162.0437,state,fb-survey
5056,in,smoothed_wworried_finances,2021-08-08,2021-08-13,5,38.4952103,1.0334144,2217.0049,state,fb-survey
5057,ks,smoothed_wworried_finances,2021-08-08,2021-08-13,5,38.7894669,1.4331487,1155.999,state,fb-survey
5058,ky,smoothed_wworried_finances,2021-08-08,2021-08-13,5,38.770658,1.2132406,1612.7569,state,fb-survey
5059,la,smoothed_wworried_finances,2021-08-08,2021-08-13,5,44.9282291,1.1458855,1884.3687,state,fb-survey
5060,ma,smoothed_wworried_finances,2021-08-08,2021-08-13,5,37.0784206,1.1526509,1756.003,state,fb-survey
5061,md,smoothed_wworried_finances,2021-08-08,2021-08-13,5,38.6728819,1.2314343,1563.9995,state,fb-survey
5062,me,smoothed_wworried_finances,2021-08-08,2021-08-13,5,31.4632104,1.7886833,674.0,state,fb-survey
5063,mi,smoothed_wworried_finances,2021-08-08,2021-08-13,5,32.055218,0.7531144,3840.0149,state,fb-survey
5064,mn,smoothed_wworried_finances,2021-08-08,2021-08-13,5,29.4288339,1.0850313,1764.07,state,fb-survey
5065,mo,smoothed_wworried_finances,2021-08-08,2021-08-13,5,37.4676728,1.0317498,2200.962,state,fb-survey
5066,ms,smoothed_wworried_finances,2021-08-08,2021-08-13,5,42.101161,1.4759243,1119.0146,state,fb-survey
5067,mt,smoothed_wworried_finances,2021-08-08,2021-08-13,5,34.9711758,2.2069912,466.8904,state,fb-survey
5068,nc,smoothed_wworried_finances,2021-08-08,2021-08-13,5,37.4596922,0.8242864,3448.0058,state,fb-survey
5069,nd,smoothed_wworried_finances,2021-08-08,2021-08-13,5,36.9568559,3.2023224,227.1971,state,fb-survey
5070,ne,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.0723414,1.7298994,760.9442,state,fb-survey
5071,nh,smoothed_wworried_finances,2021-08-08,2021-08-13,5,27.6531947,1.8969022,556.0,state,fb-survey
5072,nj,smoothed_wworried_finances,2021-08-08,2021-08-13,5,37.1893513,1.0504264,2116.9989,state,fb-survey
5073,nm,smoothed_wworried_finances,2021-08-08,2021-08-13,5,40.4282147,1.6793541,853.9661,state,fb-survey
5074,nv,smoothed_wworried_finances,2021-08-08,2021-08-13,5,46.9959978,1.7346436,827.845,state,fb-survey
5075,ny,smoothed_wworried_finances,2021-08-08,2021-08-13,5,39.1888439,0.7155055,4655.0003,state,fb-survey
5076,oh,smoothed_wworried_finances,2021-08-08,2021-08-13,5,33.4719429,0.7579687,3875.9953,state,fb-survey
5077,ok,smoothed_wworried_finances,2021-08-08,2021-08-13,5,40.1997438,1.2413695,1559.9986,state,fb-survey
5078,or,smoothed_wworried_finances,2021-08-08,2021-08-13,5,33.3746082,1.1388482,1714.4477,state,fb-survey
5079,pa,smoothed_wworried_finances,2021-08-08,2021-08-13,5,34.1891832,0.7386413,4124.0022,state,fb-survey
5080,ri,smoothed_wworried_finances,2021-08-08,2021-08-13,5,37.5522892,2.3828847,412.997,state,fb-survey
5081,sc,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.0598111,1.0429821,2093.001,state,fb-survey
5082,sd,smoothed_wworried_finances,2021-08-08,2021-08-13,5,27.8456919,2.5221066,315.8591,state,fb-survey
5083,tn,smoothed_wworried_finances,2021-08-08,2021-08-13,5,36.7257802,1.0103909,2276.2449,state,fb-survey
5084,tx,smoothed_wworried_finances,2021-08-08,2021-08-13,5,43.5672471,0.5667256,7655.0078,state,fb-survey
5085,ut,smoothed_wworried_finances,2021-08-08,2021-08-13,5,32.2235536,1.5160875,950.1752,state,fb-survey
5086,va,smoothed_wworried_finances,2021-08-08,2021-08-13,5,34.1755689,0.8799624,2905.1906,state,fb-survey
5087,vt,smoothed_wworried_finances,2021-08-08,2021-08-13,5,38.9022902,2.7689729,310.0007,state,fb-survey
5088,wa,smoothed_wworried_finances,2021-08-08,2021-08-13,5,32.7693073,0.9182253,2612.9814,state,fb-survey
5089,wi,smoothed_wworried_finances,2021-08-08,2021-08-13,5,32.0845926,1.0135931,2120.9846,state,fb-survey
5090,wv,smoothed_wworried_finances,2021-08-08,2021-08-13,5,38.7240979,1.7200229,802.0521,state,fb-survey
5091,wy,smoothed_wworried_finances,2021-08-08,2021-08-13,5,35.2031848,3.1839506,225.0106,state,fb-survey
5092,ak,smoothed_wworried_finances,2021-08-09,2021-08-14,5,35.9326482,2.7076852,314.0,state,fb-survey
5093,al,smoothed_wworried_finances,2021-08-09,2021-08-14,5,41.8826005,1.1854712,1732.0394,state,fb-survey
5094,ar,smoothed_wworried_finances,2021-08-09,2021-08-14,5,39.3836017,1.3977771,1221.8833,state,fb-survey
5095,az,smoothed_wworried_finances,2021-08-09,2021-08-14,5,35.6479938,1.0308418,2158.8037,state,fb-survey
5096,ca,smoothed_wworried_finances,2021-08-09,2021-08-14,5,40.9194912,0.5234632,8822.7122,state,fb-survey
5097,co,smoothed_wworried_finances,2021-08-09,2021-08-14,5,35.0067437,1.1454961,1733.9348,state,fb-survey
5098,ct,smoothed_wworried_finances,2021-08-09,2021-08-14,5,38.2421958,1.3261093,1343.0,state,fb-survey
5099,dc,smoothed_wworried_finances,2021-08-09,2021-08-14,5,41.7900167,4.0541905,148.0,state,fb-survey
5100,de,smoothed_wworried_finances,2021-08-09,2021-08-14,5,37.5882015,2.4749119,383.0,state,fb-survey
5101,fl,smoothed_wworried_finances,2021-08-09,2021-08-14,5,39.1014493,0.5652419,7452.9999,state,fb-survey
5102,ga,smoothed_wworried_finances,2021-08-09,2021-08-14,5,37.3449982,0.9197516,2765.9678,state,fb-survey
5103,hi,smoothed_wworried_finances,2021-08-09,2021-08-14,5,32.3069149,2.2711037,424.0,state,fb-survey
5104,ia,smoothed_wworried_finances,2021-08-09,2021-08-14,5,32.785357,1.2533294,1402.8569,state,fb-survey
5105,id,smoothed_wworried_finances,2021-08-09,2021-08-14,5,31.5210035,1.7921818,672.0372,state,fb-survey
5106,il,smoothed_wworried_finances,2021-08-09,2021-08-14,5,36.3126998,0.7514038,4096.0438,state,fb-survey
5107,in,smoothed_wworried_finances,2021-08-09,2021-08-14,5,37.923681,1.0379871,2185.0053,state,fb-survey
5108,ks,smoothed_wworried_finances,2021-08-09,2021-08-14,5,39.0065858,1.4266037,1168.9991,state,fb-survey
5109,ky,smoothed_wworried_finances,2021-08-09,2021-08-14,5,39.5547874,1.2171986,1613.7568,state,fb-survey
5110,la,smoothed_wworried_finances,2021-08-09,2021-08-14,5,43.8821383,1.1552465,1845.1837,state,fb-survey
5111,ma,smoothed_wworried_finances,2021-08-09,2021-08-14,5,37.7256695,1.1663435,1727.003,state,fb-survey
5112,md,smoothed_wworried_finances,2021-08-09,2021-08-14,5,38.5839303,1.2514827,1512.9996,state,fb-survey
5113,me,smoothed_wworried_finances,2021-08-09,2021-08-14,5,29.0727773,1.7963845,639.0,state,fb-survey
5114,mi,smoothed_wworried_finances,2021-08-09,2021-08-14,5,32.3603136,0.7603543,3786.0147,state,fb-survey
5115,mn,smoothed_wworried_finances,2021-08-09,2021-08-14,5,30.2126738,1.1001417,1742.0816,state,fb-survey
5116,mo,smoothed_wworried_finances,2021-08-09,2021-08-14,5,36.9343292,1.0440305,2136.9624,state,fb-survey
5117,ms,smoothed_wworried_finances,2021-08-09,2021-08-14,5,41.9756074,1.4908299,1095.8508,state,fb-survey
5118,mt,smoothed_wworried_finances,2021-08-09,2021-08-14,5,34.5203049,2.207266,463.9508,state,fb-survey
5119,nc,smoothed_wworried_finances,2021-08-09,2021-08-14,5,37.4044093,0.8372587,3340.0053,state,fb-survey
5120,nd,smoothed_wworried_finances,2021-08-09,2021-08-14,5,38.0600323,3.2649859,221.1452,state,fb-survey
5121,ne,smoothed_wworried_finances,2021-08-09,2021-08-14,5,34.684794,1.7485758,740.9425,state,fb-survey
5122,nh,smoothed_wworried_finances,2021-08-09,2021-08-14,5,26.4197266,1.8938484,542.0,state,fb-survey
5123,nj,smoothed_wworried_finances,2021-08-09,2021-08-14,5,38.09746,1.0640394,2082.9989,state,fb-survey
5124,nm,smoothed_wworried_finances,2021-08-09,2021-08-14,5,40.7152804,1.6723031,863.1181,state,fb-survey
5125,nv,smoothed_wworried_finances,2021-08-09,2021-08-14,5,48.3742807,1.7442396,820.8586,state,fb-survey
5126,ny,smoothed_wworried_finances,2021-08-09,2021-08-14,5,39.0984307,0.7193956,4601.0003,state,fb-survey
5127,oh,smoothed_wworried_finances,2021-08-09,2021-08-14,5,33.8185914,0.7696886,3777.9956,state,fb-survey
5128,ok,smoothed_wworried_finances,2021-08-09,2021-08-14,5,40.9196511,1.2549704,1534.9987,state,fb-survey
5129,or,smoothed_wworried_finances,2021-08-09,2021-08-14,5,31.9574121,1.1328236,1694.4466,state,fb-survey
5130,pa,smoothed_wworried_finances,2021-08-09,2021-08-14,5,33.8009904,0.7470889,4009.0023,state,fb-survey
5131,ri,smoothed_wworried_finances,2021-08-09,2021-08-14,5,38.500908,2.4962022,379.997,state,fb-survey
5132,sc,smoothed_wworried_finances,2021-08-09,2021-08-14,5,34.6939766,1.0554269,2034.0002,state,fb-survey
5133,sd,smoothed_wworried_finances,2021-08-09,2021-08-14,5,27.0257454,2.539174,305.888,state,fb-survey
5134,tn,smoothed_wworried_finances,2021-08-09,2021-08-14,5,37.0442083,1.0153323,2262.2449,state,fb-survey
5135,tx,smoothed_wworried_finances,2021-08-09,2021-08-14,5,42.9350509,0.5701905,7536.0089,state,fb-survey
5136,ut,smoothed_wworried_finances,2021-08-09,2021-08-14,5,32.200451,1.5370067,924.1389,state,fb-survey
5137,va,smoothed_wworried_finances,2021-08-09,2021-08-14,5,33.2393574,0.8790599,2871.6812,state,fb-survey
5138,vt,smoothed_wworried_finances,2021-08-09,2021-08-14,5,37.0965487,2.8077452,296.0006,state,fb-survey
5139,wa,smoothed_wworried_finances,2021-08-09,2021-08-14,5,34.2165033,0.9284838,2610.9823,state,fb-survey
5140,wi,smoothed_wworried_finances,2021-08-09,2021-08-14,5,32.6626088,1.0197646,2114.9849,state,fb-survey
5141,wv,smoothed_wworried_finances,2021-08-09,2021-08-14,5,36.9481175,1.7161005,791.0518,state,fb-survey
5142,wy,smoothed_wworried_finances,2021-08-09,2021-08-14,5,41.0266731,3.2362131,231.019,state,fb-survey
5143,ak,smoothed_wworried_finances,2021-08-10,2021-08-15,5,35.929984,2.7294597,309.0,state,fb-survey
5144,al,smoothed_wworried_finances,2021-08-10,2021-08-15,5,42.2569798,1.1764347,1763.0405,state,fb-survey
5145,ar,smoothed_wworried_finances,2021-08-10,2021-08-15,5,39.8288899,1.3748443,1267.8831,state,fb-survey
5146,az,smoothed_wworried_finances,2021-08-10,2021-08-15,5,35.5803272,1.0240205,2185.8037,state,fb-survey
